nama,bintang,komentar,Waktu
S. Risti H.,5,"ok banget lah bobopod dah langganan kalo lagi ke mana2 bobopod bobonya 🥰🥰

Tp yg Pancoran ini paling dingin sih WKWKWK udah dikecilin AC tetep dingin",a month
YuZi Channel,4,,a month
Zul pahmi,4,,2 months
Puspita Atirennu,5,,2 months
Nizar Zaky,5,,2 months
yana yana,4,Petugasnya ramah,2 months
Lulu Nur Afifah,5,,2 months
Yanyan Suryana,5,,2 months
Trip.com Member,5,Nice and helpful staff. it's quite convenient location and there is a good restaurant right next to it.,2 months
Yeye AR,1,"Tolong sistem parkirnya dibenerin dikit, masa check-in malem jam 11 trus check-out jam 1 siang bayar parkir 2 kali ?? 10 ribu lagi",2 months
Wily Yulianto,5,,3 months
ide cuco,5,,3 months
fauzul azmi,5,,3 months
Arry Kurniawan,5,Like it,3 months
Pepin Dapin,4,,3 months
Rio Wahyu Setiawan,5,Tempat yang nyaman untuk stay buat backpacker,4 months
Mohammad Ipung,5,"So far so good untuk kebersihan dan kamarnya bagus, untuk keramahtamahan pekerjanya juga bagus.
Recomended untuk penginapan transit 1/2 hari.
👍👍👍",4 months
Muh. Firdaus,5,,4 months
Farhan Wijaya,4,Okelah bikin si anak juga seneng,4 months
Nauman Noval,1,"Masuk doang pala mobil tuh ke portal dikit.  Disuruh bayar parkir goceng, padahal drop doang cust mau ke bobobox. Hahaha oiya, upah buka portal kali yak. Wkwkwk
Mana tiket parkir nya tiket parkir motor lagi.
Kaya masuk mall aja bayar parkir",4 months
ucuzero,4,"Hotel terjangkau yg jelas bersih dan pelayanan bagus ramah. Kasur bersih, kamar mandi/toilet bersih, ada fasilitas mandi. Tipe kamar emg sempit cuma cocok buat tidur, tapi utk kenyamanan saya apresiasi",4 months
Muh. Aldo Ananta,3,,4 months
Eka Kartika,5,,4 months
Purwanto Purwanto,5,𝙾𝚔,4 months
Tiara,5,"berkali2 ke jakarta nginepnya di sini kalau lagi nyari yang budget friendly, nyaman, toilet juga bersih dan ada air hangat + hairdryer, peralatan mandi seperti sabun, sikat gigi, dan handuk juga disediakan 👍🏻",4 months
El Ghifari,5,,4 months
Eko Harisaputro,5,Kalau mau menginap harus indent terlebih dahulu.,4 months
VOC DECORATION (VOC),1,"Nginap tggl 7 harus pesan tggl 6. Terus harus pesan 1 lagi biar bisa check in, dan dana booking yg sebelumnya nggak mau di balikin. Curang bgt. Udah kamarnya 2x1m kayak gubuk derita",5 months
Arifatun Nisaa Wuni Aqhfa,5,Selalu suka sama bobobox. Ga akan kecewa sih,5 months
Ariodono Rivan Mohammad,5,,5 months
Trip.com Member,5,good place,5 months
Arkhadi Pustaka,5,"Just out of curiosity, I tried bobobox for one night. I will definitely go back again. It was a nice transit place. It was definitely different than the regular hotel experience. It is a capsule after all. But I think it is a very good choice if we need to stay in a budget. I am pretty big myself, and the capsule still feels comfortable and spacious.",5 months
Molly London,1,"Pertama dan TERAKHIR KALI nginep di bobopod pancoran. Tolong di bilangin ya ke receptionist yg cewe pake kacamata (sy ga tau nama nya siapa). Tolong bgt ETIKA nya. Bisa” nya ada customer lg nunggu di depan, bisa bercandaan ngomong dgn bahasa kasar sm temen nya. Sangat terdengar jelas di saya. Padahal dia tau saya ada di situ. Ga punya sopan santun. Attitude nya tolong ya di benerin lagi. Ga sopan dan ga etis. Cukup sekali nginep di bobopod pancoran. BIG NO!!",5 months
Hiendra Kurniawan,5,"Bobobox yang palibf deket sama bogor line. Tempat parkir juga luwes luas, 700m dr lrt pancora, bekasi jabodebek.

Kopinya enak banget, picolo + plus 1 shot",5 months
Basoeki Rahmat,5,,5 months
Dede Vadis,5,"Puas transit disini, bersih banget",5 months
Dwi Anang Syukrisna,5,,5 months
Vonny Margaretha,5,"Buat yang mau nginep di bobobox gue rekomen bgt tapi kalo kalian tipenya gabisa di tempat sempit gue kurang rekomen.
Konsepnya simple minimalis dan futuristik, kamar mandinya walaupun sharing bersih dan nyaman terus pelayanan nya juga bagus
Terus communal space nya juga oke
Staff nya baik dan ramah
Fasilitas wifi nya kenceng terus bisa denger lagu dari speaker bluetooth
Kekurangan nya cuma di tempat penyimpangan barang aja sisanya gue puas kok selama nginep di bobobox

Myrate 89/100⭐⭐⭐⭐",6 months
Amoret hilo,5,Sangat bagus,6 months
Hukma shabiyyah,4,,6 months
Adrian Ng,5,,6 months
ananda zukhruf,5,,6 months
Syafiq_,5,,6 months
Keysha Almira Dofa R.,1,banyak org pacaran yg check in. ga family friendly. klo ada pilihan -5 aku kasih -5 wkwkwk,6 months
cross section,5,"Koper besar bisa masuk ke dalam pod/capsule nya. Podnya tembus suara.
Podnya luas nyaman meski g ad tv, tpi wifii kencang & bs youtube pake wifii.
Kamar mandi komunal nya di pisah laki2 perempuan, ad air hanget nya, dan bersih banget. Ruang komunal (makan & ibadah) bersih lengkap utensil & oven(?) nya.
Tapi lokasi nya jauh dri mana2. Kalo makan memang ad beberapa franchise jarak 400m.",6 months
Jasmine Valentine Putri,1,Kecewa banget boking d sini kasih kebijakan no refund/no resechedule ngak kasi solusi hangus gitu aja. No rekomen banget boking di sini. Tolong sistem nya dibenahi sayang uang saya dan room saya hangus gitu aja!!,6 months
Muhammad Irham Dinan,5,,6 months
aziz nalole,5,,6 months
Diantoro Deka Saputra,5,"Great place to stay for short trip. Nice location. Near Transjakarta bus stop. There’s a KRL station nearby. There’s a lot of food nearby too. Good.
Facilities was good, there’s communal room, have microwave to warm your food, and utensils, and water dispenser.",7 months
Aam Amrulloh,5,nice,7 months
Aziz KURNIAWAN,4,"Lokasi strategis, kamarnya bersih, kamar mandi agak serem karena remang remang gituu. Untuk parkirnya dikenakan 5rb untuk motor",7 months
Andy Mahardika,5,,7 months
Nurmiah Vern Kiano,5,"Kamar lumayanlah buat istirahat, cuma AC nya GK bisa diatur, pelayanannya ramah dan sopan dan lokasinya juga strategis",7 months
Rishabh Jain,4,,7 months
Garin Ichsan,5,,7 months
Malikhul Arifin Ghufraan,5,,8 months
togi sagala,5,Bagus dan bersih,8 months
nasi padang,5,"pelayanan ok bgt, ramah, informatif, parkir dikenain 5k untuk motor, its fine. ada ruang makan dan alat makan lengkap, musolla luas, kamar bersih, rapih, dan berfungsi. cuma tdk bisa atur suhu ac jadi dingin bgt",8 months
akbar kesuma,4,"Fasilitas tempat tidur bagus, cukup nyaman. Pelayanan room servicenya bagus tapi kurang fast response. Secara lokasi sangat strategis. Namun beberapa hal yang kurang adalah alat ACnya sering menemukan yg bermasalah(karena udah sering nginep yg dipancoran) suka gampang copot dan ada yg diganjel pake tisue bautnya. Gantungan baju di toilet gampang copot. Dan Wifi di lantai 1 jelek banget, sering lost connection.",8 months
Indah Purnama,4,"Saya tinggal selama 4 malam, AC Central sangat sangat dingin. Walaupun AC di dalam Pods sudah dimatikan/dikecilkan, namun AC Central tetap tembus melalui sela-sela pintu. Yang mengakibatkan saya demam pada malam ke 3 dan 4. Kemudian pod yang saya pilih adalah sky single, bagian tempat tidur cukup untuk 1 orang, namun untuk bagian dekat pintu cukup sempit dengan koper yang saya bawa.",8 months
Argi Christian,5,Everything's fine but a little bit more parking space for car,8 months
Ojol Rahmet,5,,8 months
Recruitment,5,"Parkir 5rb, tempat nya bersih, petugas nya ramah, harga worth it untuk ukuran kamar segitu",8 months
Hiya Ridha,4,,8 months
Josh RV,5,"Harga murah meriah, kamarnya bersih, pokoknya worth the money banget deh.",8 months
Arfan Maulana,5,Bagus pelayanan disana nomer 1 dan ramah ramah pegawai nya apa lagi yg namanya agung layak naik gaji ya minimal naik 200rb lah Jan banyak banyak wkwwk,8 months
Yohan Ramadhan,5,"no need to say anything, selalu bagus and recommended!",9 months
Pradhana Yudha Nugraha,4,"Tempat tidur bersih, aman, wangi, canggih. Ga keburu mandi, tapi kamar mandi bersih. Buat makan gaboleh di pods, makannya bisa di lobby atau ruang komunal di lt.3. Mudah di akses dekat stasiun cawang. Ga ada bukti transaksi/invoice di app, harus minta langsung ke resepsionis atau via cs",9 months
Trip.com Member,5,Lovely place to stay in Jakarta,9 months
Ahda Rostha Ramadhan,4,,9 months
Nazwa Nabil Channel,5,Nyamam & bersih,9 months
Muhamadsyah Madjer,5,Menyenangkan suasananya,9 months
Dixa Dresserlita,5,"Nice place to stay! Eventhough the wall is quite thin that I could hear some ""explicit"" noise. Bathroom is clean as well. Overall, a great experience I had!",9 months
Ariesto Patano,5,,9 months
Rafiq Himawan,4,,9 months
Kiki Kiswanto,5,"Bersih, canggih, nyaman, terjangkau. Tidak direkomendasikan untuk yang gaptek atau gak punya smartphone, buat yang suka berisik kayaknya gak cocok karena kedengaran ke kamar tetangga karena skat nya gak kedap suara.",9 months
Septian Cahyadi,2,"Udh sering kesni, tapi baru kali ni mau nitip barang karena ada keperluan. Sayang ya ga ada layanan penitipan barang.",9 months
Febriana Dwi Anugerah Sesta,3,"Pelayanan Baik dan Informatif, tetapi untuk kamar nya sangat tidak aman, saat meninggalkan pods ke toilet, kunci pintunya tidak bisa berfungsi dengan baik sehingga pas saya dorong bisa langsung terbuka tanpa scan barcode di hp, saya iseng coba² ternyata bisa terbuka. Untuk pemutaran plus minus AC didalam pods sudah doll mur nya pas saya mencoba malah lepas dan harus diganjel dengan Tisue agar bisa mengunci pemutaran AC nya, sudah komplen ke bagian staf yang jaga tetapi hanya di akalin saja untuk pengunci pods dan pemutaran AC
Saya ingin mengganti pods tetapi stafnya acuh, dan untuk shampo dan sabun nya all in one. overall yang lainnya bagus dan lingkungan sekitaran pods terjaga kebersihannya",10 months
Firda Aurellia Darmawan,5,"Saya menginap 3 malam disini dalam rangka berlibur. As a first-timer, it was a pleasant experience and left me with a good impression.

Saya pilih kamar sky single. Ruang untuk tidur tidak sempit, bersih, namun untuk naik keatas agak susah karena pijakan tangganya juga saya gunakan sebagai meja untuk menaruh barang😅

Aplikasi yang digunakan (milik bobobox sendiri) sangat baik dan well integrated untuk keluar masuk kamarnya, set up lighting kamar, dan komunikasi dengan resepsionisnya.

Resepsionis ramah & membantu, bahkan saat saya ada pertanyaan melalui app past midnight, fast respon.

Shared bathroom & toilet bersih saya tidak mengalami masalah apa-apa selama stay disini.

Lokasi cukup strategis dekat dengan halte bus, hanya perlu 3 menit berjalan~",10 months
Feri “Lycmaa” Nch.,5,,10 months
Retiana Mulyadi,5,,10 months
anggara kenji,4,,10 months
van verosy aims,5,,10 months
deovic christian hartono,5,,10 months
Raihan Faturrahman,1,Pelayanan kurang,10 months
Amalia Ainun,1,"Tukang parkirnya galak parah, sangat tidak nyaman bagi yg tidak membawa kendaraan tapi naik grab/gojek. Tukang parkir BAD ATTITUDE!!! Mobil hanya jemput harus bayar 7000 rupiah",11 months
Rikki Siadari,5,"- Pelayanan staf ramah dan responsif
- Tersedia makanan dan minuman yang dapat di beli sama customer jadi tidak perlu repot cari keluar
- Ada power bank untuk di sewa
- Pod bersih dan dingin
- Toilet juga bersih
- Ukuran pod kayaknya beda ya sama bobobox yang lain. Saya pakai earth double dan ukuran nya besar, kasurnya sekitar 170x170cm. Pod nya sekitar 2mx1.7m ya..
- Ada bobobox living juga
- Terdapat lift jadi tidak perlu susah payah naik tangga

Kekurangan:
- Loker belum otomatis yang pakai qr, disini masih pakai kunci. Bobobox yang lain udah pakai qr dan ada yang belum. Ada baiknya pakai qr biar sekalian gitu mau masuk pod, pakai loker dll qr semua

Pengalaman yang menyenangkan 👌🏻",11 months
eri ctn (Ectn),5,"Enak , tenang, kalau cuma mau bobo seharian tanpa ribet n hemat tanpa gangguan..sini tempatnya",11 months
Janter Kalvin,5,"tempat strategis, cocok untuk istirahat di tengah2 kemacetan jakarta...harganya juga terjangkau",11 months
Jat miko,5,,11 months
Surya Simarmata,5,"Kamar bersih, nyaman dan aman karena pakai barcode, ada lokernya utk tempat sepatu karna masuk wajib pakai sendal dri hotel, kamar mandi luar sharing dgn tamu lain",11 months
win wiinart,4,Pelayanan baik tapi sayang kamar mandinya kotor,11 months
Trip.com Member,3,It is bobobox. You know their standard is cabin. Dont expect more,11 months
Ailsa Fathir Humaira,4,"Bersih, nyaman, petugas ramah, ac dingin poll! Cocok buat singgah istirahat",11 months
Not Impossible,5,"Pertama kali nyoba nginap disini.
Secara kualitas teknologi dan konsepnya sangat baik.
Tempat ini memiliki kamar mandi terpisah diluar kamar, namun untuk kebersihannya baik.
Cukup unik untuk di coba..
Cocok untuk org yg bener2 mau Bobo beneran🤭",11 months
Nurgianto Chanel,5,,a year
Andriani Surya,5,,a year
Susanti Yanti,5,,a year
___ Khaerunnisa,5,"check in jam 11 malam untung lokasi lumayan dekat dari stasiun pasar Minggu baru. Area nya sangat terjangkau oleh transportasi umum karna posisinya dekat jalan raya. Over all puas menginap di bobobox pancoran. yg juanda juga worth to try ya. minusnya sikat gigi dan odol ditaruhnya di resepsionis. saya engga ngeuh, resepsionis juga tidak mengingatkan. jadi nya tidak sikat gigi, saya kira tidak disediakan.",a year
Risky Rosicky KMRT Risky Rosicky,2,Tukang Parkiry Kurang Sopan ..ya Kaleee Tamu Hotel suruh Turun Dari Mobil Diportal ...Tolong Pihak Bobobox Kasih Peringatan Ke Penjaga Portal ...Parkir GK Usah Kuatir Kita bayar,a year
Amal Rasyid,5,,a year
Salsa Bimo,5,,a year
A.V. oxzhellya,5,,a year
Hendra p,5,"kamar bersih staff ramah, toilet nya bersih better dari pada yang di jakarta selatan",a year
Yondang Tubangkit,5,,a year
Kurnia Utama Pools,5,"#kontraktorkolamrenangkurniautamapool
#jasaperawatankolamrenang
#jasapembersihdanperawatankolamrenang
#servispompakolamrenang",a year
Okti putri andini,5,,a year
Ari Anto,5,Nyaman untuk istirahat,a year
Ai,5,,a year
Zaki Jaki,4,"Plus menang dilokasi karena berada di pancoran jaksel, dimana akses mudah lah kemana mana bisa, untuk kamar ya spt biasa bobo box pd umumnya hotel kapsul tp nayaman saran jika badan besar dan pengen bebas jangan cari kamar atas bawah saja, lumayan buat melepas penat dan transit harga murah 180rb an, ac dingin, tidur spt dlm mobil alphard ada ambience lightnya wkwkwk bs dengerin lagu juga kl pas tidur bagi penikmat musik dan suka galau, minus tdk bisa bayar dengan tunai jika ada masalah dgn atm entah salah pin terblokir atau apalah siap siap aja wkwk, jd pembayaran non tunai, atm sekitar lokasi lumayan jauh melewati 6 gedung dan atmnya di dalam gedung jd jika kondisi darurat apalagi malam bahkan dini hari siap siap aja, depan lokasi ada warung cuman tdk buka sampai pagi alias kelaperan pd dini hari repot tdk bs cari dilokasi langsung, beli minuman jg tdk bs tunai non tunai, jika yg hobby bawa duit cash sia sia, masjid untuk sholat pd hari jumat tersedia bs kesebelah komplek tni. Keramahan pegawai masih kurang dlm hal pelayanan. Parkiran mobil tersedia. Minus parah toilet atau kamar mandi antri hanya bs satu padahal dah disediakan tp yg bs pd waktu itu satu.",a year
Nodi setiawan,5,,a year
Aditya Perdana,5,It was a delightful stay. Clean pods and friendly staff. 10/10 would stay here again.,a year
Nida Annisa Nurshiyam,5,,a year
Arya Aryatna Bagja,5,"Lokasi strategis, banyak pilihan makanan dan minuman di sekitar. Mau ke mana-mana tinggal ojek online atau naik BRT/Transjakarta.

Harga sesuai.

Wifi super kenceng.

Kamar mandi besamanya bersih dan wangi, walau sabunnya agak licin.

Area sholat di lt. 3 jg bersih.",a year
hadid budiatno,5,,a year
Lintar Restu,5,,a year
Yohanna Novathalia,5,"Kamarnya enak, nyaman, cuman emang kasurnya kurang empuk tp worth it kok dengan harga segitu masih bisa tidur dengan nyaman untuk isi energi. Pelayanannya ramah dan cepat. Kamar mandi bersih banget, meski ada satu shower yg kekuatan airnya lemah banget jadi agak lama mandinya. Tp semuanya kenceng kok lg apes aja kali. Ada liftnya jadi ga akan capek naik turun tangga apalagi klo bawa barang banyak. Peralatan mandi lengkap, tp kalau kurang nyaman dengan peralatan mandi yg ada ya bawa sendiri juga bisa.",a year
Ian Tristian,5,Good places,a year
Erol,4,enak,a year
Arif Rachman,5,,a year
Kibek Saputra,5,,a year
Gilang Andhika,5,,a year
Katro,5,,a year
Andri Taufik Hidayat,5,,a year
Haqqi Maulana Fadhillah,5,Best place for sleep,a year
Hengkie Harianja,5,,a year
YOGamer,5,,a year
Ibnu Mubarok,5,,a year
Andini Restiani,5,,a year
Muhammad Gilbran Khatami,5,Nyaman buat istirahat,a year
Irfansetya Basith,5,I heard my neighbor make some noise of pleasure lol,a year
Eric Lim,5,,a year
Asmr,5,,a year
Anastasia Audrey,4,"Ruangannya nyaman, lebih recommend double bed karna meja untuk taruh barang dan ruangan lebih luas",a year
S Aya,5,"Pertama kali ke Bobobox ke Pancoran.
Aku di Lantai 2 dan disana nyamam banget, senyap dan bersih. Pelayanan mungkin yang perlu ditingkatkan untuk pengarahan yang lebih jelas.
Untuk harga cukup worth it, aku suka banget.",a year
Andy Widopo,4,"Placed in Graha Bumi Bakti, Bobobox is a little hard to access because it's facing a small sewage so you have to go around and enter through a steel bar guarded by security. The parking fee for a motorcycle is Rp 5000,-. The receptionist is very kind and welcoming. He guided us to download the app to complete the check in process. There's an elevator which can fit around 3 adults. The room is clean and cozy, with a clean bedsheet and two pillows. However, the pillows were too thin and the room did not have sound proofing so you can hear people chatting and coughing. Late at night there was someone trying to open our door. Probably too drunk. The bathroom is spacious and clean with a hairdryer provided.",a year
Annisa Nur Shafaa,4,,a year
Yogi Sulistio,5,"Nyaman dan bersih tempatnya, kru hotelnya juga ramah ramah, di lobi disediakan makan dan minuman, dan pembayaran menggunakan QRIS, work it lah nginep di ibukota dengan harga segitu",a year
Sparagoza,4,,a year
Abdilah Gafur,5,,a year
Fitriani Dwi Artika,5,,a year
Dimas Yudha Perdana,5,,a year
B Haryono,5,,a year
Agung Kusumah,5,,a year
Maya Ratnasari,1,,a year
Esum Casumna,4,,a year
Salman Alfarisi,4,,a year
Erril Syahputra,5,,a year
Kein Adam (Kein),5,,a year
Christian Theodorus,4,"Kamar oke banget, experience nya berbeda dari hotel biasa. Kamar mandi sharing. Sayang hotel ini ac nya ga bisa dikecilin, bagi saya terlalu dingin. Kamar mandi ada yg ditulis under maintenance, tp ternyata ga rusak sama sekali. Gal suka sekali dengan tukang parkirnya, setiap masuk dimintai 5rb.",a year
Eddy Muardi,5,,a year
Arief Hanif,4,"ada kejadian tak terduga ketika pods mengalamai kebocoran ac, tetapi sangat responsif dalam memberikan solusi. hal tersebut sangat penting bagi setiap insan manusia yang menginap di bobobox seluruh penjuru. semua kekurangan dapat ditambap dengan baik. pelayanan dari host keeping sangat memuaskan. semoga bobobox tetap jaya dan banyak promo bagi pengguna yang sering menikmati akses bobobox pods pancoran dan lainnya. saya sudah 3x menikmati, baru kejadian kendala terjadi terakhir. saya dipindahkan ke pods yang lain, meskipun durasi menginap hanya tinggal beberapa jam saja. jaya bobobox seluruh Indonesia",a year
Mut,5,"Dari berbagai bobobox yg udh pernah dikunjungi, bobobox pancoran paling banyak space umumnya. Di lobby banyak kursi, jd kalo ada temen berkunjung ga bingung. Di pantry juga banyak kursi, ga bingung kalo makan dimana.",a year
Alvin Bramanta Molik,4,"Nginep disini untuk semalem karena ada urusan kerjaan di Jakarta. Nyampe di Jakarta pagi saya kira bisa early checkin ataupun saya bisa nambah bayar untuk tadi malam (jatuhnya saya bayar 2 malam) tapi juga ternyata nggak bisa padahal saya ada meeting jam 9 nya saya cuma butuh untuk mandi dan ganti baju aja. Ternyata nggak bisa. Pegawai sudah cukup ramah tp tidak memberikan solusi jadi saya balik ke Gambir dan mandi di Gambir. Untuk kebersihan oke, pelayanan mungkin bisa lebih ramah lagi, untuk kamarnya oke, sama dengan bobobox lainnya. Kamar Mandi banyak yg rusak jadi yang berfungsi cuma dikit untung nggak terlalu antri. Tp overall oke kok.",a year
Papa Salma,5,,a year
Zall Vairus Sabila,4,"Sudah bbrpa kali nginap d bobobox pancoran ini dan so far so good si, bnyak kang jajanan skitar dan hanya dispenser air panasny ga berfungsi lain kali tlong dperbaiki ya",a year
Cakra ngadinata,5,,a year
Rippo Arari,4,"Kamar oke, service oke, harga juga oke. Cuma butuh diperhatikan faktor SAFETYnya mas di kamar mandi. Ubinnya bukan tipe yang cocok buat area berair, licin banget apalagi kalau pakai sendal hotelnya. Di samping tempat wudhu juga sama, tolong diperhatikan ngerinya ada orang tua yang mau sholat malah terpleset. Itu aja sih",a year
Rizky Abdul Rofi,5,,a year
FY,4,"Pods bersih. Cukup nyaman.
Staff cepat tanggap, minta tissue jam 5 pagi juga langsung di refill.

Cukup bersih. Toilet sering dibersihkan.

Kecuali toilet wanita, ada shower rusak, air cuma keluar sedikit.

Parkiran mobil terbatas, tapi cukup sih.
Harga 200an untuk sendiri.
Privasi ok.",a year
Ardian Tania,5,,a year
Pasca Pasca,4,,a year
Reishinta Putri Anazah,5,mantap,a year
Trip.com Member,5,It was nice,a year
grazia Aquila,5,"Pelayanan okeee
Kamar bersih nyaman banget",a year
Muhammad Naufal Alidroes,4,,a year
Mainan Athalah,5,"If you would like to have simple accommodation, clean, comfy room atmosphere,  cheap and what you need to do only for sleep and relax. This is it.",a year
Nandi Channel,5,Cocok banget buat transit,a year
Arnandhita Agiel,4,"Boboboxnya oke, tp PARKIRNYA UDH RAMPOK.. GILA AJA PARKIR MOTOR 5RB.. KARCISNYA RUSAK SOBEK DISURUH BAYAR LAGI.. GA JELAS.. Padahal d bobobox lain g ada parkirnya smua gratis udh d sediain tempat",a year
Punjung Ramadana,5,,a year
Imelda,5,,a year
Yusri Yuliani,5,Bisa bareng pacar ga? Syaratnya apa aja?,a year
TECHNO MEDIA,5,Murah dan bersih tempatnya,a year
Farel Thalha Febrian,5,,a year
Pempek Resep Omaku,3,"Tips bagi yg mau bertelor, jangan milih pod yg sky, soalnya gradag grudug ribut banget, di earthnya kedengaran ribut banget bangke",a year
Wahyu Hidayat,4,Btw kamarnya kurang kedap suara.. org lg ewita msh kedengeran gedebak gedebuk,a year
M Fariz Wisnu Prananda,5,"cocok buat yang ingin menginap 1 malam, dengan fasilitas paling top dan wort it dari pada hotel",a year
R P W G,5,,a year
Erik Susanto,5,,a year
Abi Rajman,5,,a year
Yoyon Saputra,5,,a year
Andramica Priastyo,5,,a year
Trip.com Member,5,Almost perfect ..9/10 score,a year
panjiaf,5,"Terjangkau, bagus, host-nya juga friendly 👍.",a year
Lutfi Ali,5,Lokasi sangat nyaman,a year
Putri Karisna,4,"Parkiran nya agak terbatas, ruangannya ya standar bobobox lah. Bersih adem. Nyaman juga",a year
Old Mail,1,"Kang parkir berasa yang punya ruko. Harus bayar 5.000 apa apun keadaanya, ga peduli pemotor yang ke ujanan & dompetnya di jok motor, minimal disuruh masuk dulu, malah motor disuruh taro pinggir jalan kalau ga ada 5.000. Tolonglah di ganti aja kang parkir gerbangnya, bikin citra bobobox jelek & males buat balik lagi",a year
TheRedsGonez #YNWA,5,"This is nice capsule hotel room, just for transit 1 or 2 days travelers, cheaper and clean as well. It's very recommended for saving your money only for rest.",a year
Iyann unoxx,5,,a year
Dicky Ivan,5,,a year
Ezra Abigail Emeline,5,,a year
marulloh Ulloh,4,,a year
Fhinna Plambang Andayani,4,,a year
Shellrhmdn,5,,a year
rizky oktama,5,,a year
Tania Febriant,5,,a year
yudha irawan,5,Bersih.. Empukinlah kasurnya... Security juga disarankan incharge terutama buat ngatur parkiran,a year
Nisput,5,,a year
Sasnul Utama,3,,a year
Agus Gerrard,4,,a year
Eriko Utama (eurikoetama),4,,a year
Putra Fajar Hasanuddin,5,,a year
Tjen Maurilia Zerlina,4,I stayed there 3 times every weekend. It was good place. Clean and also nice room. It had very perfect service. Very recommend,a year
Dhila Reska,5,,a year
Achmad Ikhsan Rizkal,5,,a year
