nama,bintang,komentar,Waktu
Moch. Farhan Husyaini,4,"(+)
Pelayanan cukup ramah
Lingkungan jauh dari keramaian (sempurna buat tidur)
Bersih

(-)
Air hangat kadang nyala kadang nggak
Hanya tersedia air minum biasa (gak ada air panas)
GAK ADA SMOKING ROOM.",a year
Vania,5,,a year
bagus pujo,3,"+ sama kyk bobobox lainnya, bersih

- yg disini ga tersedia ruang solat, ac kurang dingin",a year
Haidar Abdurrahman,5,,a year
Slamet Komarudin,5,,a year
Agung Ramadhany,5,,a year
Andrian AlifIrwan,5,"Healing sendiri waktu itu, ternyata nyatu sama hotel lain. Parkiran aman.",a year
Sarah Yusra,5,,a year
Abu Ibraheem,1,"Pelayanannya banyak minus gaseperti bobobox lain, dapur ga ada, dispenser ga ada, toilet airnya suka mampet, perbaiki lah pelayananannya. selama ini bobobox bagus, pas disini beda sendiri",a year
Bobby Abdurrahman Haris,3,"Selimutnya kusem ga ngembang, ga ada air panas, ga ada alat makan, dan ga ada mushola",a year
Rizky Wiga,5,,a year
Dicki Triana Septian,5,"Podsnya nyaman, bersih dan wangi",a year
Rajut Sadjati,5,,a year
Bagus Aji,3,"Bed are great, room light color could be changed, there's two back sounds option for relaxing.
If you choose the earth type, you'll often hear any sound that your sky neighbor makes.

It's hard to imagine that a very small room with less facilities will cost the same amount as a regular one.",a year
RARI Nugroho,5,"bersih, nyaman, pilihan yg mantap untuk traveller",2 years
Irfan Maulana,3,"Kalo pengen coba yang beda tidur seperti biasanya boleh di coba,
Kekurangan air minum sama Dispenser ga di idup kan,
Sama air shower ny bocor suprise jadi basah.",2 years
Engelbertus Adjie Pujo W,3,"Good location is key this pod, but many facilities need improve: week wifi, not work bluetooth, bed foam, rest room sprayer",2 years
pebri anto,5,,2 years
Hilda Debora,5,"Overall nyaman banget.
Room dan servicenya oke punya.
Dan secara lokasi agak jauh dari keramaian sehingga cocok untuk beristirahat setelah seharian jalan-jalan di kota Bandung.",2 years
merr lay,3,,2 years
Aqila Zahirah,4,,2 years
Sintia Tiut,5,,2 years
Amira N M,4,,2 years
Leonardo,5,,2 years
Ricky Anthony,5,,2 years
Ahaw Lim,5,Mantap,2 years
Brigita Resti Widianingrum,5,,2 years
NS,3,👌 …,2 years
Felix Adrian,5,,2 years
Karina Gusnani,4,"Pengalaman pertama nginep di bobobox, yang lokasinya di cipaganti. Semua halnya oke banget, tapi kekurangannya di air yang tekanannya ga kenceng. Selain tentang tekanan air, gaada permasalahan lain, semuanya ok 😊",2 years
Jingga Mutiara Windyarahma,5,,2 years
cepi tirtana,5,,2 years
Luthfi Yufa,5,,2 years
Ahmad Ivan,5,,2 years
Christy Natalia,5,,2 years
Teresa,4,,2 years
Trii christian,5,,2 years
Galuh D. Anggiasari,4,,2 years
Fakhrur Rozy,5,,2 years
Muhammad Sauky,5,Affordable,2 years
Axa Rabbani Kusumah Dinata,5,,2 years
Bermansyah Bermansyah,2,,2 years
Ririn Fitiana,5,,2 years
Siti Basri,3,,2 years
Dyna Wr,5,,2 years
Rubbanayah Salwa Rattubait,5,,2 years
Lexi,2,"Had a really unpleasant stay here. Untung cuma 1 malam.

1. Mushola letaknya cukup jauh dari kamar. Bayangin aja subuh2 harus turun dulu buat solat.

2. ACnya gak dingin, ditambah kamarnya kecil jd sangat pengap. Ngadu ke front desk, disuruh tunggu 1-2 jam krn katanya ""baru nyala"". Harusnya dinyalain bbrp jam sebelum waktu check in dong gmnsih.. Trs udah ditunggu, masih pengap. Ngadu lagi. Resepsionisnya beda, dan dia bilang puteran di langit2nya itu harus diputer. Pertanyaannya: kenapa yg tadi bilangnya beda? Trs pas ada teknisi ke pods buat stop kontak, ditanyain tuh ttg AC. Eeeeh kata dia emang baru nyala karna daritadi ada perbaikan wkwkwkwkwk beda org beda alasan

3. Stop kontak di pods gak bisa. Nyambung sih, tapi gak nambah persenan. Pas ngadu, ternyata ada trouble, udah di reboot sama teknisi masih ga bisa. Akhirnya disaranin untuk pindah pods. Turun ke front desk, ternyata GABISA pindah pods, alasannya yg single udah sold out. Oke fine, kalo upgrade aja ke double gimana? GABISA JUGA. Harus reservasi ulang dan no refund karena udh checkin😂 wkwkwk puncak komedi dah.

4. WC nya cukup bersih sih walau ada kerak kuning. Belum tau kalau showernya.

5. Ada opsi untuk connect bluetooth. Tapi gak bisa, katanya not turned on and not in range. Padahal tulisan di layar pods nya itu udah nyala. Mbok laah

Not recommended! Ke yang Dago aja.",2 years
David Apris,5,,2 years
Andri Ardhani,4,,2 years
Yoon Gi Min,1,"Jangan mau nginep disini!
Management nya jelek.

Saya sudah konfirmasi h-1 ke hotel, dan pihak hotel bilang kamar tersedia. Saat hari H, saya check in jam 5 sore, kamar yg saya pesan tiba-tiba hilang. 1 kamar double yg saya pesan jadi kamar single, dan 1 kamar single yg saya pesan jadi hilang entah kemana!

Saya komplain ke resepsionisnya, tapi dia bilang ""email memang ada, tapi tidak masuk ke sistem bobobox nya"".

Terus saya yg salah?

Dan saya minta kamar lain, tidak ada.

Apa karena saya pesan saat epicsale jd kamar saya disepelekan? Pihak hotel dengan mudahnya mengajukan refund saja, tapi yg saya butuh itu kamar untuk istirahat. Saya sudah jauh2 berpergian dari rumah berniat untuk liburan malah jadi kesal dengan ada nya kejadian ini!

Kalau memang tidak berniat memberikan kamar ""murah"", lebih baik tidak usah ikut event2 promo daripada mengundangr review jelek dari customer.

Ngga akan pernah lagi saya nginep di bobobox.

Futuristic experience apanya? Yg ada bikin mood liburan jadi ancur gara2 udh cape ga bisa istirahat pula. Worst hotel ever, Bobobox Cipaganti.",2 years
Arief Gunawan,1,"Shower jorok, kerobokan ga di tutup, mau mandi airnya cuma keluar kecil!!!",2 years
Muh Zakariya Arrazi,5,,2 years
Arya Pratama,3,"So sorry belum bintang 5. Air panasnya ga nyala dan showernya kaya yang mampet, ga tau airnya yang kecil.

Untuk ruangannya sih no complaint. Nyaman bahkan untuk berdua sekalipun. Sayangnya pas saya kesana, ada tamu yang ga tau aturan pake berisik saat jam istirahat.",2 years
Selfi Setiawati,5,"Suka dengan bobobox, pengalaman menginap di hotel kapsul",2 years
Susie Ncuss,3,"It's obviously not the best bobobox in Bandung 🥲, maybe it's in the bottom line 😑.

Air conditioning didn't work well so it was kinda warm inside the capsule.
Water pressure in the bathroom wasn't consistent, sometimes it was strong but could be weak randomly 😂.

The staff also didn't clean up the bathroom frequently like another bobobox.

Riweuh lah... haha.

I'm sorry, i won't choose this bobobox ever again in the future.",2 years
Dani Sy,4,Nyaman sekali,2 years
Ahmad Ghajali,5,"Pengalaman menginap di bobobox buat pertama kalinya seru juga, cuman pas masuk podnya ac sempet gak nyala, ngadu ke house keepingnya langsung di benerin, katanyaac disini pararel jadi agak lama buat dinginnnya. Dalem podnya bersih, diluarnya juga. Cuman kurang pewangi aja di area kamar mandinya",2 years
aji91,5,,2 years
Nasyita Alvina RD,5,,2 years
Snoopy Poppy,5,"Tempat yang nyaman. Tak tahu kenapa pengennya bobo terus, pas mau bangun maleess bangett pengen seharian disana ngga pengen pulang",2 years
Putri Minkeykyu,5,,2 years
Abdillah Hadi Wijaya,5,Bagus,2 years
diah w,3,"kamar mandi kurang bersih..
pesen untuk 2 malam dihari ke 2 disuruh pindah kamar karna katanya ada kesalahan system jadi kamar yang kita tempati ke booking sama orang 🤔.
sprei juga agak kurang bersih ada noda2 kuning.
yang lain oke si ac juga dingin",2 years
Sang Soerja,5,Good,2 years
Arya Pramudya,3,Toilet nya air sedikit. Ga kayak bobobox yg lain. Toilet kurang bersih.,2 years
Muhammad Rizky Maulana,5,"Yang lain sudah oke, tapi kebersihan wc nya tolong diperhatikan ya",2 years
Rizaldy Hilman,5,,2 years
Gemby Sportian,4,,2 years
Niko Febriyanto,5,"Keren lah, pertama kalinya gua tidur, denger plak² org laen 😂 …",2 years
Annisa Nurhayati,5,"Pertama kali sih nginep dibobobox, overall puasss karena suka banget concept nya. Tapi dibobobox Cipaganti mah sepi pisan wkwk pandemi kali yak, jd kalo malem rada serem. Services nya baguss sih, gercep mantap deh.",2 years
andrian iskandar,1,"Datang pada tengah malam, masuk kamar bekas orang lain belum dibersihkan, sampah dmana2, akhirnya pindah kamar, dan ketika ambil barang yg ketinggalan, melihat kalau sprei dan selimut tidak dganti hanya dirapihkan, JOROK pdahal lg covid gni",2 years
M Denny Fardhan,4,"Cukup lumayan untuk tempat tidur saja.
Bersih dan dekat dengan pusat kota.

Sebagai alternatif pilihan dengan paket hemat",2 years
bella rahma,1,"Air di toilet buat bilas gk kencang sama sekali, jadi gk bisa dipake.",2 years
Guntur Permanaputra,5,,3 years
hilman nur imansyah,5,nyaman tempatnya,3 years
Resha Puspita,1,"I have bad experience in Bobobox Cipaganti. The water that supposed to work well on the toilet didn't work so I was struggling when I was use the toilet. And then, when I ask the frotn office why can't I use the bluetooth, he said the bluetooth for all bobobox are troubled. But when the next day I go to antoher bobobox, the bluetooh was going well.",3 years
Elisha Fitri,5,,3 years
Adis Nugraha 902,5,Nyaman,3 years
Resia Siawan,5,,3 years
Hendri Wijaya,5,"nice room, ramah",3 years
Lena Management,2,"Shower don't have hat water,  the drains are Locked and dirty, ac not worked till I go down and tell about, so they come and fix, linen all already yellow, the only good is friendly stuff",3 years
Milla Lailatul Awaliyah,4,,3 years
Moh Fadli Maulana,3,"Kelebihan:
- Lokasi strategis tengah kota bandung di salah satu jalan terkenal
- Staff ramah check in jam 3 pagi masih dijelasin rulesnya dengan baik
- ac dingin kamar cukup bersih
- Common area luas ada wastafel dan tempat sampah bisa sarapan disitu
- wifi bobobox terkenal cepat

Kekurangan:
- Speaker bluetooth ngga berfungsi di pod 3
- air shower jalannya lemah bgt kecil pdahal mandi di siang hari dan air panasnya gak ngalir
- gorden penutup di shower kotor bgt coklat2 gt kayak gak pernah di ganti
- pump sabun ngga berfungsi keras alhasil manual
- saluran air dibawah kurang nyerep jadi menggenang kemana2",3 years
fahmi nasrudin,5,,3 years
raditya triana,5,,3 years
Bayu Ganendra,5,Kadang receptionnya ngebet bgt nawarin nyland hotel.. pdhl maunya di bobobox.. terus kamar mandi bau bgt kecoa di nyland room 209,3 years
christantosuryo,4,"3.5 ⭐
pros:
- a very good capsule hotel
- the bedroom is very comfortable and nice ambience with controlled light (you can choose the light color)
- air con is very cool

cons:
- it's better to choose Earth-type if you aren't that tall. I'm 183 cm, and I find the Sky-type quite hard to reach
- the bathroom:
1. water pump is not so good
2. hard to control the water heater
3. no hanger to hang your clothes and towel",3 years
tekape 29,4,,3 years
Maria Maytha,5,,3 years
Mohamad Yusuf Fadilah,5,"Seperti biasa, bobobox selalu menjadi tempat yang nyaman untuk rehat.",3 years
Zus tina,5,"Tempatnya bersih, nyaman dan cocok untuk melepas lelah setelah jalan"". Meskipun share bathroom tp bathroom cewek dan cowok terpisah kok. Privasi tetap terjaga sih disini dari pada di hotel capsul yg lain",3 years
Amelia,5,,3 years
Nizar,5,Ok untuk transit,3 years
Zeindhy Vianiky,4,,3 years
Galuh Alviana,4,,3 years
Siti Dzalfa,5,,3 years
Sandy Eka Prasetyo,5,Murah meriah dan tempatnya nyaman,3 years
Nugrah Heni,5,Makanan di restonya murah dan nice taste good service untuk hotel reddoors nya..👍👍 …,3 years
4F_Resti Intania,3,,3 years
Cindy Widjaja,5,"Lovely place, quietly comfort",3 years
M Zaqi,3,"Karena 1 gedung ada 3 hotel, jadi sepertinya kualitasnya gak jauh beda.. seperti volume shower yg kurang deras, air panas yang kurang hangat serta layanan bobobox karena gabung dengan hotel lainnya frontdesk atau room service jadi kurang responsif.. saya udah chat melalui aplikasi bobobox, tapi gak direspon.. berbeda dengan yang hanya 1 gedung bobobox saja.. selama ini di alun-alun dan dago sangat responsif...",3 years
Ellmar Indah,5,,3 years
Rama Mahardhika,5,,3 years
Giarti Pertiwi,5,"Murah bangeet, cuman mushola nya jauh dari tempat bobo dan muat maks 3 orang. Overall bagus sih termasuk pelayanannya juga ramah receptionist nya.",3 years
Razief Muhammad Irsyadillah,1,"Dirty room, clogged bathroom, problem with bluetooth and aircond, bad service.  better to stay at another bobobox",3 years
Dwi Suharyanto,5,,3 years
vicryf,5,,3 years
Rifky Milano,5,,3 years
muhammad hambali,5,,3 years
noryck pradana,5,"Pelayanan nya bagus, ramah ramah staff nya. Tolong dibikin lebih kedap suara dan juga tolong kalo udah jam 9 jangan ngagetin oraaang, gw tidur jam 8 eh jam 9 suara otomatis peringatan kalo harus tenang, yang ga tenang mesin nya weh :3",3 years
Mulyadin Mulyadin,5,,3 years
Nanda Rindareva,5,,3 years
Panji pratama rusli,5,,3 years
Robert Ayla,4,Bersih.. Hanya Saja Kalau Hujan Bocor.. Dan Lokasi Untuk Mencari Kuliner Agak Jauh..,3 years
Angga Melanix,5,Awesome,3 years
Donny Saputra,3,"Bangunan menyatu dengan reddoorz, untuk podnya sendiri standar, bingung tempat mskan dan microwave buat manasin makanan disimpen dimananya, soalnya bangunannya yg ngacak, adabaiknya di kasih petunjuk tempat makan, musola dllnya,kamar mandi hanya tersedia 2 tempat doang , dan 2 closet, malam cukup ramai karena adacafe beer juga disini",3 years
Aef Dwi kurnia,5,,3 years
Bagus Satria,5,,3 years
indra laowo,5,,3 years
Barendra Putro,5,,3 years
Yatterman,5,,3 years
Deri S,5,,3 years
Nemo Kochenv,5,,3 years
Andika Hans,4,,3 years
Budin,4,"Try it once, the shower water had not enough power also I can't control temperature in my box. Still good.",3 years
Calista Destama Putri,1,"Pelayananannya buruk sekali,mas2 resepsionisnya belagu kaga kaya hotel2 lain haha. Pdhl kan kita staycation disitu bayar,😅 Apa karna harga hotelnya murah makannya pelayanannya jelek? Eh tapi saya udh sering nginep di hotel murah sejenis ini tapi emang baru ini sih yg pelayanannya BOBROK!! Di telfon berkali2 buat minta konfirmasi aja telfonnya kaga diangkat2,baru ini bgt sumpah telfon ke pihak hotel tp di acuh in gtu aja!!
Tolong ya pihak bobobox kalo mempekerjakan org yg profesional!!!",3 years
Rangga Registafallah16,5,,3 years
Ane Salindri,4,"Lokasinya strategis, gabung dengan hotel Nyland, staff nya ramah, parkir motor luas, parkir mobil hanya muat ± 10 mobil, minusnya hanya selimut yg kelihatannya kotor, selebihnya cocok",3 years
famieprogopar,5,"Sama seperti bobobox seluruh tempat, kamarnya cozy dan nyaman layaknya hotel kapsul, minusnya kamar mandi sepertinya kurang terawat",3 years
Iqbal Adhipermana,5,,3 years
Soffian Sah,5,,3 years
Ananda Sheba,5,,3 years
Alvinda Julian Trismadi,4,,3 years
mochamad ichsan abdilah,5,"suasana mantap.
dan dapat voucher juga",3 years
Alesha Zahira,4,,3 years
Cerita Gue,1,"Check in Minggu 16 Agustus 2020.. Check out Senin 17 Agustus 2020..
Di kamar nomer 8 sendirian.. Kebetulan kamar nomer 8 itu bed nya di bawah..
Gila dong diatas gue ena2 berisik banget sampe ga bisa tidur gue..

Dari jam 12 malem.. Sampe jam 2 baru berhenti.. Itu ngewe apa berantem sih? 🤣

Please donk kalau mau ngewe jangan di bobobox.. Modal dikit nyewa hotel lain atau Nyland supaya ga berisik..

Gue mau negur tapi gmn.. Gue berdoa aja di dalem kamar supaya ga runtuh..",3 years
Vince Samosir,5,"Bagus,nyaman, bersih, staff dan karyawan baik dan membantu sekali. Recommend buat yg pengen cari ketenangan dan nyaman.",3 years
ayuradirdja _,3,"Jadi bobobox yg dicipaganti itu nyatu sama reddoorz nyland hotel. Kalo secara lokasi sih enak ya depannya adem banyak pohon, tapi hotelnya sendiri yg nylandnya agak remang2 lobbynya. Terus boboboxnyq ada di pojok gitu, kecil banget . Dan yg disini ga ada area makan sama ga ada area pantrynya. Jadi gabisa makan disini tapi yg disini yg paling murah",3 years
Syifa Lathifah A,2,b aja si kalo kata aku mah. Lbh enak di paskal kedua yg di dago karna lebih luas gitu jalan ke pods nya haha. Trs ada tempat nongkrongnya juga toiletnya pun lebih gede. Kalo disini mah small huhu. Tp okelah y,3 years
Kennedy,5,,3 years
Kenzo,4,,4 years
iwa kustiyawan,5,,4 years
Annahlsar Pramaulidana,5,,4 years
Faiz,5,,4 years
Loretta Gouw,5,,4 years
Eriko Prayoga,5,,4 years
Gatot Triwiyanto,5,,4 years
Akmal Amanullah,4,Kamar box yg nyaman dan murah,4 years
Aris Gosseling,4,,4 years
Derry Akbar Nugraha,5,,4 years
Ahmad Nurdin,5,Ruangan bersih kamar mandi bersih,4 years
Andrahady Noor,5,"Bagus, bersih, resepsionis dan petugasnya ramah",4 years
Jonatan Purba,5,"Hotel kapsul yang istimewa dibanding pesaingnya. Nyaman sekali untuk menginap. Kekurangannya mungkin ada pada kurangnya kedap suara pada kamar dan suara pintu yang cukup mengganggu ketika di buka dan di tutup. Overall, sangat recommended!",4 years
R P S,5,,4 years
Desy L.,5,"Sangat enak, nyaman, interiornya cakep dan sangat cocok utk yang generasi millenial karena semua bisa dikontrol dengan teknologi hp
Recommended 👍👍👍 …",4 years
riki ardiansyah k,5,"Tempat yang nyaman untuk istirahat di daerah Bandung,tempatnya strategis,toilet dan kamar bersih banget pelayanan pun sangat ramah.
Pokonya mantap lah",4 years
Muhammad Annastyo Hanitio Arief Wibowo,5,"Bersih bgt dan dingin... Jgn pernah pesen yg di kamar atas, orang yg di bawah keberisikan klo yg diatas lg bercinta...",4 years
Salma Nurafifah,5,,4 years
Priskilla Theresia,5,"Kesini karena diajakin temen yang pengen nyobain gimana rasanya hotel kapsul ala ala 😂 (dan sekalian ada urusan juga di bandung sih)
Tempatnya bersih, teratur, cantik, dalamnya ada lampu lampu yang bisa di gonta ganti warnanya, harganya terjangkau, dan pelayanan ramah.
Buat yang pengen kesini ya harus tau tata tertib gimana nginep di hotel kapsul aja, saling respect antar pengunjung .",4 years
poenyakoer koer,5,Salam 1 box.,4 years
SYWLHDTM Channel,5,"Dari 4 bobobox yg ada di bandung. 3 udah pernah saya tinggalin. Yg paling recomend itu yg dago. Kedua cipaganti. Ketiga baru paskal. Yg alun2 belum pernah nginep, jd ga bisa kasih rekomen. Mantul! Tingkatkan guys",4 years
