nama,bintang,komentar,Waktu
Stephanie Marcelia Victoria,5,"HIDDEN GEM Pangandaran sih. BAGUS. Fasilitasnya mantab terbaik. Walau bagian atas tumit aku luka kena bagian bawah dipan kasuranya sampai kulit terkelupas, tapi tenang aja, P3K nya ada juga disediakan sama Bobo helper nya. …",11 months
Eva Andriyani,5,,11 months
PRATAMA ULAMA,5,"Tempat yang sangat keren buat menginap dan menikmati suasana pantai, lokasinya ada di sekitar pantai madasari pangandaran. Di lokasi ini anda bisa merasakan menginap di area yang memiliki private beach, memiliki hutan sendiri. …",11 months
AgusMurdadiVEVO (GAGAgoez),5,Terbaik menginap disini! Masih harga promo 👍🏻 …,11 months
Zela Aulia,5,,11 months
Hardi Padilah (Mahidin),4,"suasana yang sejuk nyaman untuk santai,,",11 months
Nandika Putra Buana,5,,11 months
Miu Miky,4,,11 months
Soleh Mustofa,5,Mantap,a year
Irfan The Explorer,5,"Tempat oke.. cuman minus jalan masuk untuk waktu in i 30 juni 2023, hanya cukup untuk 1 mobil dan curam.. semoga selanjutnya cepat di buat jalan masuk yang lebih proper karna sangat berbahaya apabila berpapasan dengan mobil lain..",a year
Jim Morrison,5,,a year
laras libranti,4,"Kamar nya menghadap pantai Madasari, baru buka sekitar 3 bulan lalu jadi masih baru banget, baru ada 9 kamar, isi kamar dan lain lain nya sama seperti bobocabin lain, ada yg tuk 2.orang 4 orang atau 8 orang (tapi belum ready 😁) …",a year
Angelina Alamsyah,5,,a year
Dody Satrianto,5,,a year
Dedi Supriadi,5,Tempat nya bikin candu,a year
Arie,5,The first Bobocabin site that has private beach access... Super wild!!!,a year
Nadine Margaretha Sianipar,5,,a year
19_025 Alda Fransiska,5,,a year
Andini Zahra Anggraini,5,"tempatnya enak, seruw sekalii🏃‍♀️ …",a year
Irvan Junizar,5,Great place!!!,a year
Sri Rumondang Simanjuntak,5,"Love the beach, the room, the service, the food...Definitely will come back🫶 …",a year
Ricky Zulfandi,5,Menginap 2 malam disini untuk berlibur. Resort ini terbilang baru dgn keutamaan pantai private. …,a year
Elsa Y,5,"Pelayanan ramah dan baik, fasilitas yang diberikan sangat baik, suasana super nyaman dan tenang, next kesini lagi 🫶🏻 …",a year
Ali Nakki,4,,a year
mft,5,,a year
Faisal Gurning,5,The best experiennce that i ever had👍 …,a year
Yudha Bagja Diputra,5,,a year
Fajar,5,Nice nd rekomendasi place.Sayang Makanan Restauran kurang komplit dan harga lumayan 😆🙏🙏 …,a year
Ari Ramadhan,5,,a year
Kurnia Tantra,5,"Amazing place to stay with beautiful surrounding. Private beach. Beautiful view.
Truly a place for relaxing.
They have quiet time rule.",a year
riki himawan,5,Cocok untuk healing. Ada private beach dan tidur ditemani suara ombak.,a year
Dini Oktapiani,5,"Honeymoon kemarin bener2 dibuat speechless sama Bobocabin ga lupa sama pantai nya juga bener2 private banget, tempatnya yg nyaman, cabin nya yg bener2 bersih, akses ke pantai dket banget tinggal turun doang dri cabin. Next time kesini lagiii❤😍 …",a year
surya kuli bariwisata,5,"Dari awal masuk jalan utama pengunjung sudah bisa merasakan pemandangan yang asri dan kondisi jalan yang mulus dan sedikit berkelok, di kanan kiri jalan banyak pepohonan kelapa yang tumbuh subur dan lingkungan masyarakatnya yang bersih dan …",a year
Abi Musa Al Mohajir,5,"Melebihi ekspektasi. View dari dalam cabin lsg menghadap private beach. Cabin bersih, nyaman dan dingin. Seru banget bisa liburan disini.",a year
Yosep Maulana,5,"Awsome view
Private beach
hidden gems !!!!!!👌💯 …",a year
Nazwa Kaila Damayanti,5,,a year
Nazwa Nabil Channel,5,"Keren viewnya bisa langsung akses ke pantai gak cukup ini kalau stay satu hari perlu lebih buat explore semuanya, next visit 3 hari stay",a year
Fanny Trestanita Bahtiar,5,,a year
