nama,bintang,komentar,Waktu
Febryzal Nogami,5,"Lokasi pas dan aesthetic..
Keren buat para pelancong..",a month
Wanda Sugiarto,5,,a month
menik 2814,5,,a month
Maulnissa,5,"Saya menginap di sini sehari semalam saja, untuk harga tidak terlalu mahal, kamar2 di bobobox seperti capsule namun saya lupa memotret view kamar tidur, tersedia tempat sholat dan mukena beserta sajadah, tempat kamar mandi berada dipojok sendiri bersebelahan antara kamar mandi laki2 dan perempuan. Kamar mandinya ada 2 dan wcnya juga ada 2, untuk suasana sangat tenang karena di sini dilarang berisik.

Cocok untuk kaum introvert dan kaum yqng malas keluar ruangan",a month
LuLu Cantik,5,,a month
Tasdik,5,"Sudah 3 kali tidur disini dengan istri, yang pertama memuaskan,yang kedua kamar berbau kaos kaki dan sangat panas,yang ketiga kamar diatas berisik sepertinya orang pacaran. Pengalaman saya berdua selalu early check-in satu jam lebih awal,receptionist ramah dan sangat membantu,ada petugas keamanan nya juga,dapat breakfast(cereal atau nasi),didekat tempat rokok ada mesin kopi  cukup murah,alat makan,dispenser,microwave,dan menjual beberapa makanan.
Lokasi sangat strategis karena dikota lama.  Dari 3 kali menginap disana sepertinya banyak pasangan berpacaran yang sedang kasmaran menjajaki kasur berdua,karena untuk check-in sangat mudah tanpa ada pemeriksaan identitas hanya berbekal menjukan Apps. Cukup baik 3,9/5.",a month
Nicholas Xie,5,"Had a good experience here, the pod was cozy enough. Less privacy tho', but still good. Location also near many food seller, beautiful surroundings and many photo spots.",a month
Rahmat Romadon Abdul Gani,5,,2 months
ariendra santosa,5,,2 months
J G,5,"Great value. You can even fully stand up in your own pod and have a mirror. You get a towel, toothbrush and your own locker for valuables. Also the koala is greeting you once you enter your pod for the first time. Breakfast is very simple.",2 months
Riska Amalia,5,"Tempatnya strategis banget ada di kota lama, cuma 5 menit jalan kaki dari stasiun tawang. Nyaman dan sangat bersih,  Pelayanannya juga oke. Thanks for the experience bobobox!!",2 months
Nur Anisa,5,"Hotel capsule paling recomended di kota lama semarang krna strategis, harga terjangkau, tempat bersih dan nyaman, tmpt tidur pun dilengkapi fasilitas yg canggih, sudah tersedia handuk sabun dan sampo, serta pasta gigi, acnya dingin walopun sudah dimatikan yah",2 months
Purnama S,3,"I understand, it's called pods after all. So, it's perfect for sleeping and resting. The majority of the time is best spent exploring the city.||The experience of staying here is comfortable because it's mainly for sleeping. The location is …",2 months
Melinda Kusuma,5,"Lokasi strategis sangat, bner2 d pusat kota lama, depan sbux
Pod nya bersih, n spacenya lumayan cukup buat taroh koper
Tidak jompo friendly yak apalagi yg sky wkwk
Parkir motor aman, cuma kalo mobil wajib ninggal kunci",2 months
Gracezela Estefany,3,,2 months
Aditya Aprildes Prabowo,5,"cozy, staff nya ramah, tempat bersih, dekat dengan pusat kota semarang",2 months
Ardi Nurcahyadi,4,,2 months
alffa 2004,5,"ekonomis buat yang transit atau stay semalam, dekat stasiun bisa jalan kaki, tidak cocok untuk anak2 atau lansia (tidak bisa berisik, naik tangga kamar), AC central dingin sekali (karena kamar juga kecil), cara menurunkan suhu dengan memutar supply AC di plafond (diputar cukup lama)",2 months
Steven Teh Putra,5,,2 months
Galaz Anugrah,5,,3 months
Fajar Setiyawan,4,👍👍👍👍,3 months
bever c,3,All Showers/ Toilets repeatedly flooded and very unsanitary to say the least.|Polite Staffs unable to phone nearby local train station (?!) during flooding of old city and instead showed me an Instagram page was not very helpful.|Large …,3 months
Franseda Nainggolan,5,Nicely maintained pod. Clean and tidy. Limited car parking.,3 months
Mi 10TPro,5,,3 months
Bintama Ergy,5,pelayanan terbaik menginfokan ke pelanggan dan merawati semisal ada barang tertinggal,3 months
rizky Kambodia,5,"Pertama kali ke Semarang dan langsung pilih hotel kapsul. Kebetulan ini yg paling deket dg stasiun. Suasananya nyaman banget 😭😭, kamar mandinya bersih, disediakan hair dryer, air panas berfungsi, ada air galon juga buat isi ulang botol minum. Staffnya ramah banget. Mana lokasinya strategis pula. Rekomendasi bgt buat org introvert yg butuh ketenangan.",3 months
Ekhda Nur Fitriana,4,"Room bersih, quiet, fasilitas ok, cocok buat staycation",3 months
Jayadi Bong,5,"Ini tempat kalo saya ke Semarang pasti nginep disini. Selain tempat strategis.. pelayanan nya juga bagus. Kamarnya memang saya suka dari awal buka. Lebih enaknya lagi sekarang dpt breakfast gratis. Walaupun cuma roti atau serial.
Dan tempat nya nyaman.",3 months
Drive Takeaway,5,Bagus nih cocok buat para backpacker yang adventure.,4 months
Janet Sheila,5,,4 months
ardan ardan,5,,4 months
Hana Lai,5,"The location is in the middle of old town, very strategic, near ATMs and foods and malls. The staffs are very friendly and helpful, the pod room and common space are very clean. This is my second time to be here, i always stay here when i come to Semarang, totally recommended.",4 months
Biella. bil,5,"Sekarang udah dapet sarapan pagi dengan menu berbeda2 yang bisa diambil dr jam 06.30-10.00 pagi, dapet susu dan sereal buat sarapan waktu aku kesana.. terus juga nuansa kasurnya beda biasanya putih2 sekarang ijo2 gitu.. semoga semakin baik kualitas dan pelayanannya, bisa buat pilihan ke bobopods kalo ke kota2 besar untuk dapat pengalaman baru",4 months
Ramadhan Ardhi,5,"Pertama kali terpikirkan untuk tempat singgah sementara dalam perjalanan Pribadi saat ke Kota Semarang ya Bobobox, tempatnya strategis di Kota Lama, fasilitasnya pun baik demikian, dan harga juga cukup terjangkau.",4 months
Anita Liang (DJ ANITA LIANG),5,Rekomen buanget banget. Biar kata kamar mandi nya sharing tp kebersihannya sangat amat terjaga. Ramah di kantong cyint..,4 months
joanne조은이,5,"Tempatnya bersih, nyaman, dan mudah diakses. Selalu dapat promo, makanya selalu jadi tujuan menginap tiap di semarang",4 months
Kartikanow,5,"baru pertama kali cobain bobopod, katanya orang” gak enak sempit bla bla bla, ternyata aku buktiin sendiri ngineo berdua sama suami , engga sesempit yg dibayangkan, udah terhangkau banget pelayanan ramah , cocok banget buat backpacker / traveler , saya buat transit aja sih tapi worth it buat keliling” di kota lama",4 months
Mutiara Tiffani K,5,"Podnya nyaman! as always untuk bobobox. service dari staff nya juga sangat ramah-ramah. Tempatnya ga seluas bobobox lain tapi untuk lokasi sangat juara sih, keluar langsung di Kota Lama, langsung bisa foto-foto. Dari stasiun bisa jalan, dari Jalan Semawis pun deket kalo mau cari makanan.",5 months
mutiara tiffani,5,"Podnya nyaman! as always untuk bobobox. service dari staff nya juga sangat ramah-ramah. Tempatnya ga seluas bobobox lain tapi untuk lokasi sangat juara sih, keluar langsung di Kota Lama, langsung bisa foto-foto. Dari stasiun bisa jalan, dari Jalan Semawis pun deket kalo mau cari makanan.",5 months
Iwan Kurniawan,4,"Salah satu penginapan budget yang sangat recomended di area kota lama semarang..Penginapan sangat bersih..Bobobox ini menudut saya jauh lebih nyaman ketimbang yang model capsule..mushola cukup luas, kamar mandi bersih dan ada head dryer.. Wifi cukup lancar..Tapi bagi yang mau stay disini harus download aplikasi bobopod untuk akses pintu kunci keluar masuk..",5 months
Rivaldi Indra Nugraha,5,"Sangat keren bersih, dingin serta harga yg bersahabat. Cocok dekat dengab stasiun 👍👍",5 months
Veronika Žížalová,5,"Great accomodation in the historic centre of Semarang. Very clean, nice, modern. Super friendly staff.",5 months
Ferry Adrian,4,Appropriate for the price,5 months
Luthfia Maulani Firdaus,5,"Great place to stay, nice service, clean rooms and quiet places🤍
Absolutely will be back soon for solo trip",5 months
intan delliny,5,,5 months
Nisa Wandani,5,Enak mantap cuma ruangan kurang besar,5 months
Misbahul Adnan,5,"Tempatnya nyaman, bersih, pegawainya ramah
Pokok e recomend polll",5 months
PeDe AD,5,Kamar dan toilet bersih. Dan ada tempat parkir mobilnya jadi gak susah nyari parkir,5 months
jonet prastowo,5,Lokasi strategis dan dekat dengan stasiun tawang Semarang.,5 months
Andre Ronaldo,5,penginapan yang murah & tempat sangat strategis,5 months
Sellytiara novitasari,5,"nyaman stay di bobobox, apalagi staffnya baik dan ramah semua",5 months
ARIEF “OYIKK” HARTAWAN,4,"Best spot to enjoy Kota Lama Semarang,... I hope the soundproof of their rooms is better.",6 months
Galih Rizqi,5,,6 months
Mintul Meza,5,Nyaman,6 months
Jastino Pratama,4,Please consider tambah closet yaaa owneeer *wink,6 months
Yosafat Diva Bayu Wisesa,5,"Dapet harga di sini Rp240ribu. Petugas hotelnya informatif dan ramah banget. Sayangnya kamar mandinya agak bau, mungkin karena dipakai ramai-ramai, tapi sejauh ini manusiawi dan layak kok",6 months
Mochamad Rizky Aditya Pratama,5,"Lokasi di kota lama, cocok buat yang mau stay semalam ngehabisin waktu jalan-jalan di kota lama atau mau pulang naik kereta di St. Tawang karena dekat dengan lokasi Bobobox",6 months
Trian avianto,5,,6 months
Jodie Senoatmojo,4,Lumayan nih buat transit. Deket stasiun dan bonus deket Semarang kota lama.,6 months
Putri Septiyani,5,"Best bobobox with best strategic location in kota Lama semarang.  also the room is very clean, the staff are helpful I stayed there for 3 nights and I requested a new towels every day their response is fast, also I got a problem with sockets in the room and the staff provides me for an additional socket.",6 months
Mas Rey,5,"Tempat nyaman, kalo tetangga berisik ya harus lapor. Kamar mandi oke, mushola ada, makanan ada juga sip. Alhamdulillah",6 months
Lufti Nurpancha W,5,"Sangat bersih, lingkungan kota lama,...Deket dari stasiun Tawang, maks 10 mnt jalan kaki.",6 months
Anasthasia,5,,6 months
Ibrahim F Burhan,5,"Suitable for short stay,.
Booked single pod which is fit for single person.
Your body should flex enough to moving  on or out from bed.
Shared bathroom is in good condition but hot water is not instantly, even after wait several minutes the temperature is not hot enough.
There is musholla available for prayer.",6 months
Alvina Luthfia Paramitha,5,,6 months
Axioma Salsabila Aniq,5,"Kamarnya nyaman banget dan bersih, suasana dalam kamar pokoknya emang buat tidur banget ga cocok buat sambil kerja karena senyaman itu jadi pengennya rebahan terus. Pelayanan sangat ramah dan kebersihannya terjaga. Lokasinya sangat strategis dan sempat bingung pengen menikmati kenyamanan di bobobox atau jalan-jalan di kota lama, tapi intinya dapet semua dan senanggg",7 months
Stefanus S,5,,7 months
The Muhalags,5,,7 months
mitra pinasthika,4,,7 months
Emma Halim,5,"Pods lucu, lokasi strategis dengan kota lama. Bersih, nyaman, ok banget",7 months
Fajriyati Tsani,5,Tempatnya nyaman dan bener bener suka sii soalnya pake barcode dan aman sih tentunya . Worth it sii buat anak Travelling kek aku😁😎,7 months
Rishabh Jain,5,,7 months
natalia widyasmara,5,"Salah satu opsi penginapan dengan rate murah dan bersih.
Nyaman, space lumayan luas.
Salah satu bobobox yang ternyaman dari segi lokasi dan service, sejauh ini sudah mencoba 80% cabang bobobox lain. Good job team bobobox Semarang 🌼",7 months
wahyu purwanto,4,,7 months
adinda igna,5,,8 months
Budi Antara,5,Lumayan oke.. bersih,8 months
Farchanfirman syah,5,Keren. Nyaman. Bersih. Pas buat yg mau jalan2 di kota semarang,8 months
Hasyel,5,,8 months
Nanda A,5,"Akhirnya nyobain tidur di Bobobox! Konsep kapsul yang cukup terbatas geraknya, nggak bisa salto di dalem kamar 🙂

LOKASI
Cukup strategis, dekat dengan staiun KAI, nggak jauh-jauh sekali dengan mall (Paragon dan DP). Kalau malam rame, karena kawasan wisata

ROOM
Untuk bisa bobo di Bobobox, kudu punya aplikasinya. Karena akses keluar masuk ruang dan kamar pakai scan barcode di aplikasi. Aku ambil room yg Sky Single, tempat tidurnya cukup buat 1 orang, posisi kasur ada di atas. Pertama masuk agak ndeso karena canggih juga fren 👍🏻 Tinggal scan, pintu bisa dibuka. Pas pintu ditutup, otomatis lock (kunci). Ada AC, ada rak kayu untuk menaruh barang, ada colokan charger yg multifungsi. Aku pikir cuma bisa yg kakinya 3, ternyata colokan Indonesia pada umumnya juga bisa masuk :"") Ada B-Pad macem smart tools isinya untuk atur mood/warna dan intensitas cahaya lampu, bisa diatur lewat aplikasinya juga. Bisa setting musik biar kayak lagi di sungai atau hutan. Bisa sambungin ke bluetooth kalau mau setel musiknya sendiri

FASILITAS
Pertama masuk ada lobby sekaligus tempat nongkrong. Ada mini kitchen gitu kali ya, disediakan gelas, dispenser, dan microwave. Ada mushola, ada kamar mandi bersama yg tentunya dipisah cewek dan cowok. Untuk WC pakenya WC duduk fren. Ada loker untuk simpan sepatu/sandal. Room selalu bersih, kamar mandi juga. Resepsionis 24 jam!

PELAYANAN
Cukup top! Masnya senyum terus. Mau mas2 yg di resepsionis maupun yg aku temui pas mau masuk room, semua menyambut hangat dan so helping pelanggan ndeso macam aku ni 🌝

Tidak usah terlalu panjang, silakan mencoba bobo di Bobobox, dengan harga segitu (yg tertera di aplikasi) it's worth it!
Terima kasih, Bobobox Kota Lama!",8 months
Rasyid Sholeh Rosena,5,,8 months
Muhammad Quraisy,5,,8 months
Sabrina Oktavia,5,"Kamarnya lumayan bersih,kamar mandi juga bersih dan staffnya ramah ramah",8 months
Putri Amlzyn,5,,8 months
verman tanaka,1,"Kecewa Ac semalaman tidak dingin,sudah info ke resepsionis tidak bisa berbuat ap2 dan tidak dapat pindah room,alhasil tidak tidur semaleman...saya tidak akan pernah lagi rekomendasi bobobox di cabang manapun karena masalah ini di bobobox semarang...pilihan saya nginap dibobobox ada kesalahan besar dan buang2 duit",8 months
dwika nur,5,,8 months
zeal zeal,5,,8 months
Erick WP,5,"Lokasinya yang strategis karena berada di kota lama semarang, dekat dengan banyak objek wisata kota lama. Kamarnya cukup canggih, cuma terlalu gampang bikin suara berisik, karena kamar tetangga bisa terdengar dari dalam.

Terdapat fasilitas pantry, musholla, parkir motor dan mobil.

Akses untuk tiap lokasinya membutuhkan scan QR, ribet sih tapi jadi safety sekali!

Cocok buat yang ingin cari penginapan untuk numpang tidur saja.",8 months
Luqna Haliya S. A,5,"Tempat penginapan yg aesthetic seperti box, tempat tidur nyaman, ada double, dan single bed.. tersedia meja rias juga.. dan layar monitor untuk mengatur musik, lampu, pintu, suhu dll.. dilengkapi juga pintu dgn desain barcode..
Nyaman banget untuk singgah tidur dan rehat sejenak.. sambil menikmati suasana kota lama di Semarang.. bersama pasangan sah, teman, bestie, keluarga, ataupun kerabat baik .
Untuk ukuran emang kecil sih.. karena di desain simple, hanya saja berhati² sama atap diatas tempat tidur, sebab klo kita salah posisi bangun bisa terpentok wkwk 😆
Untuk mushola udah oke si.. hanya saja Ikhwan dan akhwat campur jadi satu.. kurang afdhol menurut saya.. seharusnya di desain terpisah..",8 months
Ahri Ninetailes,3,"pernah lihat cowok mandi bebarengan padahal kamar mandi banyak yang kosong , itu mereka takut apa gimana?",8 months
Rizky Adinda Aneswari,5,,8 months
toni mulyono,5,,8 months
Fitri Rahmawati,5,Lokasi strategis! Worth the money!,9 months
Trip.com Member,5,Great place,9 months
Kathrin Wutzlhofer,5,The rooms are good and the service is great. The reception staff are friendly and incredibly helpful!,9 months
Mads Harbo Sørum,5,,9 months
Rasyid Ezha,5,"Nyaman ayem tentrem, dah pasti jadi langganan penginapan buat kedepannya sih hehehe, recommended hehe",9 months
Riska Silv,5,Seluruh fasilitas hotel sangat bersih dan nyaman. Petugas sangat helpful. Ad di kawasan Kota lama yang sangat cantik waktu malam. Disekitar juga banyak resto dengan variatif harga dari yang murah hingga yang mahal. Worth it.,9 months
Taufiqqurrahman NS,5,"Lokasinya gak jauh dari stasiun tawang, kalo jalan sekitar 10 menit.
Stafnya ramah, tempatnya bersih.
Overall mirip sama bobobox lain, bedanya disini satu lantai aja dan bedcover nya warna gelap.

Worth the price banget 👍",9 months
Mohamad Lukman Arief,5,Ini solusi untuk traveler versi budget.. Murah bersih nyaman,9 months
sofii mahameru,5,Pelayanan sangat ramah sekali. Saat verifikasi KtP gagal dibantu receptionist smp bisa. Pokoke mantul,9 months
Yuni Ardian,5,,9 months
Dian Rahayu,5,,9 months
Marika Limbu,5,"Booked two rooms, one Earth and another is Sky.
My goodness! At this rate, this is amazing! Room was clean and tidy and very comfortable. Quiet, relaxing ambience.
They have mood lamps that you can adjust, and sleep meditation music.
Quiet Hours at 9PM - 7AM.
Common room where you can eat and talk with fellow travelers..
Receptionist is kind, helpful..
Mineral water is free so you can refill your bottle anytime both inside or outside the pods area.
Showers are clean. Hot water running well.
Nearby, you can find many cafe or places where you can eat.
But they have ready to eat food in the receptionist.
Will surely stay there again if I come back to Semarang next time for another adventure..!",9 months
Fanofa,4,Di kota lama Semarang,9 months
Syamsul Ali,5,Sangat puas,9 months
Muhammad Thariq Siregar,5,Tempat yang sangat direkomendasikan jika singgah ke Semarang. Bobobox memang ga pernah mengecewakan dari segala segi,9 months
Billy Johanes,5,,9 months
Mak Tan,5,,9 months
Rahardi Dhimas,5,"Mantab, kemana2 dekat",9 months
rosiana fitri,5,,9 months
Hanafi,5,,10 months
Riaresty Fauziah14,5,,10 months
Lu'lu Rihhadhatul Aisy,5,"Recommended banget utk yg solo travelling. Kamar, area koridor, kamar mandi semua bersih. Pencahayaan kamar bisa disetting, pendingin juga, trs bisa dikoneksikan bluetoohnya dgn device kita, ada speakernya, jd bisa dengar lagu dsb via speaker kamar.
Kamar mandi terpisah dari pods (tp dipisah juga ladies and gentsnya)
Di depan ada loker utk letak sepatu, jd di area pods pakai sandal boboboxnya.
Udh dapet dental kit dan handuk.
Gaboleh bawa makanan ke pods, tp tersedia area duduk di luar termasuk utk makan, ada area semacam dapur mini jg. Di koridor pods tersedia dispenser utk refil minum",10 months
Nathaniel Davin,5,,10 months
Alifia Salsa,5,,10 months
mega jaya trans,5,,10 months
Syarif Antoni,4,,10 months
ulfa khasanah,5,"Awalnya sempet ragu karena takut kamar sempit dan tidak ada jendela terbuka, tapi nyoba aja ternyata nyaman banget kamarnya bersih, kamar mandi bersih, semua akses udah pakai teknologi. Lokasinya berada di area kota lama, jadi deket kemana2. Lebih cocok untuk backpackeran dan sekedar tidur, kalau untuk staycation saya rasa kurang. Overall keren bobobox",10 months
Budiyono 20,4,,10 months
Muhammad Istikhori Al-Ghifari,5,,10 months
Ahmed Ziauddin Qoyyum,4,"The location is the highlight. Just in the middle of Kota Lama, across Starbucks, just 10-15 walk from Tawang Station. Lot of cafes and local dish especially in the weekend night..

Just like a usual bobobox.. The boxs, toilets, bathroom, musholla, shoe locker..

The musholla is in ""separate building"" - the one where the lobby is located, if you happened being assigned in the building without musholla is quite hustle..

There are tables outside and also public sink & kitchen (you can use spoon, fork, plate, & cups) but please wash your dish after use and do not leave any trash at your table.. The hot & cold water available in this pantry- the dispensers inside only provide normal water.. Minus : you will be accompanied by a lot of mosquitos..

The guys are nice and helpfull..",10 months
Zhenru Gaming,5,"Overall its good, pertama kali nyoba nginep di
hotel yg kekinian & lucu apalagi Full tekonologi
masa kini.

+AC Adem banget 24jam nonstop
+Bersih luar dalam
+Aestethic
+Konsep Minimalis
+Harum, wangi
+Meski kamar Mandi sharing tetep terjaga
kebersihannya
+Pods Full Teknologi bisa di rubah2 vwarna
-WC nya makek tisu (Mungkin ini disesuain untuk
turis sih)
-Masuk kamar agak ribet soalnya harus makek
sendal, (buat orang yg pelupa pasti ribet sih
ini soalnya bolak balik masuk kamar ada yg
ketinggalan harus makek sandal kamar dlu)

So far tidur di bobobox bikin betah cocok untuk
orang introvert seperti saya. Next mau long stay
seminggu di bobobox hehe",10 months
purnadjaja kurniawan,5,"Kamar dan toiletnya bersih, tempat strategis",10 months
Ramdinal Aviesena Zairinal,4,,10 months
Dennizal Andriansyah,5,"Lokasinya sangat strategis terletak di kawasan kota lama Semarang dan Stasiun Semarang Tawang, harga kamar terjangkau dengan fasilitas yang bagus dengan menggunakan teknologi kekinian, untuk pods tersedia baik yg untuk single maupun untuk yg couple, untuk pemesanan pakai aplikasi bobobox langsung yang dapat diunduh di Google Play Store atau Apple Store dan pembayaran bisa pakai cash less 👍👍👍",10 months
A. Shinta S. S.,5,,10 months
Murren Lutfia,4,"Udah bbrp kali ke bobobox, tp yg di kotalama ini ntah kebetulan atau ga sprei nya ga seputih cabang di kota lain. Mungkin bs lebih ditingkatkan lagi. But location & Service wise is overall good. Still recommended",10 months
Ari Fitriana,4,Menurutq kamar mandinya gk sebersih dlu dan agak bau.untuk kasurnya itu keras banget dan krang nyaman buat tdur.tpi misal buat transit okelah.lokasinya strategis di kawasan kota lama samping akar di bangunan tua itu.untuk harga yg 180rbu an yg single di hari weekend mnrutq agak pricey mnding ke hotel lain dgn harga sbanding tapi kamar mandi dalam&kasur lbh nyaman misal fr*nt on* cabin,10 months
mariana wulandari,3,"Lokasi bobobox di kota tua Semarang, cukup strategis dan gampang ditemukan. Dekat area wisata kota tua, dekat stasiun tawang, dekat indomaret, dekat pasar, dll.
Untuk roomnya bersih, nyaman, dan aman. Untuk yg bawa barang banyak mungkin terlalu sempit untuk meletakkan barang, tapi ruangannya cukup private dan tidak seperti hotel kapsul lain. Fasilitas lengkap, ada hair dryer, juga ada dapur.

Kekurangannya untuk kamar mandi cowok kurang bersih dan cukup bau. Kamar mandi cewek bersih, namun di hari ke 2 saya menginap ada toilet yg belum bersihkan sepertinya jadi masih ada air kencingnya.

Untuk yg lainnya cukup ok, pelayanannya ramah. Terima kasih!",10 months
Isnaini Fadlilatul Rohmah,4,,10 months
SAN,5,,11 months
Titis Sekarwigati,5,"Check in nya emang agak lama karena harus install app nya. Tapi gapapa, toiletnya bersih, showernya oke, kasurnya enak.",11 months
endy setiawan,5,,11 months
ViVi Disini,5,"Nyaman gaes. Jalan aja dari stasiun Tawang. Bobo cantik, bangun, mandi dan cuss lagi.",11 months
mariana bened,5,,11 months
Evi Nur Latifa,5,Fasilitas lengkap dan nyaman untuk menginap. Recommended untuk traveler.,11 months
Lega Mineral,1,Pelayanan sangat buruk!!!! PEGAWAI HOTEL KURANG AJAR MASIH MUDA DI PANGGIL “BAPAK” bisa di training lagi engga sih kepada pihak BOBOBOX KOTA LAMA yang terhormat. Karyawan aja belagu ga ada sopan santun. Bobrok pelayanan mu,11 months
Ni Putu Widya Laksmi S,5,"Sangat suka dengan tempat ini! Nyaman, strategis, bersih, dan pelayanannya sangat baik. Hotel ini juga berada di Kota Lama sehingga bisa jalan-jalan langsung mengunjungi tempat sekitar. Banyak opsi makanan, kafe, dan tempat berbelanja di sekitar. Boboboxnya sendiri cukup bersih, wangi, peralatan mandi lengkap dan ada hair dryer, kasur yang luas dan nyaman (saya pesan yg untuk 2 orang), serta pelayanannya ramah dan sangat informatif. Di dalam kamar kita tidak diperbolehkan untuk makan, tapi tenang saja karena disediakan banyak meja makan serta peralatan makan, seperti sendok, garpu, piring, hingga microwave dan dispenser. Sedikit kekurangan, kamar kurang kedap suara. Pengunjung di bawah kamar saya mendengkur cukup kencang terdengar di kamar saya. Overall, a very great experience with a good value of money, definitely will come again!",11 months
