nama,bintang,komentar,Waktu
Raenichka N. A.,5,"I’ve visited this place for 1 night with husband and siblings. We’ve tried 2 types of cabins. The standard and the deluxe. We’ve booked through the app, cuz they gave offers…
The place was okay, bcs it wasn’t that big/wide. It inside local resort, so people can access by car, and park.

Standard cabin : was okay, comfortable, clean, neat. Ac was provided, also they gave towel and brushes.

Deluxe : was also nice, slightly bigger than the standard one, bcs there was personal bathroom which has the wc and the hot water shower.

Public bathroom was also neat, comfortable and clean. Staff were nice.

For more information we’ll share on Youtube.",5 months
anastasia hendrayani,5,Bagus bangetttt ✨,5 months
Yogi Prayogo,5,"Tempatnya tenang dan nyaman karena ada suara sungai.

Kamarnya bersih banget, staff juga sangat ramah dan sangat membantu sekali.",5 months
Nurmut Efendi,5,"Ga nyesel ke bobocabin tavia puncak, pemandangannya bagus, staffnya ramah bgt sampe aku dijemput dan dibantu bawain barang-barang pas ujan. Cabinnya juga nyaman, view malamnya juga bagus, keluarga aku happy bgt bisa staycation disini. Suasanya tenang dan nyaman bgt. Masuknya rada sedikit ke dalam tp oke banget. 👍👍",5 months
Nurma Ayudyaa,5,Best experience.. bobocabin suasana bagusss bgt.. akses gampang dijangkau gak bikin capek.. tapi sayang kabin no 6 tempatku lampu terasnya lagi konslet kata roomboy disini huhu.. over all good next mau ksini lagi coba yang cabin delux tub,5 months
Indra Putra,5,"Stayed here 12jan24, everything was just as I expected, keep upmthe good work",5 months
Nurma Nurma,5,,6 months
Ronpolt Ds,5,"Bobocabin ini terletak di Megamendung, Bogor Jawa Barat. Lokasi ini berada di dalam kawasan Grand Cempaka Resort, Megamendung Bogor. Terdapat sepuluh jenis kamar untuk menginap dari kamar standar dan deluxe. Lokasi pas dipinggir sungai dan berada dibawah banyak pepohonanan yang rindang sehingga suasana semakin nyaman  dihuni di alam terbuka tetapi kamar modern. Tempat bersih dan tertata rapi. Untuk harga standard sesuai dengan jenis kamarnya.",6 months
YUDHI BILLY,3,The location in Grand Cempaka Resort at Ciliwung riverside,6 months
yudi setiawan,5,"Ini adalah cabin ke 4 yg saya datangi setelah cikole, rancaupas, dan pengalengan. Masing” lokasi bobocabin punya nilai plus tersendiri krn wilayah yg berbeda, lokasi masuknya agak hidden gem ya.
Service dan keramahan staff nya tidak diragukan semua well trained dan sangat helpful.
Sedikit masukan kalau bisa di toilet ditambahkan untuk gantungan baju.
Selebihnya sudah ok, tetap pertahankan kualitas servicenya
Dan terimakasih atas birthday treatnya kalian luar biasa 👍",6 months
Titania Dhea R,5,"Tempatnya agak masuk gang, tapi pas di dalam luas, kaya jadi satu komplek dengan penginapan lain. Tanda masuk nya cukup besar tinggal ikutin arah penunjuk jalan, cuma untuk parkir motor agak lewat jalan kecil tapi nanti parkir dimana aja dan akan dibantu dibawakan motornya oleh petugasnya ke tempat parkir deket bobocabin nya. Suasana, hawanya enak bgt tenang dan ada suara air sungai Ciliwung yg cukup deras. Cocok buat healing.

Tidak ada fasilitas TV karena memang di peruntukan yg mau refreshing. Fasilitas toilet, mushola sangat bersih namun disayangkan untuk dapur umum nya masih kosong, bahkan untuk Refill air tidak ada galon hanya wastafel cuci piring aja. Bisa pesan makanan melalui aplikasi bobobox nya mereka. Rate harga makanannya standar. Gak usah khawatir karena keluar dari gang udh langsung ketemu jalan raya puncak dan ada banyak resto makanan disana serta Indomaret atau Alfa.

Aku pesan yg tipe dengan private jacuzzi dan enak bgt buat berendam tinggal siapin busa atau sabun mandi sendiri aja. Tipe ini ada kamar mandi dalam dan ada air panas juga serta hair dryer.",6 months
Sri Muliani,5,"Pengalaman glamping yg menyenangkan di Bobocabin. Terima kasih banyak ke Kak Amel, staff yg bertugas di Bobocabin yg sudah went above and beyond dalam membantu kami dan menyediakan kebutuhan kami selama di Bobocabin.

Lokasi: dekat dengan tol dan resto2 di puncak
Makanan: cari makan di sekitar gampang, bisa juga pesen BBQ dan steamboat di Bobocabin, nanti disiapkan peralatan masak dan makannya
Kabin: bersih, compact tapi lengkap peralatannya
Fasilitas: sudah oke, tapi semoga kedepannya bisa disediakan microwave dan dispenser. Botol air mineral lebih baik ditiadakan dan diganti dgn botol kaca yg bisa diisi ulang di dispenser spy lebih eco-friendly :)

Overall Bobocabin Tavia sangat recommended buat short gateway ke nuansa alam guys",7 months
Eki Budiwan,5,,7 months
Edy Harsono,5,,7 months
Gandarich,4,"Pertama kali coba Bobocabin disini murah karena dpt potongan harga.

1. Pole sign terlihat kecil harus pakai google maps.
2. Sedikit bingung petunjuk ke bobocabin. Karena bawa motor trs parkirannya juga ga paham harus numpang lewat villa orang wkwk. Kalao mobil entah dimana parkirnya.
3. Petugas hotelnya ramah, baik dan penjelasan aplikasi cukup baik.
4. Dapat kamar deket dkt resepionis jadi kadang suka diliatin mulu wkwk
5. Kamar mandi terlalu minggir jadi agak serem buat yg penakut.
6. Suasana tenang, sunyi, tentram, damai
7. Toilet ada yg ga bisa digunakan.
8. Bluetooh speaker susah terkoneksi, agak bete",8 months
Rahmat Ulloh,5,Tempat ternyaman buat menenangkan pikiran,8 months
Anggoro Yudiprasetyo,5,,8 months
Laila Afifah,5,Tempat nya asyik dan enak bgt buat healing. Cocok bgt buat yg pengen menyendiri krn bener2 di tengah hutan. Tapi jgn khawatir semua fasilitas nya sudah tersedia disana. Utk makanan juga ada krn kerjasama sm hotel dekat situ. Very recomended pokoknya 👍👍👍👍,8 months
cynthia paramitha,5,,8 months
Muhamad Paridhudin,5,Sangat bagus dan nyaman,8 months
Savina Tunaza,5,Sangat rekomendasi untuk menginap bersama keluarga👍,8 months
Edi Setiadi,5,Penginapan nuansa glamping yang paling nyaman 🙂,8 months
Shinta Maharani,5,,8 months
Teguh Aditya,3,"Dapat kesempatan untuk menginap disini dengan harga promo cuma 300 ribu-an.

Ini adalah Bobocabin kedua di Bogor dan di Puncak, yang ini relatif lebih dekat karena masih di daerah Cipayung, sementara yang satu lagi di Puncak Pass.

Pro:
- Relatif lebih deket dari tol, kalo lagi macet akan berasa banget jarak tempuh dan waktunya antara ke Cipayung dan ke Puncak Pass
- Ambience oke banget, suasananya tenang, kalau malam saat jam tenang, beneran sunyi.
- Cuma ada 10 kabin, jadinya relatif tenang ga banyak orang bolak balik
- Wifi nya lumayan kenceng
- Kamar mandi bersamanya bersih
- Staff ramah

Cons:
- Sama seperti yang di puncak pass, lokasinya masuk ke dalam resort lain, masalahnya petunjuknya kurang kelihatan, kecil banget
- Kunci digital by QR code yang jadi salah satu unggulannya, malahan rusak di cabin yang saya tempatin. Dikasih kunci pintu manual, eh ga bisa dipake buat ngunci juga, berhubung udah capek dan males komplain, alhasil semaleman dan sampai besoknya, pintu cuma ditutup tanpa dikunci / bisa ngunci. Mungkin faktor cuma ada 10 kabin juga jadinya ngerasa relatif aman karena ga banyak orang.
- Di dapur umum ga ada dispenser minum, alhasil harus masak air dari keran sendiri. Sementara di kabin basic ga ada wastafel, alhasil musti ke kamar mandi shared.
- Tempat tidur keras, ini mungkin relatif, tapi buat saya sih keras
- Pas check out pagi hari jam 7, check out dari app ngga bisa dilakukan, minimal harus nunggu jam 10.

Saran:
- Mungkin bisa dipertimbangkan amenities, minimal sikat gigi dan pasta gigi, yang bisa diminta by request only.
- Arah ke sungai dan sekitar sungai apa perlu diberi tanda peringatan keamanan? Kebetulan kemarin saat panas jadi arusnya kecil, tapi saat musim hujan tidak mustahil arusnya akan lebih deras.",8 months
Ari Ramadhan,5,,8 months
Toni Sulton,5,Bener bener didesign untuk bobo cantik dan healing ... So... Try to sleep well 💤👍,9 months
Dewi Hera Juwita,5,,9 months
Rinaldi B,4,Standar bobocabin dan terbaru saat ini,9 months
Sherry J,5,Akses ke tempatnya mudah. Staff friendly dan helpful. Great place untuk istirahat dan refresh sejenak dari perkotaan. Kamar bersih dan nyaman.,9 months
PURR STORE INDONESIA,5,"Nature Feel, Comfort For Family Vacation.. Love It ❤️",9 months
Yogi Sirait,5,,9 months
erry diantoro,5,Pengalaman berlibur di puncak dengan suasana baru,10 months
