nama,bintang,komentar,Waktu
efran saputra,5,"Lokasinya strategis deket Stasiun MRT Blok M Dan Bus stop, pelayanan stap nya ramah dan baik, serta kamarnya nyaman dan bersih.
Pokoknya ini rekomen bgt buat lu pada yg suka solo trevelling",a month
Adam Tirtayasa,5,"Pelayanan petugas hotelnya ramah-tamah, Security juga ramah dan sigap untuk tamu yang mau keluar masuk parkiran basement nya. Pokonya TOP deh.",a month
Teguh Setiady,5,"Petugas hotel dan Security nya ramah, tempat nya bersih, it's oke .",a month
Sindi Novita,5,"Tempat yang nyaman untuk bersinggah 🏠
Lokasi sangat strategis, dekat Bank Danamon, UOB, Money charger, minimarket, restoran, tempat makan 🐨",a month
mara wiri,5,tempat nya bagus  bersih,a month
Irsantyo Mahandrio Hadi,4,,a month
Nandiati Putri,5,"Lokasinya pinggir jalan mudah ditemukan, parkiran ada di basement
Pelayanannya ok
Kamar mandi bersih
Kamar doublenya luas

Cocok yang suka ketenangan, staycation healing, atau me time",a month
Bung Koes,5,nice,a month
Mintoko Satrio,5,,a month
rovihak,5,HIGHLY RECOMMENDED!!!,2 months
Dhiya Ulhaq,5,,2 months
Yonathan Saputra,5,"Overall cukup oke untuk solo traveler, tempat nyaman, ac dingin, bersih, tersedia air minum isi ulang dan toilet kit yg lengkap. Hanya saja mungkin waktu itu showernya agak pelan, bisa diperbaiki kedepannya. Kemudian baiknya juga jika didalam bobopod disediakan tissue karna cukup simple tapi sangat membantu jika ada tissue. Oh iya, satu hal lagi mungkin bisa diperbaiki suara/volume speakernya karna di kamar saya itu sangat kecil nyaris tidak terdengar. Maintenance nya kurang diperhatikan untuk speakernya

Pelayanan juga baik, receptionist ramah dan menjelaskan dengan baik.",2 months
nabila nurul habiballah,5,,2 months
Fahri Fikha,4,,2 months
Egy Rahadian,5,"Kamar bersih, lokasi strategis dekat ke blok m.",2 months
Andrie Kurniawan,5,,2 months
Difa fauzi,5,,2 months
Nuril Muharrom,5,,2 months
lihar v,3,,2 months
Aji Kholis,5,,3 months
Zahra Fir,3,,3 months
Iep Gokil,5,,3 months
iwan arisantosa,5,nyaman ramah,3 months
Linda Yunia Lestari,5,,3 months
Buldancalfi 313,5,,3 months
Mas Akbar,4,,3 months
Nur Qomariah,5,,4 months
Arief Hidayatullah,5,"Lokasinya benar-benar strategis, terletak di dekat stasiun MRT Blok M dan juga bus stops. Ketika saya datang, saya dilayani dengan baik, serta diberikan penjelasan yang jelas tentang prosedur check in dan fasilitas yang didapatkan. Untuk pod-nya sendiri saya memesan tipe double dan ternyata cukup luas meskipun secara umum kasurnya tidak terlalu empuk. Terdapat fasilitas wifi, air mineral, dan sarapan gratis. Terdapat pula makanan siap saji yang bisa dipesan di lobby. Untuk kamar mandinya surprisingly nyaman dan juga sangat bersih.",4 months
Nada Makeup Artist,1,"My husband and I stayed here for 3 days. It's not our first time staying in bobobox, but it was our first time staying in Bobobox Kebayoran. I gotta say, this is the dirtiest Bobobox we've stayed in so far. The lack of hygiene here is insane. The women toilet is dirty, the prayer room is smelly. Every morning I had to take showers with weird smells in the toilet. The sinks are dirty. I just don't understand because we've stayed in Bobobox in many places, many times. But this one, is my worst experience.",4 months
Arkan Tanriwa,1,"Was my first time staying at Bobobox and I do have to wonder, why stay here? I don’t get the concept entirely.

Like at its current price point, add a little bit more and you get a proper hotel. With your own bathroom, a proper place to put stuff in, full service, and a similarly easy check-in or check-out. One might even have to wonder if it’s easier to check-in at a regular hotel. I only ever needed my KTP, never needed to whip out my phone.

Don’t get me wrong, I understand hostels. I’ve been in many, because I sometimes solo trip myself. What I don’t get is the pricing and the appeal. It’s way too expensive. Even in Singapore, a single capsule would only set one back Rp75k. Double that for the double bed. Here the official non-promo price was Rp300k for the double bed.

Overall, for all the hassle, it’s not worth it. It’s staying at a hostel while paying hotel price. They want you to bring your own dining utensils for God’s sake.

(+) Oh and the “breakfast” they give you doesn’t justify the price either. Barely two pieces of toast and a tiny bit of jam.",4 months
Agus Sinyo,5,"Pengalaman nginap di sini 2 malam...asik jg,tempatnya bersih pegawainya ramah2,fasilitas ok,lokasi wow...menyenangkan dekat station MRT blok m dan blok a...",4 months
Satrio Budi Wicaksono Wirawan,5,,4 months
Ursa Supit,5,"Very clean place. Choosed the double pod for myself, enough space to feel comfortable. Build in speakers with Bluetooth for your music. Bathrooms outside your pod but very clean with hotwater, soap/shampoo and a hairdryer. Very recommended.",4 months
Eduward Nadeak,5,,4 months
Nida Annisa Nurshiyam,4,,4 months
Humayah Rahayu,5,Pelayanan mbak ayu sangat ramah,5 months
Kezia Julia putri,5,"Pokoknya suka nginep sini, bookingnya gampang, kamarnya bersih nyaman dan enak. Hrg nya murah meriah. Lokasi strategis bgt, deket halte MRT blok M. Jadi langganan deh next nya untuk cari penginapan low budget",5 months
Julduz Ramadhan,5,The best❤️❤️,5 months
Jurian Andika,5,"Perfect place to stay if you're looking for a capsule hotel. The moment you get in, the ambience is very nice. The receptionists are nice, the put toothpaste and toothbrush if u need it and take your locker key right after you check in through their mobile app.

You have to use Bobobox mobile app to get in to the pods area and to your room. You can take breakfast in the receptionist in the morning.

Their pods are nice wih adjustable sound and light. They provide soap and towel.

What I like the most is, all the services can be reached by walking from MRT Blok M Station and even they have TJ bus passing right in front of the place",5 months
Dito Naromi,5,,5 months
Faris Adlin,5,,5 months
Hanina Zahraa,5,"Sebenarnya tempatnya nyaman, ruangan AC yg bikin bobo nyenyak karena suara alam, rasanya kayak tidur di campervan dipinggir sungai. Nyaman banget. Fasilitas juga so so lah dengan harga segitu mah. Hanya saja kebersihannya kurang ya.. sy nemu banyak rambut rontok di kasur pas kami baru datang (sampe mikir jangan jangan ini spreinya ga diganti) 😭. Dan juga dikamar mandi cewe... banyak banget rambut deket wastafel, dilantai juga. Kayaknya yg abis keramas lalu ngeringin disitu. Akan jauh lebih baik kalo kebersihannya diperhatikan. Sarapan disediakan roti dan selai di lantai 2, jadi berasa anak kost an lg antri didapur. Hehehe

Mungkin kalo microwave disediakan di setiap lantai lebih oke yaa.. biar ga antri pagi2. Jadi kotor juga keliatannya.",5 months
Hiendra Kurniawan,5,"Deket kuliner legend(rating di atas 3k),  sate sambas dan nasgor kebuli apjay. Meskipun daerah situngada kopkem, lawson, familymart dll.
-deket mrt lrt

Dispenser dinginnya nyala dong, di tempat bobopod lain  engga. Wifi kenceng. Lift nyala(di tempat lain, ada yg enda nyala) topp lah9.5/10.

Hape gw ketinggalan, tp si mbak2 jam 10 malam, mau print in QR nya, rispeeeegegeggeg, senyum ikhlas, ngasih pake 2 tangan

Meskipun deket melawai ehemzz wmwk",5 months
Samuel Hans Steven,5,,5 months
dee clara,3,,5 months
Fery Putra,5,"Tempat yang bagus untuk Beristirahat dengan lokasi yg cukup Strategis, Fasilitas dan layanan yang baik.",5 months
Arel Edythia,5,Dpt tetangga berisik ngoceh mulu tp gpp,5 months
Luna Griml Prietenosa,5,,5 months
Fitria Wulan Sari,5,,5 months
Lestari Setiana,5,,5 months
advendy saputra,5,"Lokasi strategis mudah dijangkau berjarak sekitar 500 m dari stasiun MRT Blok M BCA. Dekat dengan Blok M Plaza, pusat kuliner, Little tokyo, dll. Staff ramah, kamar mandi bersih, toilet bersih. Senyap. Tersedia sarapan.",6 months
Ken SA,4,,6 months
Caca Mala,3,,6 months
Muhammad Fadhil Ayyasy,5,"All is good about this hotel!

Well nothing is perfect. When I arrived, the AC was under maintenance and the app server also experienced an error, but it was solved quickly. However, other than that everything is very nice. The staff are really good to customers. They always wave at us every time we walk through the lobby, try to help issues that we experience, help me when I am about to send and receive packages, and many others.

The location is also perfect. It is located very close to Blok M where you can find many culinary destinations, especially for tourists. The access to public transportation is also close, only 5 to 7 minutes walking on foot you can find the MRT station that can take you to many important locations in Jakarta (such as GBK, Senayan, Sudirman, HI Roundabout, etc).

If you are travellers in Jakarta that will spend most of your time outside the hotel, Bobopod Kebayoran Baru is highly recommended for you.",6 months
Fadhllurahman Syukri,5,,6 months
Adi prvmono,5,oke,6 months
Tas Roni,5,,6 months
Rifka Ayu,5,,6 months
Mohamad Heri,5,,7 months
Putra Dwi,5,Always stay at here while in a business trip to Jakarta. The main reason is because it only takes you 5 minutes walking to the mrt station.,7 months
인도네시아 친구Indonesia Chingu,1,"Tolong karyawannya dikasih skill komunikasi yg bagus. Jelasin hal yang simpel aja ribet ngalor ngidul. Udah jelas pantry di dalam kamar orang, malah dibilang ada koridor sendiri. Kamar mandi pun shower cuma sebiji untuk kapasitas puluhan cabin. Cem mana orang mau mandi",7 months
Adda Tara,2,"Terlalu ribet. Check in harus intal aplikasi, ngarahin lokasi pantry aja ribet minta ampun. Kamar mandi masa shower cuma 1 untuk puluhan box?",7 months
Sintia Tia,5,"Lokasi strategis dkt untuk cari mkn ke busway dll, pelayanan baik, kamar cukup bersih dan rapih..",7 months
herina Yunita,4,"Paling mantep dahhh...
Lokasinya strategis banget..
Kalo mau usaha jalan dikit dengan modal googel maps, banyak banget tempat nongkrong dan tempat makan hits di sekitar sana.. sopongiro gak begitu jauh, gak jauh dari bobobox di seberangnya ada gerombolan tempat nongkrong Abang Abang sate yg biasanya di sebut sate Sambas..mau jalan ke daerah blok m juga gak terlalu jauh..

Rekomen lah pokoke.. kebersihan mulai dari pods lorong kamar mandi terjaga.. cuma di area comunal tempat makan bersamanya aja yg sampahnya kalo malem agak numpuk😅.. mungkin karena ud malem kali yak Jd",7 months
M Reza,3,,7 months
Ardi Ansyah,5,,7 months
De No,5,,7 months
Rezandi Perdana,5,,7 months
Recruitment,5,"Lokasi sangat strategis, tempat nyaman & bersih, karyawan nya juga ramah.
Lokasi dekat dengan MRT blok m bca, minimarket & restaurant, transportasi umum, juga macam-macam bank & atm.
Pedagang kaki lima juga banyak, pokok nya strategis banget dehhh.",7 months
Aziz KURNIAWAN,5,"Kamar selalu bersih, kamar mandi sharing tapi bersih juga, nyaman banget disini udah berapa kali aja kesini hehe. Untuk pelayanan staffnya baik cuma sayang kadang untuk parkiran kadang ada kadang ga ada, jadi harus balik lagi buat manggil",7 months
Fazlur Fazlur,1,"Pakaian kotor punya saya, pakaian bersih, dan peralatan tanpa konfirmasi dimasukin semua ke dalam koper. Bad move, bad service. Kecewa.",7 months
BRo iVet,4,,7 months
novia ardana,1,bad bgtt,7 months
Muhammad Hikam Adiguna,5,,7 months
tari rahmani,5,,7 months
Iwan Arisantosa,5,,7 months
Aldwin Nouvalrifqi,5,"+ Kamar rapih seperti Bobobox pada umumnya.
+ Layanan oke, ada parkiran yang ada di bawah basement bank Danamon (punya Bobobox), satpam juga sigap 24 jam untuk bantu buka tutup kapanpun.
+ Lokasi pinggir jalan as always, menyenangkan.

Bobobox ini terdiri dari 4 lantai berbeda, jadi harus ada extra effort untuk naik lift dan tangga ke atas ke tempat2 yg berbeda2, antara mushalla dan tempat makan.

Layout dari bobobox ini gak simetris kiri kanan, jadi kita sempat ngelewatin wastafel dan toilet dulu sblm masuk ke kamar, which is kinda kurang nyaman for some people karena harus mencium bau makanan ketika lalu lalang dari entrance ke kamar.",7 months
Muhammad Alghifari,5,,7 months
Osman Nur Chaidir,5,"Hotel budget yang oke, baik dari segi pelayanannya maupun fisiknya.

Kamarnya bersih, adem, dan cocok jika hanya bertujuan untuk tidur saja. Namun, fasilitas seperti dispenser air minum yang selalu penuh, free breakfast roti di pantry lantai 2, hingga sabun kamar mandi yang selalu penuh membuat menginap di sini serasa menginap di rumah.

Ada fitur chat di aplikasi yang responsif, sehingga ketika kita butuh apa-apa, langsung chat saja via aplikasi tersebut. Snack, makanan instan ready di lantai dasar. Lokasi? Ya top banget, jalan sedikit sudah ada lapak makanan di Sambas, hanya butuh waktu berjalan 5-10 menit untuk menikmati Gultik Blok M, beserta akses transportasi yang sangat terjangkau.

Kekurangannya, memang tempat parkir yang cenderung sempit. Namun, satpam sangat solutif. Plus, anda di Jakarta, jadi tidak perlu terlalu risau terkait kendaraan karena aksesibilitas transportasi umum sangat baik.

Overall, untuk perjalanan solo di Jakarta, sangat besar kemungkinan bagi saya untuk menginap di sini kembali. Please tetap jaga kualitas pelayanan dan fasilitasnya ya",8 months
Robin Lidan,5,"Clean room and all common areal overall, AC is cold in and outside of the room. Recommended for those who need simple overnight stay aroind the area.",8 months
reyna andrea,5,,8 months
R M,5,,8 months
Andari Pujihapsari,4,"Podsnya nyaman, sama seperti pods Bobobox lainnya. Mau cari makan lumayan deket sih ke daerah blok M. Communal spacenya ada di lantai 2, beserta pantrynya. Refill air minumnya agak keruh, kaya udah berlumut gitu airnya, mungkin bisa di cek lagi secara berkala untuk refill airnya.

So far, oke sih.",8 months
nauroh shofiyah,5,,8 months
Fery Ir,5,Deket tempat makan..parkiran sempit,8 months
Laifba Noviana,5,,8 months
Ryan Mukti,5,Kamar yang kelihatan bersih tetapi kontak room service sdikit susah,8 months
Dimas Anugrah,5,💯💯💯,9 months
putu dewi purnama sari,5,"Choose this place as our stay for a brief moment in Jakarta last month and it was worth every penny! We actually didnt want to expect anything as we knew the price is very low. It turned out very great. The place is clean and cozy, the ambience is good. Fortunately the room is small but very cozy, doesnt feel too tight. It just fit.
They also give complete facilities like bath towel, slippers. You can buy food from outside and eating together at the comunal space.
Thank you for the service and I hope to be back again",9 months
Axel David Stevanus Tato,5,,9 months
Wiharto,5,,9 months
satria nur ramadhana,5,,9 months
Yolanda Putri,5,,9 months
Sandy putra pratama,5,"Tempat yang nyaman untuk beristirahat, lingkungan yang tenang dan pelayanan para staf yang baik dan ramah",9 months
Joshua Eka,5,,9 months
Iwan Setiawan,3,,9 months
Mulia Idznillah,5,,9 months
Ai,5,,9 months
Abdul Wahid,5,,9 months
Tamie Maureta,5,"Best place to stay. Akses gampang, tempat main deket👍🏼",10 months
Wahyu Bagus,5,,10 months
Dwi Novitasari,5,,10 months
Indra Sakti,5,,10 months
Subardi Gendong,5,,10 months
Nur Chalilah,5,,10 months
Renditya Pr,5,"Nyaman, murah, bersih. Dekat dengan kuliner sate sambas dan sopo ngiro japanese food..",10 months
Aditya Sutoro,5,,10 months
roti dinosaur,5,"walking distance to bloc m & mrt is 5 minutes, super clean + i love the quiet hours (need to download the apps first), food delivery is faster here, check in process is fast & love the helpful staffs. definitely recommend 👍🏼👍🏼👍🏼👍🏼👍🏼",10 months
M Patty Amal Madani,5,"Salah satu penginapan yang cukup murah yang sudah jelas standar dan kebersihannya karena merupakan hotel franchise. Lokasinya sangat strategis karena dekat ke tranportasi umum, tempat perbelanjaan dan tempat makan. Untuk fasilitas dan kamarnya karena konsepnya hotel kapsul jadi tidak sama kayak hotel pada umumnya, didalam kamar hanya terdapat kasur, meja yg merangkap sebagai tangga kalau pilih sky pod dan tablet untuk mengatur ambience light dan musik. Untuk fasilitas yg dipakai bersama yaitu kamar mandi, communal space, pantry dan musholla. Kita juga mendapatkan handuk dan peralatan mandi berupa sikat dan pasta gigi. Menurut saya cocok orang backpaker atau transit di kota tersebut hanya untuk tidur bukan untuk mencari hotel yang nyaman serta fasilitas yang lengkap.",10 months
Jonathan Christian Chandra,5,"Tempat nyaman dan bersih, hanya saja kamar mandi sedikit",10 months
Alam Syah,5,"All good, cuma kalo bawa kendaraan motor mau keluar malem malem agak ribet karna di basement. But safety",11 months
esty wahyuningsih,5,,11 months
#Oebay Haristian,5,Nyaman buat istirahat,11 months
Rikki Siadari,4,"- Lokasi staretgis dan mudah di cari. Tersedia parkiran mobil yang terbatas, untuk parkiran motor terdapat tempat khusus di bawah..
- 24 jam pelayanan yang sangat baik..
- Tidak jauh dari blok M
- overall okay kok",11 months
gustira pahlevi,5,,11 months
Andri Kristianto,4,"Saya coba call resepsionis jam 10an apakah bisa early check-in jam 12? Ternyata Gak bisa. Infonya lagi penuh.

Saya book yang earth single. Space untuk berdiri iti kecil, jadi kalo mau masuk, backpack harus dilepas dulu.

Toilet dan kamar mandi bersih, kering ✅
Ada mushola ✅
Water refill ✅
Speaker ❌ (agak rebek jd connect ke hp, tapi kalo cuma dengerin meditasi aman)

Kalo agan2 berbadan agak besar, baiknya pilih yg kamar besar aja.",11 months
win wiinart,5,lokasi strategis dan mudah dijangkau. Pelayanan selalu ramah dan cepat. Yang paling penting di bobobox kebayoran paling bersih,11 months
Dennis Balkhopa,5,Saya sangat menyukai experience di Bobobox. Awalnya saya takut pengap karena memesan yg single ended up malah ngerasa nyaman-nyaman aja. Podsnya aman dan sngat privasi. Kamar mandi meski pun sharing juga terjaga kebersihannya. Smart lock dan fitur modern lainnya jg berfungsi dengan baik.,11 months
Yanto Sugiarto,5,,11 months
Nigel Arlinton,5,👍👍👍👍👍,11 months
Adytia Govino,5,"Cocok yang mau transit, harga yang sangat pass di kantong dan nyaman, bersih dan tidak ada ngangguan, kamar mandi nya juga bersih, wangi, dan cocok deh buat yang mau me time",11 months
Caecilia Rania,3,"tanggal 23juli kemarin pas saya inap, saya kepeleset di kamar mandi wanita. saya lupa bilang reception, tapi semoga bisa lebih diperhatikan. lantai di shower area licin banget dan ga ada pegangan. Pengalaman saya baik di sini sampai akhirnya harus jatuh terpeleset dan keseleo jarinya di kamar mandi. Hati hati ya... semua ok kecuali si lantai area shower ini",11 months
mario andhika,5,,11 months
Joshua Adiguna,4,"Bobobox Kebayoran is a great capsule hotel with clean rooms and a strategic location near Blok M station. Affordable price, but soundproofing needs improvement. Sadly, hot water was not available during my stay.",11 months
Adam Rizkytama Nugraha,5,,11 months
William leonardi,5,,11 months
Intan Gandhini,1,"Tengah malem ada yg coba masuk kamar! Gatau sistemnya gimana enak2 tidur ada orang tiba2 bisa scan pintu kamar dan kebuka! Ditelfon malah halo2 doang abisitu dimatiin, ditelfon lagi malah sibuk! Payah! Tandain nih.",11 months
Elfrida,5,"Location is close to MRT blok M. But not much supermarket nearby bobobox.
Worth the price to stay here..
Should have download the app coz the room keys and access will be given from the app.
Facility is nice and clean. Shower hot water running well, they provide hair dryer as well, very nice. Eating and smoking not allowed inside the pods so table and chairs are provided in every floor.
The pods are high tech, you can adjust the light and some music but not too loud.
All staffs are friendly.. Check the promo code in the app for some discounts 😁
Thank you",11 months
christ tamba,5,,11 months
Trip.com Member,5,The best cabin room ever hadToilet bersihLift tersediaCabin dingi,11 months
Kevien Apriyan,4,,11 months
عبدالملك,1,"Everything is fine, except for the receptionist",11 months
Ricky Rama,5,Best capsule hotel in town,a year
FAKA FA,5,,a year
muhammad andrian,5,,a year
Aldi Apriyan,3,"Hampir semua oke ya, kamar tidur nyaman toilet pun bersih dan ada hair dryer juga ya cmn itu s sprei dan selimut ada bercak sm bekas kyk maaf ngompol, semoga tar kalo nginep lg ga ada yg gituan lg",a year
Trip.com Member,4.6,"Great location in the heart of Panglima Polim, Kebayoran Baru. Great and safe system to enter our pod. Double pods are my favorite, they are big enough, comfortable, and the air con is cooler than i think.The pods are futuristic that we can …",a year
Amalia Mughni,3,,a year
Reyhan Ivandi,5,"Thanks bobobox buat pengalamannya, seru!

IoTnya keren, BPadnya asik, bisa connect bluetooth terus ada music juga.

Ho iya, kalo ke Musholla, ada di lantai 1 ya.",a year
Zuhdan Royan L,4,,a year
meidiana sastia,5,"bang nopal,bang irfan dpt salam dr bang tobias fabio",a year
Ayya Auliyaa,4,"First time di bobobox sini, cukup nyaman. Personally aku lebih suka kamar earth! Mushola lt 1, pantry lt 2, jd kl kamar di lt 3 harus turun2 tp ada lift. Tiap lantai ada area makan/kerja, ada dispenser juga. Kamar mandi bersih ((at least waktu kesana ga bau)) ada 3 toilet dan 3 shower, udah ada hairdryer juga.

Letak bobobox ini ada di antara 2 stasiun MRT, kalo jalan ya lumayan kaya deket tp ga juga 😅 indomaret terdekat jalan 3-5 menit. Kalo malem deket2 sana ada kaya angkringan di deket taman, banyak juga yg jualan kaki lima. Atau mau resto2 jg ada tinggal explore sendiri.",a year
Nurhana Sayyida,4,"Lokasinya strategis, kamarnya nyaman bersih, cuma mungkin dari segi pelayanan semisal parkir. Itu agak repot, karena penjaga parkir ga stand by di tempat parkir tapi dekat dengan loby hotel. Trs toiletnya bersih tapi kurang wangi.",a year
Sherly Deftia,4,"Menginap di hotel kapsul ini selama 5 hari karena tempatnya yang strategis dan murah. Pelayanan cukup bagus. Kondisi cukup tenang. Hari pertama, saya menemukan ada rambut yg tertinggal di kasur. Saat menginap, beberapa kali maintenance toilet, sehingga harus naik 2 lantai untuk ke toilet selama beberapa waktu. Untuk makanan, disini hanya menjual makanan instan seperti mie. Tapi tenang, di sekitarnya sangat banyak jajanan hingga larut malam. Di bawah juga terdapat mesin kopi untuk memesan kopi hangat. Pemandangannya bagus. Overall, lumayan.",a year
Mei Lost Feeling,5,bobobox ternyaman soalnya ada mas nopal 🤪,a year
Ilham Widi Akbar,5,"Kalau ke Daerah Blok M, utk solo traveller.. Bobobox ini jadi salah satu best choice sih karena deceit dengan pusat keramaian dan gampang banget cari makan bisa di Taman Sambas, lanjut ke Blok M dan ngopi disitu. BTW sebrang bobobox ini adalah Baso Malang yang enak banget, wajib coba deh !",a year
Muhammad Satrio,3,"internet mati, ga bisa masuk kamar, nunggu lama depan kamar cuma buat masuk kamar, resepsionisnya di chat di aplikasi ga bales2, ditelpon sibuk",a year
Ahmad Zidan,4,,a year
Dinda Nabila,5,"Ruangannya sejuk, bersih dan sunyi sehingga  nyaman untuk dipakai beristirahat. Fasilitas lengkap dan kamar mandinya bersih. Tapi untuk room tipe earth (posisi di bawah) akan sedikit terganggu dengan suara dari room diatasnya karena kalau gerak dikit lgsg terdengar.",a year
