nama,bintang,komentar,Waktu
Trip.com Member,4.1,Location very good. Walking distance to pasar baru. But soundproof need to be considered. Can hear people shower. Talking.,7 months
Nisrina Akbar Rizky Putri,5,,7 months
I Gede Dharma Susila,5,"Pelayanan ramah
Kamar nyaman, bersih
Kamar mandi bersih",7 months
Abibagus Indrawan,5,,7 months
Arjuna Marcelino,5,Lokasi sangat strategis di depan stasiun,7 months
bonita santi,5,"Lokasinya tinggal nyebrang dr Stasiun Juanda, bersih, cocok buat backpacker low budget💃 …",7 months
Re Rey,5,,7 months
Rishabh Jain,5,,7 months
Mhaykal Pg,5,,7 months
Jheryco,5,"Meskipun ruko nya terlihat kumuh, tapi bobobox nya sangat comfy dan tenang, cocok untuk backpacker yang butuh atap buat sekedar istirahat, nice work bobobox juanda, keep it up✨👍 …",7 months
Jason Karel,5,It's a good and comfy place for short rest or longer stayed. The service is a top notch.,7 months
Alfonsus Abim,4,,7 months
Gilang Alfiandi,5,"Tempatnya strategis, mudah dijangkau sama aksesnya banyak",7 months
Abidan Septian,5,"Great hospitality, only stay for sleeps. Strategic location for a tourist, good service by the employee. Clean bathroom also but the water heater is too hot even though I just moved it slightly. Overall is a worth place to stay.",7 months
최성목,5,,8 months
Reza Bboyz,5,MANTAP BUANGET BERASA TINGGAL DIHOTEL MEVVAAHHHH,8 months
Aria Candra,5,,8 months
Boy Priya,5,,8 months
didik tri susanto,5,Located near juanda station and juanda bus station. Little bit confusing for the entrance for the first time because need to go 3rd floor. …,8 months
Trip.com Member,5,"The hotel exceeded my expectations. It was very good compared to most hotels. The hotel layout is very warm, the lobby is clean and tidy, the staff is very good, the surrounding environment is not very good everywhere, a lot of homeless …",8 months
Shafa Nabila,5,,8 months
Alphaomega Pulcherima Rambang,5,,8 months
Recruitment,5,"Tempat sangat strategis dekat stasiun juanda, lawson, kopi kenangan, dan chatime.
Selain itu hotelnya juga sangat bersih, dan nyaman.",8 months
游子平,5,,8 months
zkdltlhy,5,,8 months
Justicia Julanti,5,,8 months
Fadri Ramadian,5,,8 months
Rooy Soga,5,,8 months
meli annisa,5,"Dah paling bener nginep disini.
Krn mau nonton konser one ok rock di beach city ancol sempet kebingungan nyari penginepan yg affordable dan deket ancol akhirnya mutusin nginep disini krn ga …",8 months
Sukma Muthia,4,,9 months
Fatchur R,5,,9 months
Trip.com Member,1,Aaaaaa,9 months
Jakun Nowo Wibowo,5,"Perfect untuk yg cari penginapan untuk full istirahat, bersih, tenang (ada pilihan sound suasana hutan dan sungai), dapet sikat gigi dan pasta gigi, wifi kenceng murmer banget 👍👍 …",9 months
viDia Lectures,5,"Depan Stasiun Juanda. Gedung lt.3, kalau mau jajan/makan ada banyak convenient store dan cafe². Hotel ini cocok untuk orang yang suka konsep baru, affordable, backpacked, dan overall bagus. Ngga ada kunci, tidur di kapsul, ruang makan dan toilet tersedia di luar.  What an experience!",9 months
Andika Putra Pratama,5,"Transit sehari di Bobobox Juanda. Worth every penny! Ruangan bersih, mushola dan kamar mandi bersih, overall nyaman.
Hanya saja Bobobox Juanda belum ada parkirnya, ada parkir komersil (per jam …",9 months
Ai,4,,9 months
Ati Sumiati,5,,9 months
Trip.com Member,5,"Nice hotel with great ambience Around Jakarta , juanda. And its suitable for solo traveller",9 months
Gilang G,5,,9 months
Cantika Putri,5,"Bersih, Harum, NYAMAN dan MURAH ❤️
ga perlu diragukan lagi, lebih hemat booking pke aplikasi bobobox ada potongan harga",9 months
Trip.com Member,5,Nice hotel,9 months
David Apris,5,Tempat langganan staycation 👍 …,9 months
Januari Bercerita,5,"Honest review:
Aku agak parnoan di kamar mandi komunalnya wkwk gatau kenapa vibesnya serem, karena mungkin pas aku nginep disana pas sepi ya, sedangkan bilik kamar mandinya …",9 months
Wainright Kurniawan,5,"Gk pernah salah sama hotel cabin yg satu ini, nyaman, kamar mandi dan toilet bersih.",9 months
M. Fahad Ghoerobi,5,,9 months
Narendra Adi,5,,9 months
Naufa Rafi Aryaguna,5,,9 months
irawan asep,5,"Untuk lokasi paling strategis karena di samping stasiun juanda dan dekat dengan gambir. Toiletnya sangat bersih dan banyak, apalagi tempat mandinya, jarang sekali ada hotel kapsul atau sejenisnya yang menyediakan banyak tempat mandi dan toilet. Untuk nyari makan juga gampang, banyak disekitar penginapan, ada minimarket juga.",9 months
M Reza P Rusyandi,4,"Bobobox Juanda is a budget-friendly capsule hotel conveniently situated near Jakarta's Juanda Train Station and Bus Stop. With compact yet cozy sleeping pods, it's ideal for travelers seeking affordable and comfortable accommodations close …",9 months
Lina Imut,5,"Hotel kapsul yg cukup nyaman buat saya. Kamar mandi sangat bersih, tersedia air panas juga. Jam 9 sudah mulai tenang sesuai aturan hotel jd bs istirahat dgn nyaman. Pelayanan jg ramah n baik.",9 months
Ilham F,5,"Untuk Bussiness Trip sangat oke dan sangat terjangkau, pelayanan serta kamar nya juga sangat okey bangetttt",9 months
Moch Abdullah Said,5,Nyaman,9 months
Adhi Tr,5,"samping stasiun juanda, ke istiqlal tinggal jalan kaki, tempat sangat strategis.",10 months
Setya Rahmah,5,,10 months
Ani Rochaeni,5,,10 months
Brian,5,Lokasi sangat strategis di depan Stasiun Juanda dan dekat Masjid Istiqlal. Lokasinya di Ruko. Kebersihannya sangat oke. Kamar mandi meskipun kamar mandi bersama namun sangat bersih dan banyak biliknya. Ada lift juga menuju Bobobox nya. Pengalaman menginap lebih menyenangkan daripada Bobobox di kota lain yang pernah saya coba.,10 months
ꦱꦸꦒꦶꦃꦧꦤ꧀ꦝꦭꦤ꧀ꦝꦸꦚ,5,Mantap keren.,10 months
Christopher Wijaya,5,"always stay here when go to Jakarta, so nice and comfortable",10 months
Mila Annisadewi,5,"Bobobox juanda nyaman bangettt, kamar mandi meski pun dia sharing itu bersih dan gajorok ada water heather nya, kamarnya juga gabau, pendingin ruangan nya stabil, nyaman deh pokoknya cabang juanda. Aksesnya deket stasiun juanda tinggal jalan kaki dr stasiun juanda sampe setelah nyebrang",10 months
Riyan Zdynt,5,Kemarin cek in bisa sebelom jam 2.pelayanan baik sekali. Next coba kesini lagi,10 months
Febryan Mujahid,5,"Murah, lokasi mantap banyak jajanan tinggal jalan kaki. Akses transportasi umum juga mudah.",10 months
Omar Abdussaid,5,"Nice Place, cuma agak ribet karna masuk pintu kudu scan barcode, cuma untuk fasilitas lainnya sih ok bangeet...",10 months
deovic christian hartono,5,,10 months
Meireska Paliyama,5,,10 months
Taufik Nurfalah,5,,10 months
Annisa Fauziah,5,Deket banget ke stasiun tinggal nyebrang,10 months
Resha Ardian,5,"modern capsule room,comfy and affordable. Sadly, noises from outside can easily heard because the wall is only made of thin wood plank",10 months
Jonatan Sianipar,5,,10 months
zuhda prabowo,4,"bagi backpacker atau transit, kamar kapsul cukup nyaman untuk istirahat. Fasilitas mck, mushola oke. Lokasi dekat dengan Gambir.",10 months
Burhan Athoillah,5,"Tempat yang cocok buat kalian  traveler yang nyari penginapan yang murah, nyaman dan unik",11 months
Eko Wahyudi,5,,11 months
Ridwan rau rau,5,,11 months
Iqbal Kartawijaya,5,hotel murah meriah dan nyaman!,11 months
Riezqo Denawa Soprach,5,,11 months
Martha Prihandoyo,4,,11 months
sofian wiranandi,5,,11 months
Meishya Bangkit Semesta,2,"Kalau ke Jakarta selalu menginap di bobobox Juanda, biasanya bisa titip barang dulu. Tapi kali ini saya gabisa titip barang katanya gaada space, terus saya duduk dulu di lobby, ada tamu lain yang mau titip barang, bawaannya lumayan banyak dan bisa! Sedangkan saya hanya 1 ransel ga bisa.",11 months
Chan,5,,11 months
Inny Aisyah,5,"Sudah mencoba Bobobox di berbagai lokasi, dan Bobobox Juanda lah yang dirasa paling nyaman. …",11 months
Dika,5,,11 months
theresia alit Kurniawati Unggul Pamungkas,5,,11 months
Trip.com Member,5,Very good bobobox with strategic location nearby juanda station,11 months
Mikaela D.S,5,,11 months
Mainan Athalah,5,"Tempat makan disekitarnya banyak, affordable dan tenang",11 months
Haris Mansah ARH,5,Sangat nyaman sekali stay disini... kalau ada kesempatan mau ke bobobox lagi..,11 months
Anisa Auliansyah,5,,11 months
Adi Pramudia,5,,11 months
marchellino evan,5,"Kamar mandinya banyak banget. Aman dari antri2 kalo mau pake kamar mandi. Pantry nya juga gede. Lokasinya di tengah2 kepadatan aktifitas juanda. Tapi di kiri kanan nya banyak banget makanan minuman. Coffee shop, family mart, lawson. Aman …",11 months
Sri Firda,5,"Tempatnya tepat bgt samping dg stasiun Juanda, di lt. 1 ada banyak tempat makan & minum, bener² strategis. Untuk sekedar singgah nginep disini cocok & harganya terjangkau. Kamar, toilet, & lorong²nya bersih. Ada jga tempat untuk kumpul² makan bersama / ngemil / minum² karna ga boleh bawa makanan ke kamar. Ada wifi juga.",11 months
gusviantoko dali purwanto,5,"awalnya ragu pesan karena takut tempat sempit, tapi ternyata cukup lega kok,
di kasur dipake duduk juga masih ada sisa 15 cm untuk saya yang 175 cm,
lalu untuk kamar double bs dipake untuk 2 dewasa dan 1 anak kecil. …",11 months
julian yuda pratama,5,"Pengalaman pertama yang menyenangkan. Ternyata menginap di bobobox nyaman banget. Saya pilih kamar yang untuk 2 orang. Check-in mudah, petugas ramah dan membantu, kamar wangi dan bersih, tenang, toilet bersih, tempat makan bersih ( …",11 months
Anna Cancer (Juliana Anna),5,,11 months
Crismely Pena,5,,11 months
Siti Ulfah Maesaroh,5,"Lokasi sangat strategis, dekat dengan stasiun dan halte Juanda, masjid Istiqlal, serta kuliner yang mudah dijumpai.
Next bakal mampir lagi 💕 …",11 months
sukron aja,5,"Jujurly, lokasi bobobox ini sangat strategis dan nyaman buat pergi kemana-mana karena deket stasiun KRL juanda dan halte busway juanda …",11 months
Abidzar Ramadhana,5,,a year
Evie Dwiputri,5,,a year
M. Naufal Rasyidi,5,"Nyaman, ruang komunalnya juga luas. Lokasi sangat strategis dekat dgn convenience store, stasiun, dan halte TJ. Great capsule hotel 👍 …",a year
Xiu ying 秀 英20,5,"Nyaman dan harga terjangkau
Kamar mandi bersih ada musholla jg",a year
Arya Ilhami,5,,a year
Diasta Dzaverina,5,"stay 3 malam disini, Tempat strategis, deket stasiun juanda, banyak penjual makanan di sekitar hotel, tempatnya nyaman, pengunjung tidak ada yang mengganggu, minta early checkin pun di perbolehkan. Staffnya ramah dan membantu sekali. Next saya pilih bobobox juanda lagi untuk menginap",a year
Kurniadi W. Nugroho,5,"Sebuah tempat yang strategis. Gampang di akses dari berbagai arah dengan moda transportasi bus kota dan atau kereta rel listrik (KRL). Dari stasiun juanda hanya berjarak sekitar 20-30 meteran saja, jadi sangat strategis. Berada di tengah-tengah kota. Layanannya cepat dan ramah. Sangat direkomendasi ke sini.",a year
Masdika Channel,5,,a year
Inoy Sk,5,"Stafnya ramah ,tempatnya bersih ,para penghuninya gk berisik dan nyaman tempatnya",a year
dhika dinovan,5,,a year
Hanna Grace,5,,a year
cici dewi fortuna,5,,a year
이태원,5,"Card or cash payments do not work well in the Bobobox app. It was a Visa card, but even after entering the payment password, it didn't work. Food and drinks sold in stores cannot be purchased with cash.",a year
Uranus,5,"Pelayananya ramah dan nyaman, pintunya pas buka atau tutup keras banget jadi kaget",a year
Nur Akhmad Amrulloh,4,"Over all bagus semua, saya suka lokasi, ruangan, kebersihan, service, tapi tidao bisa full bintang 5, ada 1 yang mengganjal, fasilitas bersuci dari buang air kecil untuk cowok, masih susah untuk urinournya ataupun toiletnya, saya tahu, …",a year
mutiara tiffani,5,"Bersih, meskipunnya area menuju liftnya engga. Nyaman, sepi, dan yg juara sih lokasi nya ya nyebrang langsung stasiun juanda. Gojek dikit deket sama gambir. Tengah kota bgt deh.",a year
JB LEE,5,"Located on the 3rd floor of the building across from Juanda Station
Bedding and common facilities are clean
Slippers are uncomfortable to wear …",a year
Bermansyah Bermansyah,3,,a year
Bagja Maulana,5,"Menarik, nyaman untuk tidur istirahat nyaman. Tempat bersih.... Pelayanan maximal, ramah deh mba nya. Secara keseluruhan puas.
Kekurangan nya, kamar kecil, tu aja...",a year
Khadizah,5,Bersih nyaman all good,a year
DINDA RIZQI,5,good experience💖 …,a year
Trip.com Member,5,"Nice pods with beautiful lights, I stayed 3 times already with bobobox juanda",a year
Mutiara Tiffani K,4,"Bobobox nya bersih, segalanya, pods nya juga nyaman. Kamar mandi, musola, dan komunal juga bersih. Yg kurang di pas masuk gedung. Deket tempat makan, deket posbloc, sm deket bgt dengan stasiun juanda, tinggal nyebrang. Juara sih buat lokasi.",a year
Fu Lim,5,"Ini hotel bobobox strategis tmptnya, deket2 kmn.. trn krl lgsg sampe di hotelnya, tmpt kuliner byk dkt2 situ, fasilitas cukup lengkap.",a year
Kein Adam (Kein),5,,a year
Bagus Sedya,5,"Kondisi nyaman, bersih. Kamar hotel tipe kapsul atau cuma pas buat tidur doang, yang fobia tempat sempit kurang rekomended. Tapi cocok buat istirahat setelah jalan2 sekitar monas. Kunci kamar pakai HP, jadi kalau keluar kamar jgn lupa bawa HP",a year
Syaiful Anam,5,,a year
Rosyid AL.,5,"Pelayanan ramah, fasilitas lengkap, lokasi cukup strategis, dekat dengan minimarket, masjid istiqlal, di depan hotel juga banyak penjual makanan/jajanan, musholla cukup luas dan bersih, toilet juga bersih, disediakan sikat dan pasta gigi juga di bagian resepsionis, untuk shampo dan sabun tersedia di kamar mandi",a year
Ajeng Purbajati,5,,a year
Meri Tri Andini,5,"Terbaik, tiap bulan pasti datang",a year
Winda,5,,a year
dee clara,3,,a year
amanina qonita,5,,a year
Aditya Perdana,5,A very quite place to rest and transit. Recomended for backpacker. There is also a double room if you want to bring family.,a year
Armigo Melleng,5,Pengalaman seru selama nginap di hotel kapsul ini.,a year
RACHMAT H (ARIEL),4,,a year
Fahmi Hidayat,5,"Kamar bersih, toilet bersih, tempatnya strategis dekat Stasiun Juanda, boleh jadi pilihan buat menginap dengan budget terjangkau (dibanding bukan hotel kapsul). Beberapa kali menginap di bobobox sejauh ini tidak ada masalah. Cuma di Bobobox Juanda rasanya kayak lebih gelap.",a year
solo Lings,5,Tempat ok. Luas dbanding hotel kapsul. Deket banget sebrang stasiun kreta api juanda. Kemarin long stay disini dan karyawan jg sangat membantu banget.,a year
soleh hidayat,4,,a year
Nazhifah Husna,5,"Lokasinya strategis, bersebrangan dengan Stasiun Juanda.

Cocok untuk tempat istirahat kalau pulang terlalu malam. 👌🏻 …",a year
Zahra Zahira,5,"Plus poin:
strategis (dekat Halte TJ Juanda dan Stasiun KRL Juanda)
-pilihan untuk membeli makan juga cukup banyak, bisa beli di sekitar bobobox …",a year
cis woyo,5,,a year
doddy pratama,5,,a year
Andi Wicaksono,5,Nyaman,a year
Hilmi Baskara Radanto,5,"great stay if you only need a place to sleep, especially to catch morning train from gambir. …",a year
yuan raga,5,"Tempat strategis, tinggal nyebrang dari pintu keluar stasiun juanda. Agak masuk ke dalam terus naik lift buat sampe ke resepsionis.
Untuk fasilitas lainnya, standar dari bobobox.",a year
Imanuel Wijaya,5,,a year
sigit adiputra hadiprawira,5,,a year
Mohammad Rizky Ariesto,5,Cozy,a year
Daffa Farras Dienputra,5,,a year
Dimas Yudha Perdana,5,"This is a great option if you want to stay in a capsule hotel near the train station. The staffs were all helpful, the shared bathroom was also clean. Thanks for the nice experience!",a year
Fahrizal Bimantara,5,"Lokasi dekat st juanda dan gambir, akses mudah kemana mana.",a year
Agus Maulana,5,,a year
Wahyu Bagus,5,,a year
Akhmad Alkhairi,5,,a year
Muhammad Ikbal,4,,a year
Indra Pratama,5,,a year
Chyntia Kalangit,5,,a year
HaKi Pratama (HaKi),5,,a year
Andang SC,4,,a year
A Lukman,5,"Persis pintu kluar stasiun juanda, dekat ke masjid istiqlal",a year
Rafael Hutabarat,4,"Bersih, nyaman",a year
Lintang,5,"Pelayanan, kamar, dan lokasi yang super bagus. Next time bakal kesini lagi kalau ada ke Jakarta. Puasss",a year
Sari Lestari,5,"Lokasi strategis depan stasiun Juanda dan Masjid Istiqlal.

Kamar nyaman, cocok untuk tempat transit dan istirahat sementara.",a year
Yogi Prasetya,5,"Ga ada outdoor, kurang cocok staycation diatas 1minggu, gak sehat untuk badan.

Mungkin AC bisa dikondisikan agar tetap nyaman, tidak dingin, tidak juga gerah. …",a year
Gimin Doang,5,,a year
James Gautama,5,,a year
Arief Hidayat,5,"Pelayanan bagus, bersih, dan nyaman. Lokasinya juga dekat dengan stasiun Juanda. Cocok untuk transit semalam.",a year
adi tio,5,Mantap,a year
Rijsa Fitriani,4,,a year
M. Iqbal Zia Ul Haq,5,,a year
Kirana Marsela,5,"Nyaman banget nginep di sini. Apalagi untuk aku yang mobilitasnya cukup tinggi, gampang banget untuk mengakses transportasi umum tinggal nyebrang udah asa stasiun krl juanda. Di sekitarnya banyak yang jual makanan dan minuman. Kalo mau ke masjid istiqlal juga tinggal nyebrang.",a year
Imanta Purba,4,"Lokasi sangat dengan stasiun Juanda.

Kamar cukup unik dan nyaman dengan dilengkapi suara alam instrumental. …",a year
Irul Muslim,5,,a year
Adriel Pratomo,5,"The best thing about this Bobobox is the location. It's near the train station and the bus stops. There's also a convenient store, several coffee shops, and various places to eat around the hotel.",a year
FY,5,,a year
Maura Cannisa,4,"Clean and neat, staff were helpful and friendly! Parking lot was a little sketchy though",a year
Muhammad Kaisi,5,,a year
zayana dwistha,4,"All is good when i stay here, only downside is no smoking area.
Beside that, service and cleanliness is great",a year
alfi rifaal maulidie,5,"Lokasi yang sangat strategis dengan kamar yg bersih dan nyaman, staff yang ramah dan menjelaskan dengan rinci. Dekat dengan swalayan dan caffe di kanan kiri hotel. transportasi krl yg sangat dekat hanya depan bangunan... Pintu dibawah, kamar di lantai tiga dg lift.",a year
Ardian Saputro,5,Seperti biasa di cabang bobobox lainnya.. tidur saya nyenyak selalu.. kali ini saya tidur di double type sendirian karena ada keperluan sendiri.. tepatnya di earth pod.. …,a year
Isnai Ilham Aufadhuha,4,"Overall puas dengan pengalaman menginap disini. Lokasinya sangat strategis, bisa jalan kaki kalau mau ke Stasiun Juanda, Masjid Istiqlal maupun Gereja Katedral. Sedikit catatan: sabun dan shamponya sama sekali ga wangi dan malah terkesan …",a year
Widyaa Tsy,5,"Secara harga fasilitas yang ditawarkan baguss, dan sesuai, untuk ac nya dingin bgt jadi kurang nyaman bagi yg gak kuat dengan suhu terlalu dingin, ada mushola, kamar mandi cewe cowo dipisah, ada wifi juga kenceng, disini jga tersedia …",a year
Prince Yadhi Purnama Management,2,🙂👍 …,a year
Yuni Ardian,5,Nice . Clean . Recommended,a year
Farchan Jauhary,5,,a year
Meirizal,5,,a year
