nama,bintang,komentar,Waktu
SoeR'S,5,"Viewnya bagus diaiang hari. Untik Malam view citylightnya juga ga kalah menarik....
Sayang  pentunjuk arah jika melalui daerah batang agak sedikit tidak terlihat... Sempat kelewatan arah penjalanannya...
Untuk Menu sarapannya masih kotakan.. Bukan perasmanan.. Mungkin bisa lebih di tingkatkan...",4 weeks
ivaa Channel,5,,4 weeks
Bayu Bakys,5,,a month
Vera Safira,5,"Nyaman banget liburan di sini, viewnya sangat indah, kabin bersih dan cukup lengkap. Cocok ke sini bersama keluarga, bisa barbeque di balkon sambil menikmati kesejukan alam. Untuk sarapan yg disediakan sangat standar, kalau boleh dibilang sangat sederhana, sehingga perlu dipertimbangkan utk membawa stok makanan sebelum ke sini. Semoga ke depan menjadi lebih baik.",a month
hafis pratama,5,"Lokasinya tepat sebelum tanjakan krakalan yang terkenal. Usahakan datang sebelum gelap, jalan ke lokasi sempit dan gelap. Pemandangan di lokasi sangat bagus, di tengah kebun teh. Walaupun pesan tanpa breakfast, masih tetap dapat sarapan gratis berupa nasi goreng. Sebelum ke sini pastikan sudah belanja bekal/cemilan yang cukup, jauh dari peradaban soalnya. Yang dapat kabin nomor 26,27,28 pemandangan ke luar jendela jelek karena terhalang pagar dari bambu.",a month
yoga susila,5,Nice place,a month
Hendar Apriandi,5,,a month
fauzi solichin,2,"Lokasi penginapan yg aneh,lebih deket ke bawang dr pd ke dieng,tpi pede bgt ngasih nama bobocabin dieng,cityligh nya jg ke arah bawang,krna ke dieng ketutupan bukit...
Mayoritas orang ke dieng kan wisata ke sikunir,telaga warna,candi arjuno dll,penginapan ini jauh ke tmpt wisata yg ada di dieng

Klo buat menyendiri dgn hedon disini enak,tpi klo buat wisataan ke dieng gk cocok krna jauh",a month
muhammad iqbal,5,"Nuansa bening nuansa ilham, yg mau cari inspirasi, kesini aja deh.. ajak temen jgn ajak mantan..😁",a month
Ratu Chaira Vielananda,3,"Pengalaman pertama saya menginap di Bobocabin yang cukup mengecewakan.

1. Akses ke lokasi dari arah Dieng melewati tol kayangan yang aksesnya lumayan ekstrem ya. Beruntung saya nginep disini di hari terakhir saya di Dieng, karena kalau mau bulak balik tempat wisata yang terkenal di Dieng, dari tempat ini bisa saya bilang cukup jauh.

2. Pas sampe tempat kondisi tempat parkir penuh dan tidak ada yang mengarahkan parkir, sangat membingungkan.

3. Sarapan, ini paling bikin dongkol. Sebelumnya diinformasikan sarapan ready jam 8. Kebetulan dr cabin saya pemandangan ke resto terlihat, hampir set 9 sarapan baru dtg. Karena kondisi resto udah mulai ramai jadi saya memutuskan untuk turun nanti. Sebelum memutuskan saya chat dulu host nya dan benar katanya resto close jam 10.

Saya sampai resto sekitar 9.20, terlihat ada nasi goreng (yang terlihat sudah sisaan) dan 3 potongan telur dadar yang disajikan prasmanan. Saya langsung ambil nasi gorengnya dan sepotong telur, bener2 kecil ukurannya. Mau ambil dua tidak sampai hati karena di belakang saya masih ada 3 orang yang antri. Setelah itu saya tanya karyawannya dan boom katanya udah ga di refill, karena udah abis. Kondisi jam setengah 9 saja belum. Pasangan di belakang saya hanya istrinya saja yang kebagian telur, suaminya engga 😅. Kemudian saya beranjak untuk ambil teh dan boom ternyata habis dan ga di refill juga. Kesampingkan rasa nasi goreng yang ga ada enak2nya, menurut saya, kalau janjinya jam 10 resto close, makanan juga harusnya masih tersedia. Ampun. Udah ga mood 😅

Mana tempatnya bener2 jauh darimana, jadi ga ada pilihan lain kalau kehabisan sarapan, kacau padahal belum set 10 😅

Intinya, kalau dr segi cabin saya ga ada masalah sama sekali. Nyaman. Tapi mikir lagi untuk kembali nginep di bobocabin manapun.

Untuk anda yang ke Dieng untuk suasana yang tenang dan ga berniat kemana2 tempat ini cocok.

Namun, untuk anda yang kesini untuk berwisata ke sekitar Dieng, masih banyak penginapan yang lebih murah, bagus, dan dekat dengan lokasi wisata di sekitar Dieng.

Terima kasih",a month
Wegig laksana kawiswara,5,"Pengalaman bermalam yang unique
Dingin sejuk seger benerr...!!!
Sampai di receptionist, langsung checkin, sama embak embak yang gemesin dan ramah
Kemudian diangkut naik shuttle di cabinnya
Sarapan sego megono
Kurang apa lagi choy......!!!
Ingat, jauhi narkoba dan selalu pakai pengaman...!!!",a month
yennie chang,5,"Buat liburan di dieng menjadi berkesan,krn kamarnya bersih, viewnya keren habis, minusnya jauh dr tempat makan jadi harus bawa bekal makanan dr luar..krn klu sdh di hotel susah mau keluar lagi krn jalan nya extrame apalagi dimalam hari..",a month
Mohamad Triyatna Syahbani,5,,a month
sala hudin,5,best place best price best view best fresh air,a month
Riro Bregas Trengginaz,4,"Mencoba menginap disini awal bulan mei 2024. Kamarnya bagus dan minimalis, namun kurang beruntung dapet kamar yang lumayan banyak serangga dan baru disempot zat kimia, jadi lumayan bau zat kimia. Akses ke arah bobocabin harus berhati-hati saat melintas, karna tanjakan dan turunan. Disarankan saat menuju ke lokasi saat masih terang mataharinya. Makanan breakfast lumayan.",a month
J Salim,2,"Kamar cukup bersih (masih banyak sisa disudut-sudut). Kamar mandi bersih, tapi air pembuangan shower tidak lancar, hingga menggenang. Jaring penahan serangga sedikit lepas, hingga banyak serangga yang masuk. Pemandangan bagus, lokasi jauh dari keramaian, untuk refill air jauh dari cabin. Kurang staf sehingga penjelasan saat proses check-in terburu-buru dan tidak lengkap, padahal cukup menjelaskan kalau ada di aplikasi. Cara bicara dari front office perlu diperbaiki. Sarapan enak, walaupun menunya hanya 1 macam dan tidak ada kopi.",2 months
KAKI GATEL Prod,5,Jalan menuju lokasinya aja sii extreme tanjakan n turunannya,2 months
Ronald P Setiabudi,5,"Cabin is clean and sufficient bath amenities. Compare to the one in Pengalengan, this cabin here in Dieng already equipped with bug screen. But certain species of bug still able to go in, especially from the bath room. Make sure you turn off the light whenever finish from the bathroom to make your cabin less attractive to the bugs :)

Service is great, friendly staff

Location wise is great, but to get there is challengeing. Make sure your vehicle in good condition, since you might encounter a very steep road to get there.

Overall experience, another great spot to unwind yourself from busy and buzzing city life.",2 months
derex dirgantara,5,,2 months
Ketsia Kabuhung,5,Semua bagus kecuali akses menuju tmpat masih berbatu dan tikungan turunan tajam dieng via bawang,2 months
eng.ahmed basahel,5,"Pros:
1. The location is excellent and suitable for relaxation.
2. The staff is very friendly.
3. The views from the rooms are very beautiful.
4. The rooms are clean and well-maintained.
5. Wi-Fi is available everywhere.

Cons:
1. Access to the place may be somewhat difficult.
2. The room size is a bit small.
3. There are no activities, even if they are light.
4. There are no services or a restaurant, so you need to bring all the food and supplies you need.
5. Unfortunately, there is an overweight employee who negatively affects the place due to his rude and condescending behavior. He rarely smiles, and his attitude made our stay unpleasant. I hope the management can retrain him on how to interact with guests.

A big thank you to the employees who provided car transportation and to the receptionist named Siska.",2 months
Dinda Amalia,3,"Tempatnya udah oke banget bagus, seger, ga terlalu jauh.
- Tapi menurutku yang minus di pelayanan. Katanya kalo ada apa2, mau pesen makan bisa langsung chat via apk. Tulisannya juga 24 jam. Tapi sampe 2 jam ga dibales. Akhirnya kita turun ke lobby buat pesen makan padahal jauh banget
- Sarapannya juga kurang buat harga segitu
- AC pagi2 mati. Udah chat sampe nyamperin katanya disuruh nunggu teknisinya. Tapi sampe check out pun ga dibenerin itu AC🙂
- Makanannya menurutku juga mahal. Ga sebanding sama harganya

Tolong ditingkatin lagi pelayananya",2 months
Tari et Les Quatres,5,,2 months
Febri Aulia Nugroho,5,"Worth every penny. Hotel cabin dengan lokasi di perbukitan. Suasana sejuk dan udaranya sangat segar. Jalan menuju hotel cukup menantang, sangat disarankan menggunakan mobil yang sehat.",2 months
Wynona Raissa,3,"Positif:
1. Pemandangan dan spot foto bagus. Lokasi sangat indah. Akses ke lokasi juga jelas. Jalanannya juga oke. Saya recommend.
3. Cabin bersih semua, termasuk toilet. Tidak berdebu dan tidak bau. Amenities juga cukup.
4. Hospitality bagus, pegawai ramah, dan baik semua.
5. Ada shuttle dan pegawai yang siap membantu mobilitas pengunjung dan barang/koper. Penanganan juga cepat dan supirnya ramah. Ini sangat membantu.

Negatif:
1. Sarapan jam 8 pagi terlalu siang, harusnya dari jam 7 pagi. Sarapan juga datang telat jam 8.20, padahal banyak orang sudah menunggu di area komunal.
2. Pesan makanan hanya bisa dilakukan lewat chat, dimana admin akan mengumpulkan order secara manual lalu diinput ke dapur. Saya pesan makan malam tapi baru dibalas admin 45 menit setelah saya pertama chat, belum lagi harus diskusi dengan admin menu mana yang available (banyak menu yang sudah habis) dan menunggu makanan dimasak selama kurang lebih satu jam. Menurut saya proses ini tidak efisien dan berpotensi untuk miscommunication (order kurang/berlebih). Masukan saya agar dikurangi sistem input manual, sistem dibuat agar pengunjung bisa melihat apakah menu available atau tidak, dan pengunjung bisa langsung memesan ke kitchen. Makanan juga sudah dingin ketika diantar. Mohon diperbaiki servicenya.
3. Sebaiknya payung sudah jadi default amenities di setiap kabin. Payung penting karena lokasi sering hujan gerimis.

Kesimpulan:

Dengan harga yang lebih tinggi di saat high-season lebaran, seharusnya Bobocabin bisa memberi layanan yang lebih baik. Lonjakan pengunjung dan order fnb seharusnya bisa diantisipasi. Saya senang dengan lokasi cabin, tapi kecewa dengan service-nya. Mohon diperbaiki.",2 months
Arifin aliwara,5,Minus hanya di makanan nya saja apa lagi sarapan nya kurng kumplit,2 months
Nurtanio Widodo,5,"Mohon disediakan dispenser di setiap kamar nya karena kita harus beli kalo air minum nya habis terus mohon diganti namanya karena jauh dari Wonosobo dan berada di wilayah Batang, terima kasih",2 months
josep wening pramudya,4,,3 months
Anggit Ganang Asfandi,5,"Tempat yang asik untuk mencari suasana tenang, pemandangan yang indah disekitar kita bisa menikmati dari dalam kamar.",3 months
Trip.com Member,4.6,"Perfect place to chill and Away From The crowded.. stunning views, however only the road to get there was challenging, steep even though the views are beautiful along the way but some parts of the road to get there in bad conditions",3 months
FITRI NIA,5,"Rute jalur aman mending lewat Kendal. Jangan lewat rute wonosobo. Karna jalurnya ekstrim. Unttuk rute kendal jalur aman buat mobil sedan sampe minibus gede. Terus tempatnya enak adem, asri, tenang, udara sejuk, cocok buat yanng butuh refresh otak. Dan butuh ketenangan dr hiruk pikuk kota. Overall semua ok. Dan fasilitas semua oke. Makanan gaak yaang mahal bgt harganya.",3 months
Yohan Gunawan,5,"Jangan lewat Dieng Wonosobo jalannya berbahaya, lewat Kec Bawang pakai google map aja.",3 months
Yenny Khristiawati,5,"Tempatnya bagus bgt, cuma menu sarapannya aja yg kurang oke hehe. Mgkn perlu jalur utk wheelchair dan stroller, krn dsni semuanya tangga jd agak susah sih.",3 months
TrisnA Soetowidjoyo,5,,3 months
reny,5,"Akses jalan ke lokasi bagus, hanya ketika masuk kelokasi nya yg jalan bebatuan
View nya luar biasa keren
Cabin nya bersih dgn teknologi canggih

Crew nya ramah2 banget
Minus nya hanya wifi yg suka naik turun, yg sebenernya bisa di maklumin karena ini di daerah pegunungan",4 months
Rinakartika Wati,5,Biarkan bintang berbicara,4 months
ricky bhama rinaldi,5,,4 months
Dede Junaedi,5,"Sangat nyaman, jauh dari kebisingan kota, wajib mencoba karena view nya juga indah banget",4 months
Heni Rohaeni,3,Bobmart nya jam 8 udah tutup padahal weekend malming harusnya agak lbh mlm aja jd duduk2 santai bisa sambil minum minimal..biar ga terlalu sepi eman aja tempat udah luas tp krg berfungsi padahal pengunjung kamar byk dan mungkin mereka jg mau sekedar nongkrong2 santai dstu,4 months
Puspita Rahayu,4,"+
• tempatnya nyaman banget, cocok buat orang2 yang udah capek kerja di kota, healing dsni oke banget
• makanan overall okk. Gaada yg ga enak sih. Antara cukup dan enak
• fasilitas cukup lengkap dan pegawainya sngat membantu. Stay dsni serasa dimanjakan semuanya sih.

-
• akses ke lokasi dari dieng waw banget. Tulisannya bobocabin Wonosobo dieng, tapi nyatanya tempatnya di daerah batang. Buat yg mau ke tempat wisata dieng, jangan nginep dsni sih, soalnya prjlanan nya ngeri sekali, apalagi pas hujan. Mnding kesini klo mau stay diem di penginapan aja.",4 months
Trip.com Member,5,cool cabin,4 months
Uchi Rahmadi (Uchi),5,Mantap meyatu dengan alam dinginn,4 months
Widijarto Jay,5,"Tempatnya bikin tenang, Kami hampir tiap bulan stay disini, minimal 2 malam",4 months
Inna Hudaya,5,"Surrounded by nature, in the mid of tea plantation.  Good place to spent with friends and family. Spending my 42 birthday here and having a BBQ and firewood at night. A great get away from the city, and just to chill.",5 months
Yogi Yastinanda,4,Layanan sebenernya oke cuman jangan sampai telat sarapan karena sebelum jam 9 saja sudah habis pdhal tamu diinfokan mulai sarapan jam 8 sampai 10 pagi,5 months
Ragil Wicaksono,5,,5 months
Dewi Aldi,5,"Best view, best cabin, best food.
Saran aja jam utk breakfast dimajuin jd jam 7, terlalu siang utk mulai Bf jam 8.",5 months
Chaidir Pratama,5,"Bagus, hanya saja jalan akses kalu dari wonosobo extreem apa lagi kalu hujan. Disarankan menggunakan mobil yang benar-benar sehat, dan motor yang fit.
usahakan jangan lewat magirb karena jalanya horor, penglaman pribadi.
pelayananya gercep, hanya saya saya gak bisa chat di aplikasinya jadi harus wa ke petugasnya klau butuh apa2.",5 months
Ali Munawar,5,Great,5 months
Wiwiek spa Ketileng,5,"Udara dingin, kamar bersih, kamar cukup utk 2 dewasa anak 1, ada bbq, ada 🔥 unggun, ada shabu, pemandangan bagus",5 months
Putra Mandiri Travel,5,Nyaman banget,5 months
cecilia marlina,5,"The room is very clean as it is still newly opened, hope it remains in a great condition for a long time. Staffs are very friendly and accommodating. The only downside was there was a glitch on the smart window in the morning, so I can't experience sunrise from our cabin. However, the technician came to fix it around 7am and it works well again :)",5 months
brian lizadi,5,"ini tempat bagus banget, pemandangan pagi, siang, malem plus suasana hujan nya, bagus semuaa. Cocok banget kalau mau nyari sunrise langsung pas bangun tidur dari jendela kamar, view pemandangan bisa ampe keliatan garis laut, lokasi nya di dataran tinggi jadi dingin sih pasti, tapi air panas nya 20 liter jadi abis main dingin2 bisa mandi air anget, dapet sabun, shampo, handuk dan ada hairdryer. Superr bagus tempat ini 👍",5 months
Siska Adina Rahayu,5,Recomed bgttt buat stacation bareng keluarga temen maupun pasangann🤩🤩,5 months
Cretta Ca,5,"Hati2 kalau kesini ya.. persiapan kendaraan yang prima karena jalan menanjak yang terjal dalam durasi yang cukup lama. Tp ini sebanding dengan apa yang kalian dapatkan: view, great place, facilities and more more",5 months
hendiarza alghaetsa,5,,5 months
Richi,5,"Harus cobaaaa. Nginep di tengah pohon pinus, dingin bangettt tapi nyaman. Kamarnya udah gapake kunci manual tapi by apps hp.

15 menit dari bobocabin tinggal jalan ke curug tirta sela. Highly recommend. Kids friendly juga koks.",5 months
unknown,5,Pas banget bisa dpt Cabin yg posisinya bagus buat liat sunrise & sunset 👍,6 months
Subur Raharjo,5,"Sangat nyaman dengan udara yg sejuk dan tempat yg istimewa menurutku....
Pokoknya suka banget.... Mantab",6 months
Handoko Djakaria,5,,7 months
