nama,bintang,komentar,Waktu
Esti putri,5,"- karena lokasinya di hutan, jalannya naik turun. pastikan pakai alas kaki yang nyaman
- parkir agak jauh, jadi bawa barang secukupnya biar gak capek naik turun
- hawanya gak terlalu dingin (kita kesini di bulan mei)
- tidak ada tv di kamar
- kamar bersih banget
- kalau bisa sih kesininya rame2 aja biar gak mati gaya, karena kalau malem beneran sepi.
- kalau mau mencari ketenangan dari hiruk pikuk kota cocok banget untuk menyendiri
- sarapannya kurang. Tapi karena kita di hutan yaa lebih baik di makan saja",a month
Iqbal Ramadhan,5,Oke,a month
Matari Handiarto,1,Dulu ini adalah hutan tempat orang orang berkemah namun sekarang dihancurkan dan dibuat penginapan semua hilang suasana hilang bahkan dulunya Semuanya ditumbuhi hutan pinus,a month
Syaifur R,5,"Pertama kali menginap disini, gak nyangka ternyata bagus kamarnya. Benar-benar seperti di hotel, padahal dari luar kayaknya bakalan biasa aja. Trus pesanan juga diantarkan ke kabin masing-masing. Kalau untuk pemandangan tidak usah diragukan lagi. Hanya saja aplikasinya sering ng'bug butuh perbaikan.",a month
Minto Bagoes,4,,a month
jion jono,5,,a month
Trip.com Member,5,Amazing🤩🤩🤩🤩 …,a month
hendra malaikat,5,Breakfast.nya kurang,a month
Bagus L Saputra 10 (Bogeloni),5,recomended banget,2 months
Ririn Prastiwi,5,Sangattt recommend bangettt tempatnya ..pengen kesana lagi😍👍,2 months
Rizki Vlog,4,,2 months
Artemesia Credensa,5,Setiap tahun bobocabin padusan ini terus berbenah untuk meningkatkan kualitas lebih baik.,2 months
Ayam Potong Sidoarjo,5,baik,2 months
galindra 1408,5,"Pelayanan ramah,tempatnya enak bgt buat istrahat",2 months
Faishal Iman,5,"Recomend banget kesini.
Cocok buat yg lagi strees dan butuh waktu sendiri.
Buat ngilangin galau juga enak.

Menu enak, cukup mahal dan rasa 4 star
Breakfast pakai nasi cathring, lumayan enak 4 star

Dapet nasi kotak, teh hangat, air putih kemasan.

Buat bbq.nya, kurang banyak porsinya dengan harga yg cukup mahal.

Tapi semua itu perlu dipertimbangkan dan di fikirkan lagi.
Mengingat lokasinya di lereng gunung, akan sulit mendapatkan yg ada di menu.

Hotel ditengah hutan.",2 months
Rizal Muzammil,5,,2 months
Budiono Yong,5,,2 months
Elsa Lesta,5,,2 months
Findivia Egga,4,"Pelayanan : ramah, check in dan check out mudah dan cepat karena menggunakan aplikasi. Namun pelayanan saat mengantar makanan (grill) cukup lama padahal makanan frozen food.

Fasilitas : Kamarnya unik, kebersihan kaca kurang karena terdapat kotoran burung, dan di langit-langit kamar terdapat sarang laba-laba. Persediaan kopi tidak ada. Tutup kettler lepas. Suara yang di luar kamar terdengar.

Makanan : makanan tidak prasmanan, dijatah oleh pegawai. Menunya tidak bervariasi hanya ikan asin, ayam, dan tumis sawi. Minuman hanya air panas dan infuced water mentimun belimbing. Sehingga kurang memuaskan. Tempat makan juga terbatas padahal tamunya banyak.",2 months
Adelia P,3,"Pas awal datang seneng sih tempatnya bagus konsepnya ok smart room gt tp ga ada tv, cocok bgt buat cari ketenangan karena lokasi dialam. tapiiii omg breakfastnya ga bangeett, makananya diambilin dan dibatasin, bener2 menunya ga menghargai samsek mana nasinya keras, cuma ada makan utama gaada dessert maupun buah, minuman jg cuma ada infused water sm air panas aja.",2 months
Angga Indrawan Fauzi,5,"Dari segi lokasi dan kondisi jalan cukup extreme, perbukitan, naik turun, tanjakannya cukup terjal (kebetulan aku lewat jurang ampel). Saran kl kesana perjalanan hindari waktu malam. Trus untuk pelayanan super humble pegawai2nya. Lalu untuk kamar standard cabin aja sih, AC, Air Panas, yg bikin unik suasana alam, jd kamar menyesuaikan konsep alam, sudah disertai bbrp teknologi di setiap kamarnya. Overall puas nginep disini.",2 months
Auzan Ban,3,"Tempat oke si tapi banyak nyamuk kalau bw anak kecil harus bw lotion
Makannya bener2 di jatah bukan prasmanan nambah sayur di tulis nambah sayur sama petugasnya
Menu cuman gitu aja ga ada yg lain
Harga serupa dihotel bintang makan sudah pilih2 si",2 months
Lukas LOW,2,"Bobocabin : Technological slavery

While the stay's nice, you are not welcome if you don't bring a smartphone with you. Thing is - Bobocabin is overreliant on using smartphones for basically everything, such as cabin keys, food orders, and even payments (which is weird considering neighboring sellers accept only cash whereas Bobocabin demands cashless payments via QRIS). It's a shame, as the overdependence of smartphones here kills any enjoyment I could ever have here - and I do enjoy some of it.

Oh yeah - I gotta also mention the atmosphere. The outdoor air's nice and all, but smokers ought to be thrown in one smoking room instead of being allowed to pollute the outdoor air for the rest of everyone who don't smoke & don't appreciate breathing in polluted air.

The cabin's small, but is enough for a one night rest. AC inclusion is weird considering the cool mountain air, but whatever. Various frivolous tech gizmos (blur-able window, RGB lamp strip) reminds us  of the big city we're supposed to ""get away"" from. Hot water availability is all over the place, which is also weird considering all the hi-tech tomfoolery here. The provided pillow's painfully thin, so bring your own?

As for the food, it has availability issues - while there are plenty of options, it doesn't matter if they aren't ready for order. But then again, getting to grill some of them (even if it's using a griddle & stove in lieu of the not-provided firewood) can be fun.

All in all, the concept of ""glamping"" is not within my understanding. And for whoever's asking about the chances of me returning : No, I will not return, unless the excessive smartphone dependency is removed.",2 months
Muh. Abdul Rohman,1,"Kemarin waktu ke sana pas lagi rame2 nya nih
Yang secara otomatis pemasukan owner banyak kan, kok bisa-bisanya ga kebagian prasmanan, pas di tanyain ga di filter? Eh malah ngilang yang jaga 🗿 not worth it",3 months
Raymond,5,"Room was big, and clean.
Staff service was very good!

A bit hard to find food if you come here in low season / weekdays.

Here’s my full review:

Healing in the Middle of Pine Forest for $35?? Bobocabin Pacet Review (ID / EN CC Enabled)
https://youtu.be/dN1-wUiUaAY",3 months
Tania Alverina,5,,3 months
Achmad Bassori,5,,3 months
Rahmat Ramadan,5,,3 months
YUSUF EFENDI EFENDI,5,Pengalaman mennginap dengan view alam terbuka sangat dekat dengan pemandian air panas,3 months
Annisa Noviyanza,5,,3 months
vanny kartika,5,,4 months
arjuna lutfian,5,staycation nature,4 months
Wildan Bahaj,5,,4 months
Bianda “萍萍” Halim,5,"""Escape to Serenity: A Stay at Bobocabin Padusan Pacet""

Nestled in the heart of nature, Bobocabin Padusan Pacet is a hidden gem that offers a serene getaway from the hustle and bustle of daily life. The moment you step into this tranquil haven, you are greeted by a picturesque landscape that captivates the senses. The scent of the woods is not just refreshing, but also has a breath-taking quality that instantly soothes the soul.

A standout feature of this delightful retreat is the culinary experience. The wagyu rib eye is a culinary masterpiece, cooked to perfection and bursting with flavors that tantalize your taste buds. Even though they ran out of steamboat, the flexibility to rent a pot and make our own added a unique, personal touch to the dining experience, making it all the more memorable.

The cabins themselves are a blend of comfort and style, with a clean and well-maintained environment. While you might encounter a few bugs – a small price for being so close to nature – they are relatively tolerable and do not detract from the overall experience. The bathrooms deserve a special mention for their modern amenities, including a water heater, and their minimalist yet rustic design that complements the natural surroundings.

Staying at Bobocabin Padusan Pacet is not just a vacation; it's a therapeutic journey. It's an ideal destination for anyone looking to indulge in a short period of healing and rejuvenation. Whether you're a nature lover, a food enthusiast, or simply in need of some peace and quiet, this place has something special for everyone. Highly recommended for a unique and restorative experience.",4 months
Kevin Yohan Permadi,5,"Tempatnya bagus & estetik, cocok ll",4 months
Dio Fryzma Ghatyta,5,,4 months
anisa mtc,5,,5 months
Ady Buyono,5,,5 months
Lucia Pangestika,5,"Tempatnya sepi, cocok banget buat istirahat bareng keluarga. Semua transaksi dilakukan secara digital, jadi lebih praktis tidak perlu menyiapkan uang tunai.",5 months
Nathalie Rahadian,5,"Lokasinya oke banget, begitu buka kaca lanngsung lihat pohon², wifinya kenceng cocok buat kumpul bareng keluarga atau sahabat, cuma sayang kamarnya banyak serangga",5 months
Elnicko Mandala,5,,5 months
Badri Ghozali,1,"Lokasi dan suasana menyenangkan.tapi sayang tidak jadi bisa menginap disni dikarenakan kesalahfahaman lobi.niat hati beristirahat ditempat yang tenang,awalnya ragu untuk cek-in jam 1 pagi.karena hanya bisa dilakukan lewat app,tidak bisa langsung di loby,akhirnya diyakinkan oleh loby,bahwa bisa cek-in saat itu juga jam 1 pagi.akhirnya cek-in lewat salah satu app,sudah bayar juga.ternyata kita dimasukan cek in untuk besoknya di jam 2 siang.padahal sore itu saya harus ke kota tujuan selanjutnya.uang sudah masuk,saya harus lanjut perjalanan,tidak bisa refund.melayanglah uang untuk 2 kabin.canggih sih semua dilakukan dengan layanan mobile.ternyata sistem tak bisa membaca maksud hati.kecewa siih",5 months
Ave Rahman,5,"Experience yg unik, tempat nyaman, seperti tidur di tengah hutan. Cabin 25-34 (cabin terakhir) view langsung hutan. Cabin lain masih di bagian atas jadi view-nya kurang.
Free 1x tiket ke Pemandian Air Panas, lokasinya dekat sekali ke tempat wisata. Parkir agak sempit dan sulit. Staff ramah. Bisa order makanan via apps.
Seperti bobocabin lain, rooms, fasilitas, teknologi keren sekali.
Thankyou Bobocabin Pacet",5 months
Zaini Sadan,5,,5 months
Elsys Saragih,5,,5 months
Yudhie Ary,4,,6 months
QnQ Stars,4,,6 months
Idras Erlangga,4,"Bobocabin Pacet, Mojokerto

(+)
- nyaman
- privasi terjaga karena bentuk roomnya gampling/cottage
- integrasi yang mudah lewat aplikasi hp untuk pemesanan, room service, n CS chat

(-)
- harga yang agak mahal untuk room seperti itu
- air panas mati di pagi hari
- pintu kamar mandi rusak
- view keren tapi kaca kotor, mungkin perlu dibersihkan tiap hari/beberapa hari sekali
- akses yang lumayan susah untuk ke lokasi
- parkir terbatas
- makanan yg minim variasi, n close order saat masih sore. Pesan makanan dari luar susahnya luar biasa",6 months
alvian jihan,5,Tempat nya nyaman,6 months
andy arista,5,sayang ya terlalu mahal. Hahahaha,6 months
mulyono santoso,5,"Tempat yg nyaman untuk menenangkan diri dari rutinitas kesibukan sehari hari,pemandangan alam yg indah membuat hati yg damai,cocok buat keluarga.",6 months
Devit Asriyanto,4,Cukup Baik tp ada bbrp hal yg perlu diperbaiki dan ditingkatkan baik fasilitas juga pelayanan... rekomendet,6 months
Nurul Lailiyah,5,Enak buat pasangan couple ataupun keluarga karena suasanya cocok untuk menikmati alam bersama,6 months
arief fanster,5,,6 months
INoz DM,4,"1st experience menginap di bobocabin padusan. Lokasi mudah dijangkau, dekat dg pemandian padusan. Vibesnya mmg tenang. Ambil type deluxe. Lumayan luas cabinnya. Minusnya musholla di luar cabin gk ada. Pohon2 pinus disekitar kabin. Kalo dipercantik dg bunga2 makin indah.",6 months
Rahmad Taufik,1,,6 months
Hilmi Ali,5,,6 months
Siswanto Wanto,4,Suasana sejuk dan pemandangan nya bagus,6 months
Netizen,5,"Punya potensi yg bagus, semoga kebersihan lingkungannya tetap terjaga bersih. Cocok untuk liburan dengan suasana alam dengan keluarga, pelayanannya juga memuaskan.",6 months
Trip.com Member,5,"Good place for self healing. Siang smpe sore banyak nyamuk, cm malam dingin ga ad nyamuk. Good view and vibes. Will come back",6 months
Robby Darmawan,5,Great outdoor experience,6 months
bandar absyar,5,"Nyaman dan tenang, cocok untuk pasangan yang baru menikah, cukup aestetic",7 months
Julian pratama,5,"Mantap banget, lokasinya oke tapi saran saya kalo kesini pake motor, motornya yang kuat buat nanjak ya hehehe karena jalan nya lumayan ekstrim...",7 months
Fadhilatun Ni'mah,5,,7 months
Abang Toyib,5,"Hotel kabin di tengah hutan dengan vibes glamping, stafnya sangat tanggap & ramah, melayani dengan tulus 👍
Suatu hari nanti saya akan kembali ke sini",7 months
muflih khoir,4,Asik sih buat kluarga kecil...kalo rame2 kurang enak...soalnya g boleh bawa peralatan masak...sedangkan disitu cuma ada microwave di sharing kitchen...,7 months
asyari hidayat,5,"Lokasi dekat dengan pemandian air panas Pacet, udara seger dikelilingi pohon pinus",7 months
Agung Tri,5,"Untuk yang butuh ketenangan dan benar2 tenang, tempat ini dapat diandalkan. Menyediakan free tiket air panas. Ada fasilitas berbayar berupa api unggun

Tanpa kulkas. Tanpa TV. Tanpa sarapan",7 months
mega egha,5,"Staff with name ILHAM very helpful..
Thank you so much for helping us with my booking name Luckyta⭐️⭐️⭐️⭐️⭐️",7 months
Gita Khrisna,4,"overall ok, tapi bantalnya kurang empuk sehingga membuqt pusing kepala saat bangun tidur..",7 months
LiqKiwi,5,,7 months
Muhamad Zainuri,5,,7 months
Panpan,5,"Rooms : Design compact, unik, dan ada jendela kaca  yg ngarah ke view tebing yg cantik. Cuma mungkin perlu diperhatikan aroma blanket nya ga enak, entah kurang kering atau gimana.

Service : Excellent. Team bobocabin kooperatif dampingin acara sampai kelar. Dan kalo nginep di sini free tiket masuk wisata padusan, tinggal minta karcis di lobby.

Location : Tempatnya di dalem area wisata padusan. Jd bayar tiket masuk dulu di gerbang/gapura. Terus nanjak aja",7 months
Ghofur 28,5,,7 months
Jolo Donk,5,,7 months
Tito Ra,5,"Pemandangan dan suasana yang cukup menenangkan.. staff nya ramah, helpful dan bisa membantu early check in jika kamar sudah tersedia.. tidak ada layanan gratis sarapan untuk semua tipe kamarnya,, jadi bisa bawa perbekalan sendiri ataupun pesan di sana via aplikasi,.. Untuk kamarnya sendiri cukup nyaman, hanya saja tidak tersedia televisi dan untuk Air panas di kamar mandi tidak bisa setiap saat menyala.. gratis masuk pemandian air panas gambiran.. selebihnya okelah..",7 months
Siska Yuliani,5,"Penginapan bergaya cabin yg nyaman, yang namanya bergaya cabin jadi ya jangan memikirkan seperti d hotel ya. View bagus, staff sangat ramah dan membantu, nyaman dan sangat rekomended untuk liburan keluarga",7 months
Damar Maulana,5,,8 months
Duniawisataku,5,,8 months
Iwan Setiawan,5,,8 months
Ureshi Handmade,4,"over all oke, hanya saja akses masuk menuju bobocabin kurang bagus..tidak d aspal hanya ada krikil2 aja, tidak recomended buat manula",8 months
Steven Laudry,5,"Glamping Experience with comfort and high tech, too bad the sleep matress were too thin so it's uncomfortable. But Overall a great experiences",8 months
Maulana Mufti,5,"tempatnya nyaman sekali, privasi juga terjaga",8 months
sofya leblanc,5,Love it here!! Definitely will go back here! 🤍🤍🤍🤍 perfect for my love-nature-souls,8 months
Bopesnya Kecil,5,hanya tempat parkir yg blm di aspal..,8 months
Ic Christian,5,"Good service, good cabin. Thank you",8 months
Herta,5,,8 months
Siti Rusdatin,5,,8 months
Ary Soetanto,4,"kamar tidak terlalu besar, tidak ada tv. check in dll perlu aplikasi, bobobox, sebaiknya install dulu sebelum tiba. keluhan saya ada pada jalan di depan dan sekitar hotel yg tidak diaspal, hanya berupa batu kerikil. was2 karena mobil saya  ground clearance nya rendah.",8 months
Trip.com Member,4.6,We have a camp but we don't have fire for free no need to buy it's good for a accommodation camp,8 months
Supra Fit,5,Good camp accommodation. Pls provide a fire camp for free,8 months
Agus “Uciel” Susanto,5,"Butuh effort kesini, tapi terbayarkan dengan view yang indah dan asri.",8 months
alita dewi,5,,9 months
Gede Darmajaya,5,,9 months
Filbert Htwn,1,"Sy agk kecewa dengan sikap dari yang kurang mengenakkan dari management bobocabin. Sy sdh ad jadwal untuk booking dan kebetulan ada slh satu keluarga yang meninggal dunia sehingga tidak bisa datang ke bobocabin, saya mengajukkan rechedule (bukan refund) krn kondisi masih berkabung dan mmg jadwal bertabrakan dengan jadwal pemakaman, namun dari pihak management menolak permintaan reschedule dengan alasan diluar KK, mohon dapat diperbaiki service untuk kedepannya 🙏",9 months
Wawan Radjamin,4,"Good place for healing , unique style",9 months
bagoes Wibowo,5,,9 months
Untung Bejo,5,,9 months
Dorie Akhmad,5,"suasana asri tenang pas untuk cari suasana damai,untuk menginap dwld dl app dan semua terkontrol dr smartphone,untuk itu jgn lupa isi batre atau bw charger,dan jangan lupa ya disini non tunai",9 months
Islam Al_Hadi,5,,9 months
Alfin,5,,9 months
Dias Tiara,5,,9 months
Ng Tsun Fung,5,,10 months
Audz,4,,10 months
kirana alya,5,Good friend,10 months
Moh Fuad,5,Bagus untuk cari ketenangan,10 months
Nursamsurya Jasman,5,"seru banget staycation disini, tenang, nyaman, fasilitas oke, pelayanan ramah, parkiran luas, ada air panas, disediakan teko air panas, teh, kopi di kamar. bisa bbq an jg.",10 months
Natalia Wendy,5,"Stay for 1 night. Recommended healing place! There is a communal space for bbq or relaxation. There is also a communal kitchen. Clean room, friendly staff. According to me, it is also child-friendly (my child is over 4.5 years old)",10 months
Auditha Sugara,5,,10 months
deva sugara,5,,10 months
M.Aryasatya A.,5,,10 months
Feby Ayu,5,,10 months
Ragil Yo,5,"Belom pernah masuk sih...tapi kelihatannya recommended banget, tempatnya bersih, nuansa alami kentara banget",10 months
Ms Elin,5,"Facilities in the cabin are complete, including AC, water heater, hair dryer, kettle, and toiletries. we need to install the Bobobox app before booking here. With this app, we check in (barcode scanning), control room features (window, door, ceiling lamp), order food, and chat or call the host (if need any assistance). The view is beautiful at night. There are a kitchen share and communal areas outside the cabins. We can also have barbeque-like things in front of our cabin. However, they could have improved the surroundings by taking care of the plants and flowers. It's nice to have a new experience during this glamping stay. The location is next to the water spring Padusan, but the road to the Bobocabin is bad. If you get here by motorbike, you can go to food stalls uphill to get some food & hot drinks. If you drive a car, it's better to pack instant cup noodles and your favorite instant coffee with you. You will have a great time while enjoying a cup of coffee right in front of your cabin.",10 months
Belinda Harmono,3,,10 months
Kevin Harrywan,5,,10 months
Rochmad EkaJaya,5,Istimewa,11 months
Anggia Anggraeni,5,,11 months
Yelistria Monica,5,"Penginapan diatas gunung dengan tipikal kamar cabin. Suasana tenang, fasilitas bagus. Sudah dapat menikmati pemandian air panas padusan secara gratis. Cocok untuk staycation, bbq party dll. Ramah anak. Terdapat dapur umum namun hanya disediakan twmpat cyci piring dan microwave tidak ada kompor. Tidak menyediakan breakfast.",11 months
Kamaluddin -,4,Tempat staycation yg luar biasa dan tenang dg harga yg kompetitif.... Josss,11 months
Merry Sipin,2,"Saya datang jam 14.00 tp belum bisa check in nunggu sampai jam 15.00 baru ready kamarnya. Sprei yg seperti nya tidak diganti setiap tamu baru, jadi tidak fresh bekas tamu sebelumnya. Posisi AC yg salah sehingga panas sekali kalau siang. Kalau malam kita sampai buka jendela agar tidak pengap. Selain itu pemandangan bagus dan dingin.",11 months
Bayuadi 23 (Bayuadi23),5,"Pengalaman pertama setelah antri sekian lama buat kesini,,

Sesuai lah buat yg pengen camp ala2 bersama keluarga,,

Untuk jalan menuju lokasi memang kurang bagus  namun suasananya benar2 tenang , cocok untuk menghilangkan penat

Bisa barbeque nan jg sama bikin api unggun didkt kamar,, pengalaman yg luar biasa 🙏",11 months
merry angeline,5,,11 months
Imanuel Antonius,5,,11 months
salsabila yafi,5,,11 months
Royals Capital,3,"Kalau tujuannya mencari udara segar pegunungan diantara pepohonan, recommended.
Bisa ngapain aja disini?
Nikmati suara alam, Bbq dan breakfast bayar lagi, Api unggun bayar lagi.

Kalau bawa anak, kurang recommend karena mau main apa mereka, ujung2 nya liat HP.

Kamar kecil khas glamping, view ga ada. Asik sih concept room nya, lampu nya bisa berubah2 warna, kaca nya bisa berubah jadi ice glass, bisa pilih suara burung juga dari player music yang tersedia.

Water heater ada, AC ada, amenities lengkap.

Dengan harga yang sama bisa dapat hotel berbintang sih, tapi something different and new experience. Coba cukup sekali aja.",11 months
fikaaurel,5,,11 months
Zainal Arifin,4,,11 months
delilah hanan,5,,11 months
Martinus Bobby,5,Great place to get nature escape,11 months
Didik Kiswoyo,5,its ..worth enough 👍,11 months
Enik Idawati,5,,11 months
Lord Uxas,5,"Secara overall penginapan ini bagus banget, Pas untuk hotel model glamping.
Di teras kamar juga dapat meja, kursi, & panci barbeque untuk bakar-bakar.
Kekurangannya yaitu bantalnya kurang tebal & kasurnya kurang empuk.",a year
Candy,3,"Tempat dan kamar lumayan modern, ada tempat balkon juga kalo lagi bosen malam"" plus light view... cuma tolong taburi garam kabinnya kalo malam banyak siput ampe naik naik wastafel mana siputnya ga ada cangkang:)",a year
Bagus Danang Putrayana,5,"Nyaman tempatnya , ramah staff nya",a year
Anas Tasia Erna Widayanti,5,,a year
Ibnu Ramadan,5,"Cocok banget buat yang pengen stay cation bareng pasangan
Tempatnya nyaman dan beda dari yang lain ✨",a year
Devan Jaka Pratama,5,,a year
Athiyatul Faiqoh,5,,a year
Arifah Shafyan,5,,a year
Septi Trisna,5,,a year
Langit Biru,5,"Bermalam 1 hari sama keluarga cukup menyenangkan. Tempat untuk mencari ketenangan, kamar bersih, pelayannya ramah cocok untuk pengantin baru.",a year
sa jasa,5,,a year
Fenty Ayu,5,"Ini mah tempat bikin mager, suasana gak Dingin2 banget. Tapii sangat sejukk sekali 🍃🌲🌲🌲. Mau banget disini seminggu 🥱🥱🫰😁",a year
Tom Jerry,5,"Lokasi mudah dijangkau. Ke sana pas puasa. Dapat paket makan sahur yg langsung diantar ke pondok oleh petugas sesuai jam sahur yg kita minta. Suasana enak, dingin. Suasana malam, cantik.",a year
Arief Bahari,5,,a year
Muvida MD,4,"Kamar cukup sempit, isinya sangat dipadatkan tapi fungsional. Layanan baik, semua serba mudah. Hanya saja air panas hanya bertahan sangat sebentar, buat mandi 1 orang dewasa aja kurang sih kalo menurut saya. Terus harus nunggu lama sampai air panas bisa digunakan kembali. Lokasinya kurang ramah lansia dan anak-anak. Tangga menuju ke atas sangat tidak ergonomis. Jalanan menuju parkiran juga ada yang lubang sangat dalam dan tidak ada tanda peringatan sampai bumper bawah mobil rusak. Variasi makanan tidak banyak dan terbilang mahal. Suasana alamnya enak banget, tidak berisik dan bersih",a year
Suryo Budianto,5,Semua oke dan baik. Cocok dn menenangkan. Cuman jalan masuknya tolong diperbaiki lagi ya.,a year
Raqel Aulia,4,,a year
Fachrul Ulum Febriansyah,5,"Bagus,relax,tenang. Staff juga friendly dan bisa diandalkan. Kalo mau checkin pastikan download aplikasi bobobox dulu ya agar mudah prosesnya ntar.",a year
Exsha di,1,"checkin jam 14:00 , sampai sekarang masih blm bisa check in smpai jam 14:31… pelayanan buruk",a year
rumah sablon,5,,a year
Ardy Setiawan . SV,5,Suasana tenang dan nyaman.. Mantab sekali menginap disini,a year
Alul Zanani,5,nice recomend 👌,a year
kadutt,5,keren,a year
Surya Ongko Wijaya,5,Tempat menyenagkan sangat cocok buat refreshing,a year
wawan reptilia,5,Tempat yg tepat untuk menghilangkan penat,a year
Gogor Danu,5,,a year
Kania Kurniawan,5,"One of best modern camping experience we had.
+ Kontainernya cukup lega dan bersih
+ High tech cabin. Buka pintu sudah pakai QR. Atur lampu, gelap terangkan jendela dikontrol via ipad.
+ Ada air panas.
+ Pemandangan luar biasa cantik 🥺🥺🥺
+ Tidak  ada TV, kita bener-bener diajak menikmati alam, lupa gadget sementara
+ Mau BBQ, bonfire, bakar marshallow bisa. Untuk yg area Padusan, cari makan super gampang. Tinggal keluar jalan dikit udah ada pasar wisata
+ Appreciation buat staff-staff nya, terutama Kak Azmi yang cepat responnya menghandle masalah di lapangan

- Area bertangga-tangga tidak ada lift. Jika bawa orang tua, mungkin bisa request yang area atas supaya ga banyak naik turun
- Kasur agak keras, tapi masih bisa ditoleransi. Apalagi namanya kalo camping konvensional kan malah tidurnya di tikar ya. Kalo bobocabin ini ya sudah termasuk nyaman banget buatku",a year
Yanuar Lamboi,5,,a year
Dommy Dyotama Satria,5,Puas banget,a year
sofyansyah Bachri,5,"Sempurna
Buat healing, buat mikir, buat nyantai.
Lokasi nya jauh dari keramaian, syahdu, kamarnya full tech.
Mantap👍🏽
Bakal balik lagi",a year
Mira Anindita,2,"The room, apps and view are in good condition. I felt disappointed when I booked a projector in room with a bad (blurry) condition, when my husband ask, can we set projector better? the staff said, you can set the focus but actually that's not make any change. I asked to change with another projector but unfortunately they only have 1. How come? they do not check their paid facility before? So I decided to cancel the projector, but they said it is already on the printed bill. I do not want them to refund the money. It is not about the price. in hospitality industry, guest satisfaction is the most important thing. 1 more thing, management should improve the staff SOP while entering the guest room. They a bit smells like a gasoline and lay on the bed during checking the projector. It is not really matter, cause they ask our permission to lay on the bed due to the socket location.",a year
Yudy Irhandy,5,"Tempat menginap diantara hutan pinus yang unik, compact dan seru.
Meskipun untuk mencapai ke tempat ini ""butuh perjuangan"" dikarenakan medan yg dipilih oleh google map ""butuh tantangan"" namun setelah sampai di tempat ini memang sungguh2 worthed.
Tempatnya sepi, sejuk, nyaman dan fasilitas penginapan yg high end dengan suasana pemandangan lembah dengan pohon2 pinus yang membuat suasana ""berbeda""
Pelayanan ramah, harga wajar dan best view 👍👍👍

Kamar bersih dan rapi, meskipun dari luar kecil namun cukup untuk tidur ber-5 (kita pilih yg family room)
Suasana alam yg bikin betah dan bakal mengunjungi tempat2 bobocabin lainnya 👍👍👍",a year
Hendra Prayogo,5,Nuansa alam yang tenang jauh dari hiruk pikuk perkotaan,a year
