nama,bintang,komentar,Waktu
Faulan Desma,5,Ada tv nya ga?,3 months
Salsabil Syifa Arinda,5,"strategis lokasinya, banyak mall disekitar, depannya juga ada fore coffe xixixi, free coupon parkir jugaak klo nginep, worth it buat istirahat",4 months
usep saepudin,5,,4 months
Hiendra Kurniawan,5,Lebih canggih drpd yg di jkt jkt(rak sepatu otomatis+ dalem mall) tp minim bonus(lifebuoy dll.),4 months
Anisa furqoniah,5,"Worth itt bangett lahh yakk pokonyaa
Lokasi jg strategis
Buat orng dari bdg naik travel trus mo nginep mending di bobobox ini. Karna terjangkauu",5 months
Restu Maulana,5,"Nggak seperti apa yang di ulasan, fasilitasnya lengkap mewah wort it lah dengan harga permalam untuk yang mau istirahat boleh di coba asiik dah pokoknya ⭐⭐⭐⭐✌️",5 months
Harry Truman,5,,5 months
herlin andini,5,,5 months
Putra Pratama,5,,5 months
DP Gojek Driver,5,,6 months
Eduward Nadeak,5,,6 months
desy mounthy,1,Sejak awal sudah ada noda. Tapi di bilang kami yang buat noda.,6 months
Asep Kris,5,Nice place for rest,6 months
Panji Agus Prasetyo,5,Tempat nginep selama di Bekasi. Bersih Kamarnya,6 months
Abelamanta JP,4,"Kamar :
tidak bagus tidak jelek

Fasilitas :
lengkap, kamar mandi bersih luas, dapat loker untuk simpan barang diluar kamar, ada free air dan dispenser, jual berbagai makanan instan juga kalau butuh, ada mushola juga, free parking.

Akses :
dapat akses khusus bobobox, jadi tidak bergantung jam operasional mall. naik turun ada lift.",7 months
Ardi Berlian,5,"Pelayanan lokasi semua manteeep, bakal balik lg kalo ke Bekasi, WC bersih semua bersih, untuk para resepsionis dan cleaning service kalian luar biasa, mengutamakan kepentingan pelanggan diatas segalanya 😁",7 months
rico febrianza,5,,7 months
Trip.com Member,4.5,Bagus,7 months
Rishabh Jain,5,,8 months
Nadya Widesta,5,,8 months
natnat,5,,8 months
Shofi Murniyardi,5,"Awalnya sempet bingung masuknya lewat mana karna info awal cuma terletak di Mega Bekasi Hypermall aja, tapi ada logo bobobox gt dijalan yang mempermudah cari rute arahnya.

Aku pilih single earth pod waktu itu, buat me time sendiri kayak gini menurutku nyaman bgt sih, dapet fasilitas handuk juga.

Wifinya kenceng, bisa sambil dengerin musik, dan bisa ganti-ganti warna lampu. Cozy bgt.

Karna aku baru gabung membershipnya waktu itu jd aku dapet kupon potongan harga gt, jadi cuma sekitar 80k aja. Murah bgt.",8 months
Trip.com Member,5,Sangat super duper nyaman kamar toilet bersih pelayanan ramah,8 months
Agus “Bekti” Subekti,4,,8 months
Fadhel Aprilliano,5,mantap,8 months
Ponco Waluyo,4,,8 months
Muhammad Taufiqurrahman,4,strategis.,8 months
Trip.com Member,5,Bagus,8 months
Rey ryan,5,Pintu masuknya agak tersembunyi overall didalam oke,9 months
regkian arya,5,,9 months
Biyan Fardianza,5,,9 months
David Apris,5,,9 months
Bubun Rustandi,4,,9 months
Reynaldi H,5,"Tempat nya enak, dan lokasinya lumayan gampang di jangkau
Nyaman pokoknya",9 months
Sherly Deftia,4,"Lokasi strategis. Pintu masuk utamanya kecil dan tersembunyi. Fasilitas baik, seperti bobobox pada umumnya. Sayangnya mushalanya kecil dan hanya ada di lantai bawah. Loker sudah otomatis tanpa kunci fisik.",10 months
muhammad aiz baskoro,5,"Untuk yang perlu istirahat setelah lelah bekerja atau berbelanja bisa di coba. Akses ke jakarta dari sini tergolong bnyk pilihan, TJ, PPD sm LRT.",10 months
arif budiana,5,,10 months
Setya Rahmah,5,,10 months
budi setyawan,3,"Tepok tepok tepok tepok......

Paham lah",10 months
Fariz Falsafazani,5,,10 months
Jak Mania,1,"Bed terdapat noda, dan merasa dirugikan atas noda tersebut",10 months
Pinkan Eka K,5,"Bobobox mega mall bekasi emang sesuai ekspetasi sangat memuaskan, pelayanan ramah, bersih nyaman, tempat strategis, booking mudah dan dapet diskon lagi di agoda mantap deh bobobox mega mall. kalo kalian mau cari penginapan dibekasi bobobox ajaa guys",10 months
ahmad ramadhan,5,Tempatnya masih memberikan kenyamanan apalagi ada karyawan yg asik disini. Dan ramah ramah. Sangat nyaman di bobox giant,10 months
Mr. Corazon,5,Ketika penat banget dari kerjaan tempat nginep hiling wifi 5g kenceng sama guyur air anget ber jam jam ya ke bobobox sini,11 months
Rafie Dharmawan,4,,11 months
Rangga fauzan,5,hehehe,11 months
akoeng soejatno,5,,11 months
Ilham K.,4,"Lokasi sangat strategis tapi agak jauh cari makanan murah, masjid terdekat adalah islamic center Bekasi tapi ada musholla hotel. Hotel bersih dan nyaman, ada microwave & water heater secara gratis, ada mesin kopi berbayar. WC dilengkapi washer tapi tidak ada jet spray jadi agak rumit supaya ga najis, kamar mandi sebenarnya bersih dan lengkap tapi cepat bau pesing. Kekurangannya jam check in terlalu siang 14.00 dan ga tau kenapa banyak warlok yg nginep disini pasangan cewek-cowok wkwk...",11 months
Lia Melinda,5,sangat amat membantu kalau abis nonton malem bisa langsung bobo di bobobox apalagi kalau nginepnya pake promo.. langsung download aplikasinya ajah,11 months
Syafira Husnul Khotimah (Rara),5,Tenanggggg banget. Pengunjungnya saling menghormati. Suka banget,11 months
Affan Afifi,1,,11 months
Renaldi Ren,5,"bobobox mah gausah diraguin, everything's perfect",a year
Tomi .C (tobiobyo),5,,a year
Khanza Amara,5,"jujurly kemarin kali kedua ke sana pelayanannya ramah sekali 🥹🖤 cinta banget. 200k mahal? please itu murah banget. ada fasilitas shower, lotion, scrub badan, hair dryer, udah gitu ada lagunya jugaa jadi bikin tenang. musholanya juga ada, loh! makanannya juga masih terjangkau. paling minusnya gak ada peredam suaranya jadi ya.... berisiknya tetangga sebelah sangat amat terdengar. disarankan kalau mau berisikan mending pilih yang earth aja jangan sky, kasian orang di bawahnya 😭. kalau bisa berikan saran tolong tambahkan peredam suara ya. supaya tidak mengganggu yang lain. selebihnya WORTH IT SEKALIII🥹🖤✨ love u bobobox 🥹🖤",a year
Ferry Antonius,4,,a year
Weyjaya Halim (Jayalim),4,"Menginap di bobobox, kamar bersih, kamar mandi bersih hanya di gunakan bersama, tidak boleh makan dalam kamar. Secara umum cukup baik dalam kebersihan, pelayanan, kondisi kamar dan parkir kendaraan.",a year
Rehat Sejenak,5,"Lokasinya oke, di atas mall. Tapi ada lift sendiri juga. Pelayanan juga bagus banget, ramah banget penjaganya. Tempatnya bersih banget",a year
Dewi Puspa,4,"Untuk jaman sekarang yang suka me time, tapi backpacker ato mungkin pengen bener2 lepas dari semua masalahnya saat ini, tapi no ribet2. Aku rekomendasi ini si. Dibekasi baru ada 1, tempatnya enak, bersih sampe ke kamar mandinya pun nyaman banget, definisi ramah (lingkungan, orang bahkan kantong). Yang mager cari makan, ato pengen dikamar aja nonton netflix, kelaur kalo ke toilet doang, guys ini cocok banget buat kalian. Oh ya, disini juga ada frozen food, snack, meson kopi, mie semua ada. Kalo bosen, mau ke mall apalagi lebih enak, tinggal buka pintu udah sampe mall. Ahahaha. Asli enak banget. Wajib coba si.",a year
Dito Prasetyo,5,,a year
Yeri SKom,1,"Pembayaran lewat applikasi, hanya tersedia 1 bad. Kenyataannya yg 2 bed banyak.
Tidak bisa cancel. Atau uang hangus.
Kamar kaya kamar mayat cukup sebadan aja.
Kena tipu nih. .. Tidak ada toleransi sedikit pun.
Tolong perbaiki kembali layanan nya. Info foto kamar penting.",a year
Nico Sandi,5,,a year
GrayWolfKing Channel,5,good,a year
Dzakiyyah Salma D,5,"Lokasi strategis deket tol dan halte TJ. Letak hotel di dalam mall jadi ga bingung cari makanan. Hotel bersih banget, staff ramah. Ada mushola juga . Wifi kenceng ey idaman banget buat tes online",a year
Aryo Bimo Notohadikoesoemo,4,"Pro :
- Quite Cheap
- The pods gave you privacy
- Comfortable for a capsule
- Hot Shower function properly

Cons
- Shower Cleanliness is a little bit off
- Lobby + Social Space + Pantry are joined together in a quite small space

Conclusion
- good for staycation
- not good if you are looking for a work space staycation",a year
Fida Tri,5,Enak sii liftnya juga berfungsi pas dibandung kemarin liftnya berfungsi trs fasilitas nya enak deh,a year
Maxim Indonesia,1,"Baru pertama kali coba stay di Bobobox Bekasi ternyata tidak sama dengan ulasan yang ada
Note :
1.kamar mandi bau Pesing
2.staff engineering cuek lambat respon minta perbaiki lampu
3.pelayanan host cuek
4.seperai bau tidak di ganti
5.area cabin kotor
Mohon segera di perbaiki agar kualitas menjadi lebih baik",a year
Julnia Wati,1,Pelayanan buruk kamar mandi Pesing kamarnya bau seprei tidak di ganti ricek seperti bekas orang lain,a year
anggi utami,4,,a year
James Gautama,1,"- Best of worst host service ever during I stay at Bobobox last time
- Room facilities need to check and routine maintenance
- Speechless with their ""excellence service""",a year
Radian Prabowo S,5,,a year
Ibnu Mubarok,5,,a year
Yuda,5,Bobox cabin unik tapo bagus nyaman,a year
Ridwan Fauzi,5,,a year
Gede Wicaksana,2,"Nyamansih, tapi peredam kamarnya gaada ni. Apesnya tetangga atas telponan tengah malem ganggu ketenangan dan tempatnya depan kamar mandi jadi banyak yang bolak balik. Bad experience",a year
Fadhllurahman Syukri,5,Akhirnya ada juga di Bekasi 🔥🔥,a year
Septa Pahingga,5,"Dari sekian banyak hotel yang saya kunjungi bobobox merupakan tempat yang paling baik,dengan harga yang tergolong murah tetapi mempunyai banyak kelebihan dengan teknologi kekinian bgt...awesome 😍🥰👍👍",a year
M S,5,"With such a great customer service from all the staff, I  personally highly recommend to stay either just a vacation or for your long trip business stays. For a long stay they offer special rates also, so definitely  check it out.  One of the best hotel experience. Keep up the good work guys!!!
Cleanliness 9/10
Comfort 9/10
Customer Service 9/10",a year
Riyan Susilo,5,"Pelayanan ramah, pod nya bersih dan wangi, wifi lancar cocok untuk mengerjakan tugas",a year
ricky saputra,5,,a year
Zahira Khalifah Huda Puspita,5,"Enak, pelayanan bagus fasilitas bagus, recommended banget buat staycation deh",a year
Putri Anjani,5,"Hotel dengan konsep minimalis tapi modern,cocok untuk anak anak muda jaman sekarang yang mau staycation murah tapi berkualitas, recommended banget pokoknya",a year
Zulfah Afika,5,Udah beberapa kali menginap di sini tempat nya tamabah bersih dan staff nya freendly bgt jadi betah. Hampir tiap bulan aku pasti ke sini makasih bobobox sudah menyediakan tempat menginap yg keren dan ramah ❤🥰👍,a year
Iwan Zakaria,5,"Oke banget kamar nya simpel . Fasilitas oke. Bersih dan semua playanan baik. Karyawan ramah.
Kami sudah langganan. Ramah di kantong pula",a year
Anisya Hanum,1,"GANTI ORANG LAUNDRYNYA !!!

saya mengantar teman saya untuk check in karena kebetulan memesan hotelnya menggunakan hp saya, pada saat saya mau turun ternyata lift error hampir 1 jam kejebak gabisa turun karena ORANG LAUNDRY TURUNIN BARANG DAN TIDAK KOORDINASI DENGAN BAGIAN ATAS, AKHIRNYA LIFT ERROR DAN GAADA YANG BISA NAIK ATAU TURUN! TANGGA DARURAT JAUH SEKALI DAN GELAP KARENA MASUK MALL. KEBAYANG GA KALO ADA APA-APA DI BOBOBOX MEGA BEKASI GIMANA???? PAS SAYA MEMAKSAKAN TURUN DENGAN TANGGA DARURAT DAN SAYA MAU SAMPER ORANG LAUNDRYNYA TAPI DIA UDAH KABUR DAN TIDAK BERTANGGUNG JAWAB!

yang bantu cuman 1 resepsionis dan 1 teknisi. resepsionis yang 1 lagi gaada bantunya sama sekali. dalam keadaan kejebak jam 11 malem lewat, ada orang di dalem lift yang manggil-manggil pencet tombol darurat akhirnya karna saya yang deket lift saya mencoba angkat telfonnya, pas saya lagi coba jelasin apa yang terjadi diatas dengan keadaan saya sbg pengunjung dan yang kejebak jg tamu yg sedang menginap, tiba-tiba panggilan darurat itu di matikan sama resepsionis itu. bukannya dia yang ambil alih buat nenangin yang dibawah eh malah di matiin. gimana sih servicenya??? untuk management saya gamau sebutin ciri-cirinya tapi pasti keliatan di cctv siapa yang sibuk bantuin saya dan tamu lain yang nginep dan siapa yang tenang-tenang aja dan gaada aksi apapun. at least untuk yang bad service diberikan pelajaran GIMANA CARA SERVICE! belajar dengan 2 karyawan (resepsionis dan teknisi) bobobox yang bener-bener effort buat bantu nyelesaiin masalah ya mas mas yang jadi resepsionis pada malam hari Kamis, 2 Maret 2023.

tolong tindak lanjuti. APABILA REVIEW INI HILANG ATAU BOBOBOX MENGELAK SAYA ADA VIDEONYA!",a year
realita,5,"semuanya bersih dari kamar tidur sampai kamar mandi, disediakan handuk - sabun - sampo - sikat gigi - pasta gigi. ada air hangatnya. bisa refill air mineral juga. disediakan microwave. tidak pakai deposit atau drop kartu pengenal 👍",a year
Marlina Irbah,5,"Tempatnya oke, pelayananya juga bagus dan cepat tanggap sekali terimakasih 💞🥰",a year
Tivan Yudhis,5,"Staffnya cantik apalagi yg pake krudung,kamarnya bersih,ruang umumnya juga bersih",a year
Lyamm Reeves,5,"5/5

Pelayanannya mantap, bersih dan rapih, nyaman banget, staffnya ramah dan baik

Pokoknya mantep deh",a year
Solahuddin 70,5,Kerreeeennnn,a year
Fazrin fathurahman,5,Mantapp nyaman hotelnya tidur senin tau tau bangun udah hari sabtu.,a year
MuhammadTeguh Pribadi,5,Hotelnya bagus rapih sejuk dan nyaman,a year
Adimm,5,bagus lah pokonya,a year
salwa salsabila,5,tempatnya sangat nyaman dan bersih bagus pool pokonya bobobox mega bekasi,a year
Hesti Cahyati,5,Tempat nyaman untuk kerja tenang ga bising.. di dalam mall juga jadi kalo mau cari makan deket..,a year
Putri Arsenics,5,Tempat yang bagusss untuk staycation atau bekerja wfh yang bosen dirumah aja🔥🔥 didalamnya juga keren bisa buat diposting difeed ig👍 …,a year
Rendy,5,"hotel nya bagus bersih,fasilitas lengkap terbaru semua pokonya the best lah",a year
Tua raja P. Harahap,5,Nice nice,a year
Vina Vanduwinata,5,"hotel nya bagus, fasilitas lengkap, tempatnya nyaman pokonya the best",a year
Raihan Mulya Iskandar,5,,a year
Artanja Crew,5,"Hotel dengan konsep minimalis tapi modern,cocok untuk anak"" mudah yang mau staycation, recommended banget pokoknya",a year
Shiva Chaerunissa Pandini,5,Bagus banget ini emang deh bobobox paling ok. Staff nya bersabat .,a year
Chairul Ulum,5,"bobobox nyaman, ada free parkir juga, akses dekat dengan jalan utama gak perlu masuk mal jadinya

mantep deh 👍👍",a year
Muhammad Nasim,5,"hotel nya bagus bersih,fasilitas lengkap terbaru semua pokonya the best lah nyaman banget",a year
Mifthahul Huda Fadhilah,5,"comfortable place💖 tempat nya cozy, cocok bgt buat staycation bareng bestie. instagramable, baguusss bgt podnya buat foto2 hihi😬✌🏻oiya yg terpenting, free wifi, free voucher parking, dan ada mushola nya juga👍🏻 …",a year
Dody Satrianto,5,"Direct lift access (behind Burger King),
Free Parking 👍👍",a year
febrika budiarto,5,"Tempat yang nyaman buat WFH, fast wifi, tenang, staff ramah, bersih, kulineran gampang dan yang paling menarik harga budget bgt.

* Lokasi strategis di dalam mal Mega Bekasi Lt.4 (enaknya sekarang punya akses lift sendiri 24jam di samping drive thru Burger King)
* Parkir : Luas (saran lebih enak parkir lewat pintu Cenderawasih samping burger king untuk mobil) dan untuk motor setelah jam 21.00 juga bisa lewat sini
Sukses terus Bobobox!!!",a year
Trip.com Member,5,Gooood,a year
